Last Name,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128 ,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Delap,Rylan,10/21/2019,U17MF,Ref: 1,,,Ref: 1,,,Ref: 1,,Video: 1,,,,
Delgado,Fernando,10/18/2019,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Delgado,Fernando,10/19/2019,DV2WF,,,,,Ref: 1,,,,,,,,
Delgado,Fernando,10/21/2019,DV2ME,,,,,,,Ref: 1,Ref: 1,,,,,
Delgado,Fernando,10/21/2019,U17MF,Ref: 1,,,Ref: 1,Ref: 2,,,,Assist: 1,,Ref: 1,,
Delgado,Fernando,11/8/2019,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Delgado,Fernando,11/8/2019,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Delgado,Fernando,11/10/2019,U20WF,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,,,,,,
Delgado,Fernando,11/10/2019,Y14MF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Delgado,Fernando,11/11/2019,U17WF,Ref: 1,,,,,,Ref: 1,,,,,,
Delgado,Fernando,11/11/2019,U20ME,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Delgado,Fernando,1/3/2020,DV1ME,Ref: 1,Ref: 1,,Ref: 2,Ref: 3,,,Ref: 1,,Video: 1,,,Ref: 1
Delgado,Fernando,1/4/2020,DV1WE,Ref: 1,,,,Ref: 2,,,,,,,,
Delgado,Fernando,1/4/2020,STMWF,,,,,,,,Ref: 1,Ref: 1,,,,
Delgado,Fernando,1/5/2020,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,,,,,
Delgado,Fernando,1/5/2020,U20WE,Ref: 1,,,,,,,,,,,,
Delgado,Fernando,1/6/2020,STMWE,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Delgado,Fernando,1/6/2020,U20WF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Delgado,Fernando,2/14/2020,U17ME,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 2,,,,,,
Delgado,Fernando,2/14/2020,U20WF,Ref: 1,,,,,,,,Ref: 1,,,,
Delgado,Fernando,2/15/2020,JTMWF,,,,,,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Ref: 1,
Delgado,Fernando,2/15/2020,U20MF,Ref: 1,,,,,,,,,,,,
Delgado,Fernando,2/16/2020,JTMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Delgado,Fernando,2/16/2020,U17WF,Ref: 1,,,,,,,,,,,,
Delgado,Fernando,2/17/2020,U17MF,Ref: 2,,,,,,,Ref: 1,,Video: 1,Assist: 1,,
Desai,Nalin,10/18/2019,U17WF,Ref: 1,,,,Ref: 4,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Desai,Nalin,10/20/2019,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,,Ref: 1,,,,
Desai,Nalin,10/20/2019,DV2MF,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Desai,Nalin,10/21/2019,U17MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,,Assist: 1,,
Desai,Nalin,11/8/2019,U17MF,,,,Ref: 1,Ref: 2,,,,Ref: 1,,,,
Desai,Nalin,11/8/2019,Y14WF,Ref: 1,,,,Ref: 3,,Ref: 1,,Ref: 1,Video: 1,Ref: 1,,Video: 1
Desai,Nalin,11/9/2019,U17ME,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Desai,Nalin,11/9/2019,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,Assist: 1,Ref: 1,,,Assist: 1
Desai,Nalin,11/10/2019,U20WF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,,,
Desai,Nalin,11/10/2019,Y14MF,Ref: 1,,,,Ref: 2,,,,,Ref: 1,Assist: 1,,
Desai,Nalin,11/11/2019,U17WF,Ref: 1,,,Ref: 1,Ref: 3,,,,Ref: 1,Assist: 1,,,
Desai,Nalin,12/7/2019,DV1WE,,,,,,,,,Assist: 1,,,,
Desai,Nalin,12/7/2019,DV1WF,Ref: 1,,,,,,,,,,,,
Desai,Nalin,12/7/2019,V60MF,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Video: 1,,
Desai,Nalin,12/8/2019,V60WE,Ref: 1,,,,,,,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Video: 1,,
Desai,Nalin,12/8/2019,VETMF,Ref: 1,,,,,,Ref: 1,,,,,,
Desai,Nalin,12/9/2019,DV2ME,,,,,,,Ref: 1,,,,,,
Desai,Nalin,12/9/2019,DV2WF,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Desai,Nalin,1/3/2020,DV1WF,Ref: 1,,,,Ref: 2,,,,Ref: 1,,,,
Desai,Nalin,1/5/2020,U20MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Desai,Nalin,1/6/2020,U20WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,,
Desai,Nalin,2/14/2020,U20WF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,Ref: 1,Assist: 1,,,
Desai,Nalin,2/15/2020,U20MF,Ref: 1,,,Ref: 5,Ref: 1,,Ref: 2,,,,,,
Desai,Nalin,2/15/2020,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,Assist: 1,,,,
Desai,Nalin,2/16/2020,U17WF,Ref: 1,,,Ref: 2,Ref: 2,,,,Ref: 1,Assist: 1,,,
Desai,Nalin,2/17/2020,U17MF,Ref: 2,,,Ref: 4,Ref: 1,,Ref: 1,,,,,,
Dessens,Adrien,12/6/2019,DV1MF,,,,,,,Ref: 2,Ref: 1,,,,,
Dessens,Adrien,12/6/2019,V40WF,Ref: 1,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Dessens,Adrien,12/7/2019,DV1WF,Ref: 1,,,,,,,,,,,,
Dessens,Adrien,12/7/2019,V70MF,Ref: 1,,,,,,,,Ref: 2,Ref: 1,Video: 1,,Ref: 1
Dessens,Adrien,12/7/2019,VETME,,,,,Ref: 3,,,,,,,,
Dessens,Adrien,12/8/2019,STMMF,,,,,,,,,,,Ref: 2,Ref: 1,
Dessens,Adrien,12/8/2019,VETMF,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1,,Assist: 1
Dessens,Adrien,12/9/2019,DV2MF,Ref: 1,,,,,,,Ref: 2,Ref: 1,,Assist: 1,,
Djurisic,Maja,10/18/2019,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,Ref: 2,Ref: 1,,Assist: 1,Assist: 1,,Assist: 1
Djurisic,Maja,10/19/2019,U17ME,,,,,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Djurisic,Maja,10/19/2019,U17WE,Ref: 1,,,,,,,,Video: 2,,Assist: 1,,Ref: 1
Djurisic,Maja,10/20/2019,DV1WE,Ref: 1,Ref: 1,,,Ref: 2,,Ref: 3,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Djurisic,Maja,10/21/2019,DV2WE,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,
Djurisic,Maja,11/8/2019,U20WE,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 2,Ref: 1,,,Video: 1,,
Djurisic,Maja,11/9/2019,U17ME,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,Ref: 1,,,,Video: 1
Djurisic,Maja,11/10/2019,U17WE,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,Video: 1,Ref: 1,,Assist: 1
Djurisic,Maja,11/10/2019,Y14ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Djurisic,Maja,11/11/2019,U20ME,,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,Assist: 1,,,
Djurisic,Maja,11/11/2019,Y14WE,Ref: 1,,,,,,,,,Video: 1,,,
Djurisic,Maja,12/6/2019,DV2WE,Ref: 1,,,,,,,,,,,,
Djurisic,Maja,12/6/2019,V50ME,Ref: 1,,,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Djurisic,Maja,12/7/2019,STMME,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Djurisic,Maja,12/8/2019,DV1ME,Ref: 1,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Djurisic,Maja,12/9/2019,DV2ME,,,,,,,Ref: 1,Ref: 1,,,Ref: 1,,
Djurisic,Maja,12/9/2019,VETWE,Ref: 1,,,,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,Assist: 1
Djurisic,Maja,1/3/2020,DV1ME,Ref: 1,Ref: 1,,Ref: 2,Ref: 2,,Ref: 2,,Ref: 1,,,,
Djurisic,Maja,1/4/2020,DV1WE,Ref: 1,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,,
Djurisic,Maja,1/5/2020,STMME,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Djurisic,Maja,1/6/2020,U20ME,Ref: 2,,,Ref: 3,Ref: 3,,Ref: 2,,Assist: 1,Ref: 1,,,
Djurisic,Maja,2/14/2020,U17ME,Ref: 1,,,Ref: 3,Ref: 2,,,Ref: 1,Ref: 1,Video: 1,,,Assist: 1
Djurisic,Maja,2/15/2020,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,Video: 1,,,
Djurisic,Maja,2/16/2020,U20ME,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 1,,,Video: 1,,,
Djurisic,Maja,2/17/2020,U17WE,Ref: 2,,,Ref: 1,Ref: 3,,,Ref: 1,Video: 1,Assist: 1,Ref: 1,,
Djurisic,Zoran,10/18/2019,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,,,
Djurisic,Zoran,10/19/2019,U17ME,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Djurisic,Zoran,10/19/2019,U17WE,Ref: 1,,,,Ref: 2,,Ref: 2,,,Ref: 1,,,
Djurisic,Zoran,10/20/2019,DV1WE,Ref: 1,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Djurisic,Zoran,10/21/2019,DV2ME,Ref: 1,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Djurisic,Zoran,10/21/2019,DV2WE,Ref: 1,,,,Ref: 1,,,Ref: 1,Ref: 1,,Assist: 1,,
Djurisic,Zoran,1/3/2020,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 2,,Assist: 1,,,,
Djurisic,Zoran,1/4/2020,DV1WE,Ref: 1,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Djurisic,Zoran,1/5/2020,STMME,,,,,,,,Ref: 1,Ref: 1,,,Ref: 1,
Djurisic,Zoran,1/6/2020,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Video: 1,,Assist: 1,,
Djurisic,Zoran,2/14/2020,U17ME,Ref: 1,,,Ref: 4,Ref: 1,,,Ref: 2,Assist: 1,,Video: 1,,
Djurisic,Zoran,2/15/2020,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 2,,Ref: 1,Video: 1,,,Assist: 1
Djurisic,Zoran,2/16/2020,U20ME,Ref: 3,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,,,
Djurisic,Zoran,2/17/2020,U17WE,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Doherty,Maverick,11/8/2019,U20MS,Ref: 2,,,Ref: 4,Ref: 2,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Doherty,Maverick,11/10/2019,U17WS,Ref: 1,,,Ref: 1,Ref: 4,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Doherty,Maverick,11/11/2019,Y14MS,Ref: 2,,,,Ref: 3  Video: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Domashovetz,Greg,10/18/2019,U17WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,Video: 1,Ref: 1,,
Domashovetz,Greg,10/19/2019,DV1MF,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Assist: 1,Ref: 1,,,
Domashovetz,Greg,10/19/2019,DV2WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Domashovetz,Greg,10/20/2019,DV1WF,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Video: 1,Video: 1,Assist: 1,,
Domashovetz,Greg,10/20/2019,DV2MF,,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Domashovetz,Greg,10/21/2019,U17MF,Ref: 1,,,,Ref: 3,,Ref: 1,,Video: 1,,,,
Domashovetz,Greg,11/8/2019,U17MF,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 1,,Video: 1,,Ref: 1,,
Domashovetz,Greg,11/8/2019,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Domashovetz,Greg,11/9/2019,U17ME,Ref: 1,,,Ref: 3,Ref: 2,,,,,,,,
Domashovetz,Greg,11/9/2019,U20MF,Ref: 1,,,Ref: 3,Ref: 1,,,Ref: 1,Video: 1,,Ref: 1,,
Domashovetz,Greg,11/10/2019,U20WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,Video: 1,Ref: 1,,
Domashovetz,Greg,11/10/2019,Y14MF,Ref: 1,,,,,,Ref: 1,,,,,,
Domashovetz,Greg,12/6/2019,DV1MF,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Domashovetz,Greg,12/6/2019,V40WF,,,,,,,,,,Ref: 1,Video: 1,,Video: 1
Domashovetz,Greg,12/7/2019,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Domashovetz,Greg,12/8/2019,STMMF,,,,,,,,,,,Ref: 1,Ref: 1,
Domashovetz,Greg,12/8/2019,VETMF,Ref: 1,,,,,,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,
Domashovetz,Greg,1/3/2020,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Domashovetz,Greg,1/4/2020,DV1MF,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,Ref: 1,Video: 1,,,,
Domashovetz,Greg,1/5/2020,U20MF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,,Video: 1,,,
Domashovetz,Greg,1/6/2020,U20WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Domashovetz,Greg,2/14/2020,U20WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 2,,Video: 1,Video: 1,Video: 1,,Ref: 1
Domashovetz,Greg,2/15/2020,U20MF,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Domashovetz,Greg,2/16/2020,JTMMF,,,,,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1
Domashovetz,Greg,2/16/2020,U17WF,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Video: 1,,,
Domashovetz,Greg,2/17/2020,U17MF,,,,Ref: 2,Ref: 2,,Ref: 1,,,Ref: 1,,,Ref: 1
Donnelly,Devin,10/18/2019,U17WF,Ref: 1,,,,,,Ref: 1,,Video: 1,,Video: 1,,
Donnelly,Devin,10/19/2019,DV1MF,Ref: 1,,,,,,,,Video: 1,Video: 1,Ref: 1,,
Donnelly,Devin,10/21/2019,U17MF,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,Video: 1,,
Donnelly,Devin,11/8/2019,U17MF,Ref: 1,,,Ref: 2,,,Ref: 1,,Video: 1,,Video: 1,,
Donnelly,Devin,11/8/2019,Y14WF,,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,
Donnelly,Devin,11/9/2019,U20MF,Ref: 1,,,Ref: 3,Ref: 2,,,Ref: 1,,Video: 1,,,Video: 1
Donnelly,Devin,11/10/2019,U20WF,Ref: 1,,,,Ref: 1,,,Ref: 1,Video: 1,,,,Video: 1
Donnelly,Devin,11/10/2019,Y14MF,,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Donnelly,Devin,11/11/2019,U17WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,Ref: 1
Donnelly,Devin,1/4/2020,DV1MF,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Ref: 1,,Video: 1
Elbakry,Mahmoud,1/5/2020,DV1MS,Ref: 2,,,Ref: 1,Ref: 3,,Ref: 3,,Assist: 1,,,,
Elbakry,Mahmoud,1/5/2020,STMWS,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Eldarawani,Yasser,1/3/2020,DV1ME,Ref: 1,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,,,
Eldarawani,Yasser,1/5/2020,STMME,,,,,,,Ref: 1,Ref: 1,,,,,
Eldarawani,Yasser,1/6/2020,U20ME,Ref: 1,,,Ref: 3,Ref: 3,,Ref: 1,,Video: 1,Assist: 1,,,
Escueta,Tony,11/9/2019,U17MS,Ref: 2,,,Ref: 3,Ref: 2,,Ref: 2,,,,,,
Escueta,Tony,11/9/2019,U20WS,Ref: 2,,,Ref: 2,Ref: 3,,Ref: 2,Ref: 2,Ref: 1,,,,
Escueta,Tony,12/7/2019,V40WS,Ref: 1,,,,,,,,,,Ref: 1  Assist: 1,,Assist: 1
Escueta,Tony,12/7/2019,VETME,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,Ref: 1,,Assist: 1
Escueta,Tony,12/8/2019,V60MS,Ref: 1,,,,,,,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,
Escueta,Tony,1/6/2020,STMMS,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1
Escueta,Tony,1/6/2020,STMWE,,,,,,,,,Ref: 1,Ref: 1,,,
Evanyk,Nelly,12/7/2019,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Evanyk,Nelly,12/7/2019,V50MF,Ref: 1,,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Evanyk,Nelly,12/8/2019,VETMF,Ref: 1,,,,,,Ref: 1,,,,,,
Evanyk,Nelly,12/8/2019,VETWF,Ref: 1,,,,,,,Ref: 3,Ref: 3,Ref: 1,Video: 1  Assist: 1,,Assist: 1
Evanyk,Nelly,12/9/2019,DV2WF,Ref: 1,,,,,,Ref: 2,Ref: 3,Ref: 1,,,,
Evanyk,Nelly,1/3/2020,DV1WF,Ref: 1,,,,Ref: 1,,,,,,,,
Evanyk,Nelly,1/4/2020,DV1MF,Ref: 2,,,Ref: 4,Ref: 3,,,,,,,,
Evanyk,Nelly,1/5/2020,U20MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,,,,,,
Evanyk,Nelly,1/5/2020,U20WE,Ref: 1,,,,Ref: 2,,,,,,,,
Evanyk,Nelly,2/15/2020,U20MF,Ref: 1,,,Ref: 4,Ref: 2,,Ref: 3,,,,,,
Evanyk,Nelly,2/15/2020,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Evanyk,Nelly,2/16/2020,JTMMF,,,,,,,,Ref: 2,Ref: 1,,,,
Evanyk,Nelly,2/16/2020,U17WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,,,
Evanyk,Nelly,2/17/2020,U17MF,Ref: 2,,,Ref: 5,Ref: 2,,,Ref: 1,Ref: 1,,,,
Fadel,Abbas,10/18/2019,DV2WS,Ref: 2,,,,,,,,,,,,
Fadel,Abbas,10/19/2019,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Fadel,Abbas,10/20/2019,DV1WF,Ref: 1,,,,,,,,,,,,
Fadel,Abbas,10/21/2019,U17MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,,,,,,
Fadel,Abbas,11/8/2019,U17MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Fadel,Abbas,11/8/2019,U20WE,Ref: 1,,,,Ref: 1,,Ref: 1,,Video: 1,,,,
Fadel,Abbas,11/9/2019,U17ME,Ref: 1,,,Ref: 2,,,,,,,,,
Fadel,Abbas,11/9/2019,U20MF,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Fadel,Abbas,11/10/2019,U20WF,Ref: 1,,,Ref: 3,Ref: 1,,,Ref: 1,,,,,
Fadel,Abbas,11/10/2019,Y14MF,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Fadel,Abbas,11/11/2019,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,,,
Fadel,Abbas,11/11/2019,Y14MS,Ref: 2,,,,Ref: 5,,Ref: 3,,,Ref: 1,,,Assist: 1
Fadel,Abbas,12/6/2019,V50ME,Ref: 1,,,,,,Ref: 3,Ref: 1,,,,,
Fadel,Abbas,12/6/2019,V60ME,Ref: 1,,,,,,Ref: 1,,,,,,
Fadel,Abbas,12/7/2019,DV1WE,Ref: 1,,,,,,,,,,,,
Fadel,Abbas,12/8/2019,DV1ME,,Ref: 1,,,,,Ref: 1,Ref: 2,Video: 1,,Ref: 1,,
Fadel,Abbas,12/8/2019,V40MS,Ref: 1,,,,,,,,Ref: 2,Ref: 1,Ref: 1,,
Fadel,Abbas,12/9/2019,VETWE,Ref: 1,,,,,,Ref: 2,,,,,,
Fadel,Abbas,1/3/2020,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Fadel,Abbas,1/3/2020,DV1WF,Ref: 1,,,,Ref: 2,,,,,,,,
Fadel,Abbas,1/4/2020,DV1MF,Ref: 2,,,,,,,,,,,,
Fadel,Abbas,1/5/2020,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Fadel,Abbas,1/5/2020,U20WE,Ref: 1,,,,,,,,,,,,
Fadel,Abbas,1/6/2020,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,,,Assist: 1,,,,
Fadel,Abbas,2/14/2020,U17MS,Ref: 3,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,,,,
Fadel,Abbas,2/15/2020,U20MF,Ref: 1,,,,,,,,,,,,
Fadel,Abbas,2/17/2020,U17WE,Ref: 3,,,Ref: 2,Ref: 1,,Ref: 2,Ref: 1,Video: 1,,,,
Ferrara,Nicholas,2/14/2020,U17MS,Ref: 1,,,Ref: 4,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,
Ferrara,Nicholas,2/15/2020,U20MF,Ref: 1,,,,,,,,,,,,
Ferrara,Nicholas,2/15/2020,U20WE,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,,,,,
Ferrara,Nicholas,2/16/2020,U17WF,Ref: 1,,,,,,,,,,,,
Ferrara,Nicholas,2/16/2020,U20MS,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,,,,,,
Ferrara,Nicholas,2/17/2020,U17WS,Ref: 1,,,Ref: 2,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,,,,
Fischl,Andrew,10/18/2019,DV1MS,Ref: 2,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Ref: 1,,
Fischl,Andrew,10/19/2019,DV1MF,Ref: 1,,,Ref: 2,,,,,,,,,
Fischl,Andrew,10/19/2019,U17WS,Ref: 1,,,,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Fischl,Andrew,10/20/2019,U17MS,Ref: 2,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,
Fischl,Andrew,10/21/2019,DV1WS,Ref: 1,,,,Ref: 2,,Ref: 4,Ref: 2,Ref: 1  Assist: 1,Ref: 1,Assist: 1,,
Fischl,Andrew,12/6/2019,VETWS,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Fischl,Andrew,12/7/2019,V60WS,Ref: 1,,,,,,,,Ref: 2,Video: 1,,,
Fischl,Andrew,12/7/2019,VETME,Ref: 1,,,,Ref: 3,,Ref: 2,,,Ref: 1,,,
Fischl,Andrew,12/8/2019,DV1WS,Ref: 2,,,,,,Ref: 4,Ref: 2,Ref: 1  Assist: 1,Ref: 1,Ref: 1,,Assist: 1
Fischl,Andrew,12/8/2019,V50MS,Ref: 1,,,,,,,Ref: 1,Ref: 3,Video: 1,,,Ref: 1
Fischl,Andrew,12/9/2019,DV1MS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,Assist: 1,,
Fischl,Andrew,1/3/2020,U20MS,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,Ref: 1,Ref: 1,,,
Fischl,Andrew,1/4/2020,U20WS,Ref: 1,,,,,,,Ref: 1,Assist: 1,,,,
Fischl,Andrew,1/5/2020,DV1MS,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 3,,Ref: 1,,,,
Fischl,Andrew,1/6/2020,DV1WS,Ref: 3,,,,Ref: 3,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Fischl,Andrew,2/14/2020,U17MS,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,,
Fischl,Andrew,2/15/2020,U20MF,Ref: 1,,,Ref: 4,Ref: 3,,Ref: 1,Ref: 1,,,,,
Fischl,Andrew,2/15/2020,U20WS,,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Fischl,Andrew,2/16/2020,U20MS,Ref: 1,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,Ref: 1,,
Fischl,Andrew,2/17/2020,U17WS,Ref: 2,,,Ref: 2,Ref: 3,,Ref: 2,,Ref: 1  Video: 1,,,,
Foster,Andrew,12/7/2019,DV1WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,Video: 1
Foster,Andrew,12/9/2019,DV2WF,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Fox,Audra,1/3/2020,DV1ME,Ref: 1,,,Ref: 2,,,,,,,,,
Fox,Audra,1/3/2020,DV1WF,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Fox,Audra,1/4/2020,DV1MF,Ref: 2,,,Ref: 4,Ref: 3,,,Ref: 1,Assist: 2,,,,
