,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Abashidze,George,2/15/2015,JTMMF,,,,,,,Ref: 2,,,,
Abashidze,George,2/14/2015,U16MF,,,Ref: 2  ,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Abashidze,George,2/16/2015,U16MS,,,,,,,,,,,
Abashidze,George,2/15/2015,U16WF,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,,
Abashidze,George,2/16/2015,U19MF,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,,
Abashidze,George,2/13/2015,U19WF,,,Ref: 1,Ref: 5,Ref: 1,,,,,,
Abashidze,George,11/7/2014,U17MF,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1,,,,,
Abashidze,George,11/7/2014,U20WF,,,,,Ref: 1,,,,,,
Abashidze,George,11/8/2014,U17MS,,,,,,,,,,,
Abashidze,George,11/8/2014,Y14MF,,,,Ref: 3,Ref: 1,,,,,,
Abashidze,George,11/8/2014,Y14WS,,,,,Ref: 3,Ref: 1,,,,,
Abashidze,George,11/9/2014,U17WF,,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,,
Abashidze,George,11/9/2014,U20MF,,,,,,,Video: 2,Video: 1,,,
Abashidze,George,11/9/2014,Y14MS,,,,,,,,,,,
Abashidze,George,11/10/2014,U20MS,,,Ref: 2,Ref: 4,Ref: 2,,,Video: 1,,,
Abashidze,George,1/9/2015,DV1MF,,,,,,Ref: 1,Video: 1,,Video: 1,,
Abashidze,George,1/10/2015,DV1ME,,,Ref: 2,Ref: 3,,,,,,,
Abashidze,George,1/10/2015,U20WF,,,,Ref: 2,Ref: 1,,,,,,
Abashidze,George,1/11/2015,U20MF,,,,Ref: 4,Ref: 1,,Video: 1,,,,
Abashidze,George,1/12/2015,DV1WF,,,,,Ref: 2,Ref: 1,Video: 1,,,,
Abashidze,George,1/12/2015,STMMF,,,,,,,Ref: 1,Ref: 1,,,
Abashidze,George,6/27/2015,D1AWF,,,,,Ref: 1,,Ref: 1,,,,
Abashidze,George,6/27/2015,DV1MF,,,,,Ref: 1,,Video: 1,,,,
Abashidze,George,6/28/2015,DV1WF,,,,,Ref: 1,,,,,,
Abashidze,George,6/29/2015,U16MF,,,,Ref: 2,Ref: 3,,Video: 1,,,,
Abashidze,George,6/30/2015,D1AMF,,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,
Abashidze,George,7/1/2015,U19MF,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,Video: 1,,,
Abashidze,George,7/1/2015,V60MF,,,,,,Ref: 1,Ref: 2,Ref: 1,,,
Abashidze,George,10/11/2014,DV1MF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Abashidze,George,10/12/2014,DV1WF,,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Abashidze,George,10/12/2014,DV2MF,,,,,,,,,,,
Abashidze,George,10/11/2014,DV2WF,,,,,Ref: 1,,,,,,
Abashidze,George,10/10/2014,STMMF,,,,,,,,Ref: 1,,,
Abashidze,George,10/13/2014,U17MF,,,,Ref: 3,Ref: 2,Ref: 2,Video: 1,,,,
Abashidze,George,10/10/2014,U17WF,,,,,Ref: 1,,Video: 1,,,,
Abdelaziz,Abdel,2/15/2015,JTMMF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Abdelaziz,Abdel,2/14/2015,U16MF,,,Ref: 2,Ref: 1,Ref: 2,,Video: 1,Video: 1,,,
Abdelaziz,Abdel,2/16/2015,U16MS,,,Ref: 1,Ref: 5,Ref: 4,Ref: 1,Video: 2,,,,
Abdelaziz,Abdel,2/15/2015,U16WF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,2/16/2015,U19MF,,,Ref: 1,Ref: 3,Ref: 1,,,Video: 1,,,
Abdelaziz,Abdel,2/13/2015,U19WF,,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,
Abdelaziz,Abdel,1/9/2015,DV1MF,,,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,,,
Abdelaziz,Abdel,1/10/2015,DV1ME,,,Ref: 2,Ref: 1,Ref: 2,,,,,,
Abdelaziz,Abdel,1/11/2015,U20MF,,,,Ref: 4,Ref: 1,Ref: 2,,,Video: 1,,
Abdelaziz,Abdel,1/12/2015,STMMF,,,,,,,,,,,Ref: 1
Abdelaziz,Abdel,6/27/2015,DV1MF,,,,,Ref: 1,,,Ref: 1,,,Video: 1
Abdelaziz,Abdel,6/28/2015,DV1WF,,,,,,,Assist: 1,Ref: 1,Video: 1,,
Abdelaziz,Abdel,6/28/2015,U19WE,,,,Ref: 1,,,,,,,
Abdelaziz,Abdel,6/29/2015,U16MF,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Assist: 1,,,
Abdelaziz,Abdel,10/12/2014,DV1ME,,,,,,,,,,,
Abdelaziz,Abdel,10/11/2014,DV1MF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,,
Abdelaziz,Abdel,10/10/2014,DV1MS,,,,Ref: 2,,Ref: 1,,,,,
Abdelaziz,Abdel,10/12/2014,DV1WF,,,,Ref: 1,Ref: 3,Ref: 2,,Video: 1,Video: 1,,
Abdelaziz,Abdel,10/11/2014,DV2ME,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Abdelaziz,Abdel,10/12/2014,DV2MF,,,,Ref: 4,Ref: 2,Ref: 1,,,,,
Abdelaziz,Abdel,10/10/2014,U17WF,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,11/7/2014,U20WF,,,,Ref: 4,Ref: 3,,Video: 1,,,,Video: 1
Abdelaziz,Abdel,11/8/2014,U20ME,,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Abdelaziz,Abdel,11/8/2014,Y14MF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,11/9/2014,U17WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,11/9/2014,U20MF,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,11/10/2014,U17ME,,,,,,,,,,,
Abdelaziz,Abdel,11/10/2014,Y14WF,,,,Ref: 3,Ref: 1,Ref: 1,,Video: 1,,,
Abdelaziz,Abdel,12/5/2014,DV1WF,,,,,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,12/5/2014,V40MF,,,,,,,Ref: 1,,,,
Abdelaziz,Abdel,12/5/2014,V60MF,,,,,,,,Video: 1,Ref: 1,,
Abdelaziz,Abdel,12/5/2014,V70MF,,,,,,,Ref: 2,Ref: 1,Video: 1,,
Abdelaziz,Abdel,12/7/2014,V50ME,,,,,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,
Abdelaziz,Abdel,12/7/2014,VETMF,,,,,Ref: 1,Ref: 2,,,,,
Abdelaziz,Abdel,12/8/2014,DV1MF,,,,,,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,3/1/2015,DV1MF,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Abdelaziz,Abdel,2/27/2015,V60WF,,,,,,,Ref: 2,Ref: 1,,,
Abdelaziz,Abdel,2/28/2015,V70MF,,,,,,,Ref: 2,Ref: 1  Video: 1,Ref: 1  Video: 1,,Ref: 1
Abdelaziz,Abdel,2/27/2015,VETMF,,,,,Ref: 1,Ref: 1,,Ref: 1,,,
Abdelaziz,Abdel,2/28/2015,VTMME,,,,,,,,Ref: 1,,,
Abdelaziz,Abdel,4/17/2015,Y14MF,,,,Ref: 3,Ref: 1,,,,,,
Abdelaziz,Abdel,4/17/2015,Y14WF,,,,,,,,Video: 1,,,
Abdelaziz,Abdel,4/19/2015,Y12MF,,,,Ref: 4,Ref: 2,Ref: 1,,Video: 1,Video: 1,,
Abdelaziz,Abdel,4/19/2015,Y12WF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,4/20/2015,14TMMF,,,,,,,,Ref: 1,Ref: 1,,
Abdelaziz,Abdel,4/20/2015,Y10MF,,,,,Ref: 3,Ref: 1,Ref: 1,,Video: 1,,
Abdelaziz,Hisham,11/10/2014,U20MS,,,,,,,,,,,
Abdelaziz,Hisham,12/5/2014,DV1WF,,,,,Ref: 1,Ref: 1,,,,,
Abdelaziz,Hisham,12/5/2014,V50MF,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,12/6/2014,DV1ME,,,,Ref: 2,,,,,,,
Abdelaziz,Hisham,12/6/2014,V50WE,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,12/7/2014,DV2WF,,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,
Abdelaziz,Hisham,12/8/2014,DV1MF,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,12/8/2014,V50WF,,,,,,,,Video: 1,,,
Abdelaziz,Hisham,1/9/2015,DV1MF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Abdelaziz,Hisham,1/10/2015,DV1ME,,,Ref: 1,Ref: 1,,,,,,,
Abdelaziz,Hisham,1/10/2015,U20WF,,,,Ref: 1,Ref: 1,,,,,,
Abdelaziz,Hisham,1/11/2015,DV1WE,,,,Ref: 1,Ref: 1,,,,,,
Abdelaziz,Hisham,1/12/2015,DV1WF,,,,,Ref: 2,,,,,,
Abdelaziz,Hisham,1/12/2015,STMMF,,,,,,,Ref: 1,Ref: 1,Video: 1,,
Abdelaziz,Hisham,6/27/2015,D1AWF,,,,,,Ref: 1,,,,,
Abdelaziz,Hisham,6/27/2015,DV1MF,,,,Ref: 1,,Ref: 1,,,,,
Abdelaziz,Hisham,6/29/2015,U16MF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,6/30/2015,U19WF,,,,Ref: 4,Ref: 2,,Ref: 1,Video: 1,,,
Abdelaziz,Hisham,6/30/2015,V50WF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,7/4/2015,Y14MF,,,Ref: 4,Ref: 2,Ref: 2,,,,Ref: 1,,
Abdelaziz,Hisham,7/6/2015,Y12MF,,,Ref: 1,Ref: 5,Ref: 1,Ref: 1,,,,,
Abdelaziz,Hisham,7/6/2015,Y14WF,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Tolba,Hussein,6/27/2015,DV1WS,,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,
Tolba,Hussein,6/27/2015,U16MS,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Tolba,Hussein,6/28/2015,STMWS,,,,,,,,Ref: 1,,,
Tolba,Hussein,6/28/2015,U19MS,,,,Ref: 3,Ref: 2,,,Video: 1,,,
Tolba,Hussein,6/29/2015,DV1MS,,,,,Ref: 2,Ref: 1,,Video: 1,,,
Tolba,Hussein,6/29/2015,U16WS,,,,,Ref: 1,,Assist: 1,,,,
Tolba,Hussein,6/30/2015,STMMS,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Tolba,Hussein,6/30/2015,V60ME,,,,,,,,,,,
Tolba,Hussein,7/1/2015,U19WS,,,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,Assist: 1
Tolba,Hussein,7/2/2015,Y14MS,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Tolba,Hussein,7/3/2015,DV2WS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Tolba,Hussein,7/3/2015,Y12MS,,,,Ref: 4,Ref: 3,,Ref: 1,,,,
Tolba,Hussein,7/4/2015,Y14WS,,,,Ref: 4,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,Ref: 1
Tolba,Hussein,7/5/2015,DV2MS,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Tolba,Hussein,7/6/2015,Y10MS,,,,Ref: 3,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Tolba,Hussein,7/6/2015,Y12WS,,,,Ref: 1,,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/1/2015,D1AWE,,,,,,,,,,,
Acosta Pereira,Vilmarie,7/1/2015,DV2ME,,,Ref: 1,Ref: 2  Video: 1,Ref: 2,,,Ref: 1,,,
Acosta Pereira,Vilmarie,7/2/2015,DV3WS,,,,Ref: 1,Ref: 1,,,,,,
Acosta Pereira,Vilmarie,7/2/2015,Y14MS,,,Ref: 3,Ref: 2,Ref: 1,,,,,,
Acosta Pereira,Vilmarie,7/3/2015,DV2WS,,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/3/2015,Y12MS,,,,Ref: 3,Ref: 1,Ref: 2,,Assist: 1,,,
Acosta Pereira,Vilmarie,7/4/2015,DV3MS,,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/5/2015,Y10WS,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Acosta Pereira,Vilmarie,7/6/2015,Y10MS,,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/6/2015,Y12WS,,,,Ref: 2,Ref: 1,,,,Assist: 1,,
Adams,James,7/2/2015,U16ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Adams,James,7/2/2015,Y14WE,,,,Ref: 3,Ref: 1,,Ref: 1,,,,
Adams,James,7/3/2015,DV3ME,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Adams,James,7/3/2015,Y12WE,,,,,,,,Video: 1,Assist: 1,,Assist: 1
Adams,James,7/4/2015,DV3WE,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Adams,James,7/4/2015,Y10ME,,,,,Ref: 3,Ref: 3,,,Assist: 1,,
Adams,James,7/5/2015,DV2WE,,,,,Ref: 2,,,,,,
Adams,James,7/5/2015,Y12ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Adams,James,7/6/2015,Y10WE,,,,,,,,,,,
Adams,James,7/6/2015,Y14ME,,,Ref: 1,Ref: 3,Ref: 1,,Ref: 1,,,,
Adams,James,2/14/2015,JTMME,,,,,,Ref: 1,,Ref: 1,,,
Adams,James,2/15/2015,JTMWE,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Adams,James,2/15/2015,U16ME,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Adams,James,2/14/2015,U16WE,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Adams,James,2/13/2015,U19ME,,,Ref: 2,Ref: 2  Video: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Adams,James,2/16/2015,U19WE,,,,Ref: 3,,,,Video: 1,,,
Alperstein,Donald,11/7/2014,Y14ME,,,,,Ref: 3,,,Video: 1,,,
Alperstein,Donald,11/8/2014,U20ME,,,,,,Ref: 1,,Video: 1,Video: 1,,Video: 1
Alperstein,Donald,11/9/2014,Y14MS,,,,,Ref: 1,,,,,,
Alperstein,Donald,11/9/2014,Y14WE,,,,,,,,Ref: 1,Video: 1,,
Alperstein,Donald,11/10/2014,U17ME,,,,Ref: 4,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,
Alperstein,Donald,11/10/2014,U17WE,,,,Ref: 2,,,,,,,
Alperstein,Donald,2/14/2015,JTMME,,,,,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,
Alperstein,Donald,2/15/2015,JTMWE,,,,,,,Ref: 2,,Ref: 1,,
Alperstein,Donald,2/15/2015,U16ME,,,,,,,,,,,
Alperstein,Donald,2/14/2015,U16WE,,,,,,,Video: 1,Video: 1,Video: 1,,
Alperstein,Donald,2/13/2015,U19ME,,,,,,Ref: 1,Video: 1,Video: 1,,,
Alperstein,Donald,2/16/2015,U19WE,,,,,,,,,,,
Alperstein,Donald,12/5/2014,VETME,,,,,,,,,Video: 1,,
Alperstein,Donald,12/6/2014,DV1ME,,,,,,,,,Ref: 1,,
Alperstein,Donald,12/8/2014,DV2ME,,,,,Ref: 3,Ref: 2,,,,,
Alperstein,Donald,12/8/2014,VETWE,,,,,Ref: 1,Ref: 1,,,,,
Alperstein,Donald,1/9/2015,U20WE,,,,,,,,Video: 1,Video: 1,,Video: 1
Alperstein,Donald,1/10/2015,DV1ME,,,,Ref: 1,,,,,,,
Alperstein,Donald,1/11/2015,DV1WE,,,,,,,,,Video: 1,,
Alperstein,Donald,1/12/2015,U20ME,,,,Ref: 2,Ref: 1,,,Ref: 1,,,Ref: 1
Alperstein,Donald,2/28/2015,DV1ME,,,,,,,Video: 1,,Ref: 1,,
Alperstein,Donald,3/1/2015,DV3ME,,,,,,,,,,,
Alperstein,Donald,2/28/2015,STMWE,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Alperstein,Donald,3/1/2015,V70WE,,,,,,,,Video: 1,,,
Alperstein,Donald,3/2/2015,VETME,,,,,,,,Video: 1,Video: 1,,Video: 1
Alperstein,Donald,3/2/2015,VETWE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Alperstein,Donald,4/17/2015,DV2ME,,,,,,,,Video: 1,Video: 1,,
Alperstein,Donald,4/18/2015,Y14ME,,,,,,,,Video: 1,,,
Alperstein,Donald,4/18/2015,Y14WE,,,,,,,Ref: 1,,,,
Alperstein,Donald,4/19/2015,14TMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Alperstein,Donald,4/19/2015,Y10ME,,,,,,,,Video: 1,,,Video: 1
Alperstein,Donald,6/28/2015,DV1ME,,,,,,,,,,,
Alperstein,Donald,6/29/2015,DV1WE,,,,,,,,,,,
Alperstein,Donald,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,
Alperstein,Donald,7/1/2015,D1AWE,,,,,Ref: 1,,Ref: 1,,,,
Alperstein,Donald,7/1/2015,DV2ME,,,,,,,,,,,
Alperstein,Donald,7/2/2015,Y14WE,,,,,,,,,,,Video: 1
Alvear,Anibal,6/27/2015,D1AWF,,,,,,,,Ref: 1,,,
Alvear,Anibal,6/27/2015,DV1MF,,,,,Ref: 1,,Video: 1,,,,
Alvear,Anibal,6/28/2015,DV1WF,,,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Alvear,Anibal,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Alvear,Anibal,6/29/2015,STMWF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,Ref: 1
Alvear,Anibal,6/30/2015,D1AMF,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Video: 1
Alvear,Anibal,7/1/2015,V40MF,,,,,,Ref: 2,Ref: 2,Ref: 1,,,Assist: 1
Alvear,Anibal,7/1/2015,V50MF,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Alvear,Anibal,7/2/2015,U16WF,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Alvear,Anibal,7/3/2015,DV2MF,,,,Ref: 3,Ref: 2,,,Ref: 1,,,
Alvear,Anibal,7/3/2015,DV3WF,,,,Ref: 2,Ref: 1,,Ref: 1,,Ref: 1,,
Alvear,Anibal,7/6/2015,Y12MF,,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Alvear,Anibal,7/6/2015,Y14WF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Amborski,Tomek,3/2/2015,DV3MF,,,,,,,,,,,
Amborski,Tomek,2/27/2015,V40WF,,,,,,,,,Video: 1,,
Amborski,Tomek,2/28/2015,V40WS,,,,,,,Ref: 1,,Ref: 1,,Video: 1
Amborski,Tomek,2/27/2015,V60WF,,,,,,,,Video: 1,,,
Amborski,Tomek,2/28/2015,VTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Amborski,Tomek,3/1/2015,VTMMF,,,,,,,Ref: 1,,,,
Anderson,Barbara,11/7/2014,U17MF,,,,,,,,,,,
Anderson,Barbara,11/7/2014,U20WF,,,,Ref: 2,Ref: 1,,,,,,
Anderson,Barbara,11/8/2014,U20ME,,,Ref: 2,Ref: 2,,,Video: 1,,,,
Anderson,Barbara,11/8/2014,Y14MF,,,,Ref: 1,Ref: 2,,,,,,
Anderson,Barbara,11/9/2014,U17WF,,,,Ref: 3,,,,,,,
Anderson,Barbara,11/9/2014,U20MF,,,Ref: 3,Ref: 2,,,,,,,
Anderson,Barbara,11/10/2014,U17ME,,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Anderson,Barbara,11/10/2014,U17WE,,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Anderson,Barbara,1/9/2015,U20WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Anderson,Barbara,1/10/2015,DV1ME,,,Ref: 1,Ref: 1,,,,,,,
Anderson,Barbara,1/11/2015,DV1WE,,,,Ref: 2,Ref: 1,,,,,,
Anderson,Barbara,1/12/2015,U20ME,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,,
Anderson,Barbara,2/14/2015,JTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Anderson,Barbara,2/15/2015,U16ME,,,Ref: 3,Ref: 1,Ref: 1,,,,,,
Anderson,Barbara,2/14/2015,U16WE,,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Anderson,Barbara,2/15/2015,U16WF,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Anderson,Barbara,2/13/2015,U19ME,,,Ref: 2,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,
Anderson,Barbara,2/16/2015,U19MF,,,Ref: 2,Ref: 1,,,,,,,
Anderson,Barbara,2/16/2015,U19WE,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Angelova-Atanassov,Anna,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,
Angelova-Atanassov,Anna,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,6/28/2015,U19MS,,,,Ref: 2,Ref: 1,,,,,,
Angelova-Atanassov,Anna,6/29/2015,STMWF,,,,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,
Angelova-Atanassov,Anna,6/30/2015,U19WF,,,,Ref: 3,Ref: 1,,Video: 1,Ref: 1,,,Video: 1
Angelova-Atanassov,Anna,7/1/2015,V50MF,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Angelova-Atanassov,Anna,7/2/2015,DV3WS,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Angelova-Atanassov,Anna,7/2/2015,Y14MS,,,Ref: 1,Ref: 2,Ref: 1,,,,Assist: 1,,
Angelova-Atanassov,Anna,7/3/2015,V50MS,,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Angelova-Atanassov,Anna,7/3/2015,V60MS,,,,,,Ref: 1,Ref: 2,Ref: 2  Video: 1,Ref: 1,,Assist: 1
Angelova-Atanassov,Anna,7/3/2015,Y12MS,,,,Ref: 5,Ref: 2,Ref: 2,,Ref: 1,,,
Angelova-Atanassov,Anna,7/4/2015,Y14MF,,,Ref: 4,Ref: 2,,,Ref: 1,,Assist: 1,,
Angelova-Atanassov,Anna,7/5/2015,Y10MF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Angelova-Atanassov,Anna,7/5/2015,Y12WF,,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Angelova-Atanassov,Anna,10/12/2014,DV1ME,,,,,,,,,,,
Angelova-Atanassov,Anna,10/11/2014,DV1MF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Angelova-Atanassov,Anna,10/12/2014,DV1WF,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Angelova-Atanassov,Anna,10/11/2014,DV2ME,,,,Ref: 1,,,,,,,
Angelova-Atanassov,Anna,10/12/2014,DV2MF,,,,Ref: 2,Ref: 1,,,,,,
Angelova-Atanassov,Anna,10/10/2014,STMMF,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Angelova-Atanassov,Anna,10/13/2014,U17MF,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,,
Angelova-Atanassov,Anna,10/10/2014,U17WF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Aranda,Diosa,7/1/2015,D1AWE,,,,,,,,,,,
Aranda,Diosa,7/2/2015,U16ME,,,,Ref: 1,Ref: 1,,,,,,
Aranda,Diosa,7/2/2015,Y14WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Aranda,Diosa,7/3/2015,DV3ME,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Aranda,Diosa,7/3/2015,Y12WE,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Aranda,Diosa,7/4/2015,DV3WE,,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Aranda,Diosa,7/4/2015,Y10ME,,,,,Ref: 3,Ref: 2,Ref: 1,,,,
Aranda,Diosa,7/5/2015,DV2WE,,,,,,,,,,,
Aranda,Diosa,7/5/2015,Y12ME,,,,,,,,,,,
Aranda,Diosa,7/6/2015,Y10WE,,,,,Ref: 1,Ref: 2,,,Ref: 1,,
Aranda,Diosa,7/6/2015,Y14ME,,,Ref: 1,Ref: 3,,Ref: 1,,,,,
Arenas Gomez,Pilar,6/30/2015,D1AWS,,,,,Ref: 2,,,,,,
Arenas Gomez,Pilar,6/30/2015,U19ME,,,,Ref: 2,Ref: 2,,,Ref: 1,Assist: 1,,
Arenas Gomez,Pilar,6/30/2015,V40ME,,,,,,,,,,,
Arenas Gomez,Pilar,7/1/2015,DV2ME,,,,,,,,,,,
Arenas Gomez,Pilar,7/1/2015,U19WS,,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1  Video: 1,Ref: 1,,,
Arenas Gomez,Pilar,7/1/2015,V60WS,,,,,,,Ref: 1,Ref: 2,Ref: 1,,
Arenas Gomez,Pilar,7/2/2015,DV3WS,,,,Ref: 2,Ref: 2,,,Ref: 1,,,
Arenas Gomez,Pilar,7/2/2015,Y14MS,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Arenas Gomez,Pilar,7/3/2015,V50MS,,,,,,Ref: 1,Ref: 2,Video: 1,Assist: 1,,
Arenas Gomez,Pilar,7/3/2015,V60MS,,,,,,,Ref: 2,Video: 1,Video: 1,,Ref: 1
Arenas Gomez,Pilar,7/3/2015,V70MS,,,,,,,,,,,Assist: 1
Arenas Gomez,Pilar,7/3/2015,Y12MS,,,,Ref: 4,Ref: 1,Ref: 1,,,Ref: 1,,Video: 1
Arenas Gomez,Pilar,7/4/2015,DV3MS,,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Arenas Gomez,Pilar,7/4/2015,Y14WS,,,Ref: 1,Ref: 3,Ref: 3,Ref: 1,Ref: 1,,,,
Arenas Gomez,Pilar,7/5/2015,DV2MS,,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Arenas Gomez,Pilar,7/5/2015,Y10WS,,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Arenas Gomez,Pilar,7/6/2015,Y10MS,,,,Ref: 2,Ref: 5,,,,,,
Arenas Gomez,Pilar,7/6/2015,Y12WS,,,,Ref: 2,Ref: 2,,,,Assist: 1,,
