,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Li,Wei,3/1/2015,DV3ME,,,,,Ref: 2,Ref: 2,Ref: 1,,,,
Li,Wei,3/2/2015,DV3MF,,,,,Ref: 2,Ref: 1,,,,,
Li,Wei,2/27/2015,V40ME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Li,Wei,2/28/2015,V50MF,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Li,Wei,3/1/2015,V50WE,,,,,Ref: 1,Ref: 3,,Ref: 1,,,
Li,Wei,2/28/2015,V70MF,,,,,,,Ref: 1,Ref: 1  Video: 1,,,
Li,Wei,2/27/2015,VETMF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Li,Wei,3/2/2015,VETWF,,,,,,,,,,,
Li,Wei,4/17/2015,Y14MF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Li,Wei,4/17/2015,Y14WF,,,Ref: 1,Ref: 2,,Ref: 1,,,,,
Li,Wei,4/18/2015,DV2WF,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Li,Wei,4/18/2015,Y14ME,,,,,,,,,,,
Li,Wei,4/18/2015,Y14WE,,,,Ref: 3,Ref: 2,Ref: 1,,Ref: 1,,,
Li,Wei,4/19/2015,Y10ME,,,,,,Ref: 2,Ref: 1,,,,Ref: 1
Li,Wei,4/19/2015,Y12WF,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Li,Wei,4/20/2015,Y10MF,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Li,Wei,4/20/2015,Y12WE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Li,Wei,6/27/2015,U16WE,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Li,Wei,6/28/2015,DV1WF,,,,,Ref: 2,Ref: 1,Assist: 1,,,,
Li,Wei,6/28/2015,STMMF,,,,,,Ref: 1,,,,,
Li,Wei,6/28/2015,U19WE,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,Assist: 1
Li,Wei,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Li,Wei,6/30/2015,U19WF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Li,Wei,6/30/2015,V50ME,,,,,Ref: 2,Ref: 1,,Ref: 1,,,
Li,Wei,7/3/2015,DV2MF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Li,Wei,7/3/2015,DV3WF,,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Li,Wei,7/4/2015,Y10WF,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,
Li,Wei,7/4/2015,Y14MF,,,Ref: 4,,Ref: 2,Ref: 1,,,,,
Li,Wei,7/5/2015,Y10MF,,,,Ref: 2,Ref: 3,,,,,,
Li,Wei,7/5/2015,Y12WF,,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Li,Wei,7/6/2015,Y12MF,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,,,,,
Li,Wei,7/6/2015,Y14ME,,,Ref: 2,Ref: 4,Ref: 2,,,,Ref: 1,,Assist: 1
Liang-Smith,Jun,1/9/2015,DV1MF,,,,Ref: 2,,Ref: 1,,,,,
Liang-Smith,Jun,1/10/2015,U20WF,,,,Ref: 1,Ref: 1,,,,,,
Liang-Smith,Jun,1/11/2015,STMME,,,,,,,Ref: 1,,,,
Liang-Smith,Jun,1/11/2015,U20MF,,,,Ref: 3,Ref: 1,,,,,,
Lilov,Vladimir,2/13/2015,JTMMS,,,,,,,Ref: 1,,,,
Lilov,Vladimir,2/16/2015,JTMWS,,,,,,,,Ref: 1,,,Video: 1
Lilov,Vladimir,2/13/2015,U16WS,,,,Ref: 1,,,Ref: 1,,,,
Lilov,Vladimir,2/15/2015,U19WS,,,,,,,Ref: 1  Video: 1,Video: 1,Ref: 1,,
Lilov,Vladimir,10/10/2014,DV1MS,,,,,,,,Video: 1,,,Video: 1
Lilov,Vladimir,10/11/2014,DV2WF,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lilov,Vladimir,11/8/2014,U17MS,,,,,,,Video: 1,,,,
Lilov,Vladimir,4/17/2015,14TMMS,,,,,,,Ref: 1,,,,
Lilov,Vladimir,4/17/2015,Y10MS,,,,,,,,,,,
Lilov,Vladimir,4/18/2015,Y12WS,,,,,Ref: 1,,,,,,
Lilov,Vladimir,4/20/2015,Y14WS,,,,,,,,,,,
Linetsky,Leonid,12/5/2014,DV1MS,,,,,,,,,,,
Linetsky,Leonid,12/5/2014,V40WS,,,,,,,Ref: 1,,Video: 1,,
Linetsky,Leonid,12/5/2014,V60WS,,,,,,,,,Video: 1,,
Linetsky,Leonid,12/6/2014,DV2MF,,,,Ref: 1,Ref: 1,,,,,,
Linetsky,Leonid,12/6/2014,VETMS,,,,,Ref: 3,Ref: 2,,,,,
Linetsky,Leonid,12/7/2014,DV2MS,,,,,Ref: 2,Ref: 1,,,,,
Linetsky,Leonid,12/7/2014,DV2WF,,,,,Ref: 1,,,,,,
Linetsky,Leonid,12/8/2014,DV2WS,,,,,Ref: 2,Ref: 2,Ref: 1,,,,Video: 1
Linetsky,Leonid,12/8/2014,V60MS,,,,,,,Ref: 1,Ref: 1,,,
Linetsky,Leonid,12/8/2014,V70MS,,,,,,,,Video: 1,Video: 1,,
Linetsky,Leonid,1/9/2015,U20MS,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Linetsky,Leonid,1/10/2015,DV1WS,,,,,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,1/11/2015,DV1MS,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,1/12/2015,U20WS,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,2/13/2015,JTMMS,,,,,,,Ref: 2,Ref: 1,,,
Linetsky,Leonid,2/16/2015,U16MS,,,,,Ref: 2,Ref: 2,Video: 2,,,,
Linetsky,Leonid,2/13/2015,U16WS,,,,,Ref: 3,,,,,,
Linetsky,Leonid,2/14/2015,U19MS,,,Ref: 1,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,,
Linetsky,Leonid,2/15/2015,U19WS,,,,Ref: 3,Ref: 2,,,,,,
Linetsky,Leonid,2/27/2015,DV1MS,,,,,,,Video: 1,,,,
Linetsky,Leonid,3/1/2015,DV1WS,,,,,,,,,,,
Linetsky,Leonid,2/28/2015,DV3MS,,,,,,,,,Ref: 1,,
Linetsky,Leonid,3/1/2015,DV3WF,,,,,,,,,,,
Linetsky,Leonid,3/2/2015,DV3WS,,,,,,Ref: 2,Ref: 1,,Video: 1,,
Linetsky,Leonid,2/28/2015,V50WS,,,,,,,Ref: 1,Ref: 1  Video: 1,Ref: 1,,
Linetsky,Leonid,3/2/2015,V60MS,,,,,,,,,,,
Linetsky,Leonid,3/1/2015,VETMS,,,,,,,Ref: 1,,Video: 1,,
Linetsky,Leonid,2/27/2015,VETWS,,,,,,,,,,,Video: 1
Linetsky,Leonid,4/17/2015,Y14MF,,,,,,,,,,,
Linetsky,Leonid,4/17/2015,Y14WF,,,,,,,,,,,
Linetsky,Leonid,4/18/2015,DV2MF,,,,,,,,Ref: 1,,,
Linetsky,Leonid,4/18/2015,Y12MS,,,,Ref: 1,Ref: 3,Ref: 1,,Video: 1,,,
Linetsky,Leonid,4/19/2015,14TMWS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Linetsky,Leonid,4/19/2015,DV2WS,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Linetsky,Leonid,4/20/2015,Y14MS,,,,Ref: 4,Ref: 1,Ref: 1,,Video: 1,,,
Linetsky,Leonid,4/20/2015,Y14WS,,,,,Ref: 2,Ref: 2,,Video: 1,,,
Linetsky,Leonid,6/27/2015,U16MS,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,6/29/2015,U16WS,,,,,Ref: 3,,Assist: 1,,,,
Linetsky,Leonid,6/30/2015,D1AWS,,,,,Ref: 2,,,,,,
Linetsky,Leonid,6/30/2015,STMMS,,,,,,Ref: 2,Ref: 1,,,,
Linetsky,Leonid,7/1/2015,D1AMS,,,,Ref: 1,Ref: 3,Ref: 3,,Ref: 1,,,
Linetsky,Leonid,7/1/2015,V40WS,,,,,,,Ref: 2,Ref: 1,Ref: 1,,
Linetsky,Leonid,7/2/2015,DV3WS,,,,Ref: 3,Ref: 1,,Ref: 1,,,,
Linetsky,Leonid,7/2/2015,Y14MS,,,Ref: 5,Ref: 2,Ref: 1,Ref: 1,,,,,
Linetsky,Leonid,7/3/2015,DV2MF,,,,Ref: 3,Ref: 1,,,,Assist: 1,,
Linetsky,Leonid,7/3/2015,DV3WF,,,,Ref: 2,Ref: 1,,,,,,
Loomis,Janet,6/27/2015,U16WE,,,,,Ref: 2,Ref: 2,Video: 1,Video: 1,,,
Loomis,Janet,6/28/2015,U19WE,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1,,
Loomis,Janet,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Loomis,Janet,6/30/2015,U19ME,,,,Ref: 2,,Ref: 1,Ref: 1,,,,
Loomis,Janet,6/30/2015,V50ME,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Loomis,Janet,7/1/2015,DV2ME,,,,Ref: 4,Ref: 2,,,,,,
Loomis,Janet,7/1/2015,U19MF,,,,,,,,Assist: 1,Assist: 1,,
Loomis,Janet,7/2/2015,U16ME,,,,Ref: 2,Ref: 3,,Assist: 1,Assist: 1,,,
Loomis,Janet,7/2/2015,Y14WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Loomis,Janet,7/3/2015,DV3ME,,,,Ref: 2,Ref: 1,,,,,,
Loomis,Janet,7/3/2015,Y12WE,,,,,Ref: 1,Ref: 2,,Assist: 1,,,
Loomis,Janet,7/4/2015,DV3WE,,,,Ref: 2,Ref: 2,Ref: 1,,,Assist: 1,,
Loomis,Janet,7/5/2015,DV2WE,,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Loomis,Janet,7/6/2015,Y10WE,,,,,Ref: 3,Ref: 1,,,Video: 1,,
Loomis,Janet,7/6/2015,Y14ME,,,Ref: 1,Ref: 3,,,,,,,
Loomis,Janet,12/5/2014,DV2WE,,,,Ref: 1,Ref: 2,Ref: 2,,Ref: 1,,,
Loomis,Janet,12/5/2014,VETME,,,,Ref: 1,Ref: 3,Ref: 2,,,,,
Loomis,Janet,12/6/2014,DV1ME,,,Ref: 1,Ref: 1,Ref: 1,,,,,,
Loomis,Janet,12/6/2014,V60WE,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Ref: 1  Video: 1,,Video: 1
Loomis,Janet,12/7/2014,V60ME,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Loomis,Janet,12/8/2014,VETWE,,,,,Ref: 1,,Ref: 1,,Ref: 1,,
Lopez Flores,Lorena,7/1/2015,D1AWE,,,,,,,,,,,
Lopez Flores,Lorena,7/1/2015,DV2ME,,,,Ref: 1,Ref: 1,,,,,,
Lopez Flores,Lorena,7/2/2015,U16ME,,,,Ref: 1,,,,,,,
Lopez Flores,Lorena,7/2/2015,Y14WE,,,,Ref: 2,Ref: 1,,,,,,
Lopez Flores,Lorena,7/3/2015,DV3ME,,,,Ref: 2,Ref: 1,,,,,,
Lopez Flores,Lorena,7/3/2015,V50WE,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Lopez Flores,Lorena,7/3/2015,V60WE,,,,,,,Ref: 1,Assist: 2,,,
Lopez Flores,Lorena,7/3/2015,Y12WE,,,,,,,,,,,
Lopez Flores,Lorena,7/4/2015,DV3WE,,,,Ref: 1,Ref: 2,,,,,,
Lopez Flores,Lorena,7/5/2015,DV2WE,,,,,Ref: 2,,,,,,
Lopez Flores,Lorena,7/5/2015,Y12ME,,,,Ref: 1,,,,,,,
Lopez Flores,Lorena,7/6/2015,Y10WE,,,,,,Ref: 1,,Ref: 1,,,
Lopez Flores,Lorena,7/6/2015,Y14ME,,,Ref: 2,Ref: 3,Ref: 1,,,,,,
Lu,Annamaria,10/12/2014,DV1ME,,,Ref: 4,Ref: 3,Ref: 1,,,,,,
Lu,Annamaria,10/11/2014,DV1WE,,,,Ref: 2,Ref: 2,,,,,,
Lu,Annamaria,10/11/2014,DV2ME,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Lu,Annamaria,10/10/2014,DV2WE,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,10/13/2014,STMME,,,,,,,Ref: 1,Ref: 1,,,
Lu,Annamaria,10/10/2014,U17ME,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Lu,Annamaria,10/13/2014,U17WE,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,11/7/2014,Y14ME,,,,Ref: 1,Ref: 1,,,,,,
Lu,Annamaria,11/8/2014,U20ME,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,Ref: 1,,
Lu,Annamaria,11/9/2014,Y14WE,,,,,Ref: 3,,Ref: 1,,Ref: 1,,
Lu,Annamaria,11/10/2014,U17ME,,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,
Lu,Annamaria,11/10/2014,U17WE,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,12/5/2014,DV2WE,,,,,Ref: 2,Ref: 2,,Ref: 1,,,
Lu,Annamaria,12/5/2014,VETME,,,,Ref: 1,Ref: 2,Ref: 1,,,Ref: 1,,
Lu,Annamaria,12/6/2014,DV1ME,,,Ref: 1,,Ref: 1,,,,,,
Lu,Annamaria,12/7/2014,DV1WE,,,,Ref: 1,Ref: 2,,,,,,
Lu,Annamaria,12/8/2014,DV2ME,,,,Ref: 1,Ref: 1,,Ref: 1,,,,Ref: 1
Lu,Annamaria,12/8/2014,VETWE,,,,,,Ref: 2,,Ref: 1,,,
Lu,Annamaria,1/9/2015,U20WE,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lu,Annamaria,1/10/2015,DV1ME,,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Lu,Annamaria,1/11/2015,DV1WE,,,,Ref: 1,Ref: 2,,,,,,
Lu,Annamaria,1/12/2015,U20ME,,,,Ref: 2,,Ref: 1,,,,,
Lu,Annamaria,2/14/2015,JTMME,,,,,,Ref: 1,Ref: 1,,,,
Lu,Annamaria,2/15/2015,JTMWE,,,,,,,Ref: 2,,Ref: 1,,
Lu,Annamaria,2/16/2015,JTMWS,,,,,,,,Ref: 1,,,
Lu,Annamaria,2/15/2015,U16ME,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Lu,Annamaria,2/16/2015,U16MS,,,,,,,,,,,
Lu,Annamaria,2/14/2015,U16WE,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Lu,Annamaria,2/13/2015,U19ME,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,2/16/2015,U19WE,,,,,,,Ref: 1,,,,
Lu,Annamaria,4/20/2015,Y14MS,,,,Ref: 2,Ref: 2,,,,,,
Lu,Annamaria,4/20/2015,Y14WS,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Lu,Annamaria,6/27/2015,D1AME,,,,,Ref: 2,,Ref: 1,Assist: 1,,,
Lu,Annamaria,6/27/2015,U16WE,,,,,Ref: 1,,,Ref: 1,,,
Lu,Annamaria,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Lu,Annamaria,6/30/2015,U19ME,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Assist: 1,,,
Lu,Annamaria,6/30/2015,V40ME,,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,
Lu,Annamaria,7/1/2015,D1AWE,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Lu,Annamaria,7/1/2015,DV2ME,,,,Ref: 3,Ref: 1,Ref: 1,,,Ref: 1,,Assist: 1
Lu,Annamaria,7/2/2015,DV3WS,,,,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,
Lu,Annamaria,7/2/2015,U16ME,,,,,,,Assist: 1,,Video: 1,,
Lu,Annamaria,7/2/2015,Y14MS,,,Ref: 2,Ref: 2,,,,,,,
Lu,Annamaria,7/3/2015,DV2WS,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Lu,Annamaria,7/3/2015,Y12MS,,,,Ref: 2,,,,,,,
Lu,Annamaria,7/3/2015,Y12WE,,,,,,,,Ref: 1,,,
Lu,Annamaria,7/4/2015,DV3WE,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,Assist: 1
Lu,Annamaria,7/6/2015,Y10WE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Lu,Annamaria,7/6/2015,Y14ME,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,Video: 1,,Ref: 1
Lu,Berwyn,3/1/2015,DV1WS,,,,,,Ref: 1,,,,,
Lu,Berwyn,2/28/2015,DV3MS,,,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,,
Lu,Berwyn,2/28/2015,V50WS,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Video: 1,,
Lu,Berwyn,3/1/2015,VETMS,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Lyons,Ken,6/27/2015,U16WE,,,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Lyons,Ken,6/28/2015,U19WE,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,,
Lyons,Ken,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Lyons,Ken,6/29/2015,STMME,,,,,Ref: 1,Ref: 1,,,,,
Lyons,Ken,7/2/2015,U16ME,,,,Ref: 1,,Ref: 1,Assist: 1,Assist: 1,,,
Lyons,Ken,7/2/2015,Y14WE,,,,Ref: 2,Ref: 1,Ref: 2,,Assist: 1,,,
Lyons,Ken,7/3/2015,DV3ME,,,,Ref: 3,,Ref: 3,Ref: 1,,,,
Lyons,Ken,7/3/2015,Y12WE,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Lyons,Ken,7/4/2015,DV3WE,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Lyons,Ken,7/5/2015,DV2WE,,,,Ref: 1,Ref: 1,,,Ref: 1,,,
Lyons,Ken,7/6/2015,Y10WE,,,,,,Ref: 1,Ref: 1,,,,Video: 1
Lyons,Ken,7/6/2015,Y14ME,,,Ref: 2,Ref: 1,Ref: 2,,Ref: 1,,,,
Ma,James,6/27/2015,D1AWF,,,,,Ref: 1,Ref: 1,,,,,
Ma,James,6/28/2015,DV1WF,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Ma,James,6/28/2015,STMMF,,,,,,Ref: 1,Ref: 1,,,,
Ma,James,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Ma,James,6/30/2015,D1AMF,,,,,,,,,,,
Ma,James,6/30/2015,U19WF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Ma,James,7/1/2015,DV2WF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Ma,James,7/1/2015,U19MF,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Ma,James,7/2/2015,DV3MF,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Ma,James,7/2/2015,U16WF,,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,,,
Ma,James,7/3/2015,DV2MF,,,,Ref: 3,,,,,,,
Ma,James,7/3/2015,DV3WF,,,,Ref: 2,Ref: 1,,,,,,
Ma,James,7/5/2015,DV2WE,,,,Ref: 2,,Ref: 1,,Ref: 1,,,
Ma,James,7/5/2015,Y12ME,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Ma,Jianguo,4/17/2015,Y14MF,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Ma,Jianguo,4/17/2015,Y14WF,,,Ref: 1,Ref: 2,,,,Video: 1,,,
Ma,Jianguo,4/18/2015,14TMWF,,,,,,,Ref: 2,Ref: 1,,,Ref: 1
Ma,Jianguo,4/18/2015,Y14ME,,,,Ref: 3,Ref: 2,,,,Ref: 1,,
Ma,Jianguo,4/19/2015,Y10ME,,,,,Ref: 1,Ref: 1,,,Ref: 1,,
Ma,Jianguo,4/19/2015,Y12WF,,,,,,,,,,,
Ma,Jianguo,4/20/2015,Y10WF,,,,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,
Ma,Jianguo,4/20/2015,Y12WE,,,,,Ref: 1,Ref: 1,,,,,
Mack,Adam,6/27/2015,U16WE,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Mack,Adam,6/28/2015,U19WE,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Mack,Adam,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Mack,Adam,6/30/2015,U19WF,,,,Ref: 2,Ref: 2,,,,,,
Mack,Adam,6/30/2015,V50WF,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Mack,Adam,7/2/2015,DV3MF,,,,Ref: 2,Ref: 1,,,Assist: 1,Ref: 1,,Ref: 1
Mack,Adam,7/4/2015,Y10WF,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 2,,,,
Mack,Adam,7/4/2015,Y14MF,,,Ref: 5,Ref: 1,Ref: 1,,,,,,
Mack,Adam,7/5/2015,Y10MF,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Mack,Adam,7/5/2015,Y12WF,,,,Ref: 4,Ref: 1,Ref: 1,,,,,
Mack,Adam,7/6/2015,Y12MF,,,,,,,,,,,
Mack,Adam,7/6/2015,Y14WF,,,Ref: 2,Ref: 2,,Ref: 1,,,,,
Mahmoud,Gamal,11/7/2014,Y14ME,,,,,Ref: 3,Ref: 1,,,,,Video: 1
Mahmoud,Gamal,11/8/2014,U20ME,,,,,,Ref: 1,Video: 1,Video: 1,,,Ref: 1
Mahmoud,Gamal,11/9/2014,Y14WE,,,,,Ref: 2,Ref: 2,Ref: 1,,,,
Mahmoud,Gamal,11/10/2014,U17ME,,,,Ref: 3,,,Video: 1,,,,
Mahmoud,Taysir,11/7/2014,Y14ME,,,,,Ref: 3,Ref: 1,,Ref: 1,,,
Mahmoud,Taysir,11/8/2014,U20ME,,,,,,,,,,,
Mahmoud,Taysir,11/8/2014,U20WE,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,,,
Mahmoud,Taysir,11/9/2014,Y14WE,,,,,Ref: 1,Ref: 1,,,Ref: 1,,
Mahmoud,Taysir,11/10/2014,U17ME,,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Mahmoud,Taysir,2/14/2015,JTMME,,,,,,Ref: 2,Ref: 1,,,,
Mahmoud,Taysir,2/15/2015,JTMWE,,,,,,Ref: 1,,Ref: 1,,,Ref: 1
Mahmoud,Taysir,2/15/2015,U16ME,,,Ref: 2,Ref: 1,Ref: 2,,,,,,
Mahmoud,Taysir,2/14/2015,U16WE,,,,,,Ref: 1,,,,,
Mahmoud,Taysir,2/13/2015,U19ME,,,Ref: 1,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Mahmoud,Taysir,2/16/2015,U19WE,,,,,,,,,,,
Mahmoud,Taysir,4/17/2015,DV2ME,,,,Ref: 2,Ref: 2,,,,,,
Mahmoud,Taysir,4/17/2015,DV2WE,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Mahmoud,Taysir,4/18/2015,Y14ME,,,,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,,
Mahmoud,Taysir,4/18/2015,Y14WE,,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,,,,Video: 1
Mahmoud,Taysir,4/19/2015,14TMWE,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Mahmoud,Taysir,4/19/2015,Y10ME,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Mahmoud,Taysir,4/20/2015,Y12ME,,,,Ref: 1,Ref: 3,Ref: 1,,,,,
Mahmoud,Taysir,4/20/2015,Y12WE,,,,,,,,Video: 1,,,
Mahmoud,Taysir,6/27/2015,U16WE,,,,,Ref: 2,,Video: 1,Video: 1,Ref: 1,,
Mahmoud,Taysir,6/28/2015,DV1ME,,,,Ref: 1,Ref: 2,,,,,,
Mahmoud,Taysir,6/29/2015,DV1WE,,,,,Ref: 1,,,,,,
Mahmoud,Taysir,6/30/2015,U19ME,,,Ref: 1,Ref: 3,Ref: 3,Ref: 1,Ref: 1,,,,
Mahmoud,Taysir,6/30/2015,V50ME,,,,,,,,Video: 1,Video: 1,,
Mahmoud,Taysir,7/1/2015,D1AWE,,,,,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,
Mahmoud,Taysir,7/2/2015,U16ME,,,,Ref: 2,Ref: 1,Ref: 2,Video: 1,,,,
Mahmoud,Taysir,7/2/2015,Y14WE,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,,,
Mahon,Mary,11/7/2014,U17MF,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1,Ref: 1  Video: 1,Video: 1,Ref: 1,,
Mahon,Mary,11/8/2014,U20ME,,,,,,,,,,,
Mahon,Mary,11/8/2014,Y14MF,,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,
Mahon,Mary,11/9/2014,U17WF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Mahon,Mary,11/9/2014,U20MF,,,,,Ref: 1,,Video: 1,Video: 1,Video: 1,,
Mahon,Mary,11/10/2014,U17ME,,,,,,,,,,,
Mahon,Mary,11/10/2014,U17WE,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,
Mahon,Mary,11/10/2014,Y14WF,,,,Ref: 3,Ref: 2,Ref: 1,,Video: 1,Video: 1,,
Mahon,Mary,1/12/2015,DV1WF,,,,,,,Ref: 1,Video: 1,Ref: 1,,
Mahon,Mary,1/12/2015,STMMF,,,,,,,,,Ref: 1,,
Mahon,Mary,2/15/2015,U16ME,,,,,Ref: 1,Ref: 1,,,,,
Mahon,Mary,2/14/2015,U16MF,,,Ref: 2,Ref: 2,,,,,,,
Mahon,Mary,2/14/2015,U16WE,,,,,,,Video: 1,,,,
Mahon,Mary,2/15/2015,U16WF,,,Ref: 1,,,,,,,,Video: 1
Mahon,Mary,2/16/2015,U19MF,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,Video: 1,,
Mahon,Mary,2/16/2015,U19WE,,,,Ref: 3,Ref: 1,,,,,,
Mahon,Mary,2/13/2015,U19WF,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Mahon,Mary,6/27/2015,DV1MF,,,,Ref: 1,Ref: 1,,,Video: 1,,,
Mahon,Mary,6/28/2015,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Mahon,Mary,6/29/2015,U16MF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Video: 1,Ref: 1,,
Mahon,Mary,7/3/2015,DV3ME,,,,,,,,,,,
Mahon,Mary,12/5/2014,DV1WF,,,,,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1,Video: 1,,
