Last Name,First Name,Event,Date,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Che,Yi,U20WE,12/7/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,,,,
Che,Yi,U17ME,12/8/2024,Ref: 1,,,,,,,,,,,,
Che,Yi,U17WE,12/8/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Che,Yi,U16ME,3/7/2025,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Che,Yi,Y10WE,3/7/2025,Ref: 1,,,,,,Ref: 2,Ref: 1,,,Ref: 1,,
Che,Yi,Y12WE,3/8/2025,Ref: 1,,,,Ref: 4,,,,,,,,
Che,Yi,Y14ME,3/8/2025,Ref: 2,,,Ref: 2,Ref: 1,,,,,,,,
Che,Yi,Y12ME,3/9/2025,Ref: 1,,,Ref: 2,,,,,,,,,
Che,Yi,Y14WE,3/9/2025,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,,,,
Che,Yi,U16WE,3/10/2025,,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Che,Yi,Y10ME,3/10/2025,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,,,,
Cheney,Christopher,DV1WS,10/4/2024,Ref: 2,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1,Video: 1,Ref: 1,,Video: 1
Cheney,Christopher,U20MS,10/4/2024,Ref: 1,,,Ref: 6,Ref: 3,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Cheney,Christopher,U20WS,10/5/2024,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,Ref: 1,Video: 1,Video: 1,Video: 1,,
Cheney,Christopher,DV1MS,10/6/2024,Ref: 2,,,,,,,,Video: 1,Video: 1,Ref: 1,,
Cheney,Christopher,DV2WF,10/7/2024,,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Cheney,Christopher,DV2WS,10/7/2024,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,Video: 1
Cheney,Christopher,U20MS,11/8/2024,Ref: 2,,,Ref: 5,Ref: 5,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Video: 1
Cheney,Christopher,U17WS,11/9/2024,Ref: 2,,,,,,,,Video: 1,Video: 1,Video: 1,,
Cheney,Christopher,Y14ME,11/9/2024,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Cheney,Christopher,U17MS,11/10/2024,Ref: 2,,,,,,,,Video: 2,Video: 1,Video: 1,,Video: 1
Cheney,Christopher,Y14WS,11/10/2024,Ref: 2,,,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,Ref: 1
Cheney,Christopher,U20WS,11/11/2024,Ref: 2,,,Ref: 2,,,Ref: 1,Ref: 2,Video: 1,Video: 1,,,Video: 1
Cheney,Christopher,U17MS,12/6/2024,Ref: 2,,,,,,,,,,,,
Cheney,Christopher,U20WS,12/6/2024,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,Ref: 1,,,,
Cheney,Christopher,U17WF,12/7/2024,Ref: 1,,,,Ref: 2,,,,,,,,
Cheney,Christopher,U20MS,12/7/2024,Ref: 2,,,Ref: 6,Ref: 4,,Ref: 2,Ref: 2,,Ref: 1,,,
Cheney,Christopher,U17ME,12/8/2024,Ref: 1,,,Ref: 1,Ref: 3,,,,,,,,
Cheney,Christopher,U17WS,12/8/2024,Ref: 2,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,Video: 1
Cheney,Christopher,DV1MS,1/3/2025,Ref: 2,,,,,,,,Video: 1,Video: 1,Video: 1,,Video: 1
Cheney,Christopher,DV1WS,1/4/2025,Ref: 2,,,Ref: 2,Ref: 2,,Ref: 3,Ref: 1,Video: 2,Video: 1,Video: 1,,
Cheney,Christopher,V60MS,1/4/2025,,,,,,,,Ref: 2,Ref: 2,Video: 1,Ref: 1,,Video: 1
Cheney,Christopher,U17MS,1/5/2025,Ref: 2,,,,,,,,Video: 2,Video: 1,Video: 1,,Video: 1
Cheney,Christopher,VETWS,1/5/2025,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Cheney,Christopher,U17WS,1/6/2025,Ref: 2,,,,Ref: 2,,Ref: 4,Ref: 3,Video: 2,Video: 1,Video: 1,,Video: 1
Cheney,Christopher,DV1WS,2/14/2025,Ref: 2,,,,,,,,Video: 1,Ref: 1,,,Video: 1
Cheney,Christopher,U20WE,2/14/2025,,,,,,,Ref: 1,,Ref: 1,,,,
Cheney,Christopher,DV1MS,2/15/2025,Ref: 2,,,,,,,,Ref: 1,Ref: 1,,,Video: 1
Cheney,Christopher,U20WS,2/15/2025,Ref: 2,,,,Ref: 1,,Ref: 1,Ref: 2,Video: 1,Video: 1,,,Video: 1
Cheney,Christopher,U20MS,2/16/2025,Ref: 2,,,Ref: 5,Ref: 3,,Ref: 1,Ref: 2,Video: 1,Video: 1,,,
Cheney,Christopher,U17MS,2/17/2025,Ref: 2,,,Ref: 5,Ref: 1,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Video: 1
Cheney,Christopher,U17WE,2/17/2025,,,,Ref: 2,Ref: 3,,Ref: 2,,Video: 1,,,,
Cheney,Christopher,DV1WS,4/11/2025,,,,,,,Ref: 3,Ref: 1,Video: 2,Ref: 1,Video: 1,,Video: 1
Cheney,Christopher,V60MS,4/11/2025,,,,,,,,,,,,,
Cheney,Christopher,V70MS,4/11/2025,Ref: 1,,,,,,,,Ref: 2,Ref: 1  Video: 1,Video: 1,,Ref: 1
Cheney,Christopher,U19MS,4/13/2025,Ref: 2,,,,,,,,Video: 1,Video: 1,Video: 1,,
Cheney,Christopher,V50WS,4/13/2025,,,,,,,,Ref: 1,Ref: 1,Video: 2,Ref: 1,,Video: 1
Cheney,Christopher,U19WS,4/14/2025,Ref: 2,,,,,,,,Video: 2,Video: 1,Video: 1,,Video: 1
Cherng,Jonathan,DV1ME,10/4/2024,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Cherng,Jonathan,DV2ME,10/5/2024,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Cherng,Jonathan,U20WE,10/5/2024,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,
Cherng,Jonathan,DV2WE,10/6/2024,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Cherng,Jonathan,U20ME,10/6/2024,Ref: 2,,,,,,,,,,,,
Cherng,Jonathan,DV1WE,10/7/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,
Cherng,Jonathan,U20WF,11/8/2024,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Cherng,Jonathan,Y14MF,11/8/2024,Ref: 1,,,,,,,,,,,,
Cherng,Jonathan,U17MF,11/9/2024,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Cherng,Jonathan,Y14WF,11/9/2024,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,,,,,
Cherng,Jonathan,CTMMF,11/10/2024,,,,,,,,,Ref: 1,Ref: 1,,,
Cherng,Jonathan,U20MF,11/11/2024,Ref: 2,,,Ref: 6,Ref: 3,,Ref: 1,,Ref: 1,,,,
Cherng,Jonathan,DV1MF,2/14/2025,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Cherng,Jonathan,U20ME,2/14/2025,,,,Ref: 2,,,,,,,,,
Cherng,Jonathan,U20WE,2/14/2025,Ref: 1,,,Ref: 3,Ref: 1,,,,Ref: 1,,,,
Cherng,Jonathan,U20MF,2/15/2025,Ref: 1,,,Ref: 3,Ref: 2,,,Ref: 1,,,,,
Cherng,Jonathan,U20WF,2/15/2025,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,,,,,
Cherng,Jonathan,U17ME,2/16/2025,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 2,,Ref: 1,,,,
Cherng,Jonathan,U17MF,2/16/2025,,,,Ref: 2,Ref: 2,,,,,,,,
Cherng,Jonathan,DV1ME,2/17/2025,Ref: 1,,,,,,,,,,,,
Cherng,Jonathan,U17WE,2/17/2025,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,
Cherng,Jonathan,U17WF,2/17/2025,Ref: 1,,,,,,,,,,,,
Cherng,Jonathan,U19MF,5/16/2025,Ref: 1, , , , , , , , ,Ref: 1,Ref: 1, , 
Cherng,Jonathan,U19WF,5/16/2025,Ref: 1, , , ,Ref: 2, ,Ref: 1,Ref: 1, ,Ref: 1, , , 
Cherng,Jonathan,U16MF,5/17/2025,Ref: 1, , , ,Ref: 3, ,Ref: 1,Ref: 1, , , , , 
Cherng,Jonathan,U19ME,5/18/2025,Ref: 1, , , ,Ref: 4, ,Ref: 1,Ref: 1, , , , , 
Cho,Michael,U17WF,11/10/2024,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,Ref: 1
Cho,Michael,U20MF,11/11/2024,Ref: 2,,,Ref: 3,Ref: 2,,,Ref: 1,Ref: 1,,,,
Cho,Michael,DV1MF,2/14/2025,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Cho,Michael,U20WE,2/14/2025,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Cho,Michael,U20MF,2/15/2025,Ref: 1,,,Ref: 2,Ref: 1,,,,Ref: 1,,,,
Cho,Michael,DV1WF,2/16/2025,Ref: 1,,,,,,,,,,,,
Cho,Michael,U17MF,2/16/2025,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,
Cho,Michael,U17WE,2/17/2025,Ref: 1,,,,,,,,,,,,
Cho,Michael,U17WF,2/17/2025,Ref: 1,,,,,,,,,,,,
Cho,Michael,U19MF,5/16/2025,Ref: 1, , , , , , , , , , , , 
Cho,Michael,U19WF,5/16/2025,Ref: 1, , , ,Ref: 1, ,Ref: 1,Ref: 1, , , , , 
Cho,Michael,U16MF,5/17/2025,Ref: 1, , , ,Ref: 3, ,Ref: 1,Ref: 2, , , , , 
Cho,Michael,U19WE,5/17/2025, , , , ,Ref: 1, ,Ref: 1, , , , , , 
Cho,Michael,U16WF,5/18/2025, , , , ,Ref: 1, ,Ref: 3,Ref: 2, , , , , 
Choi,Simon,U20WF,10/4/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,Ref: 1,,,,
Choi,Simon,DV1MF,10/5/2024,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,Ref: 2,,,,,,
Choi,Simon,DV2MF,10/6/2024,Ref: 1,,,Ref: 3,Ref: 3,,Ref: 1,Ref: 1,,Ref: 1,,,
Choi,Simon,U17MF,11/9/2024,Ref: 1,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Choi,Simon,Y14WF,11/9/2024,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Choi,Simon,U17ME,11/10/2024,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Choi,Simon,U17WF,11/10/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Choi,Simon,U20MF,11/11/2024,Ref: 2,,,Ref: 3,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Choi,Simon,U20WF,12/6/2024,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,,,,
Choi,Simon,U17MF,12/7/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,Ref: 1
Choi,Simon,U20WE,12/7/2024,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,,,,
Choi,Simon,U20MF,12/8/2024,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 1,,Ref: 1,,,,
Choi,Simon,DV1WF,1/3/2025,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Choi,Simon,V50MF,1/3/2025,Ref: 1,,,,,,Ref: 2,Ref: 1,,Ref: 1,,,
Choi,Simon,DV1MF,1/4/2025,Ref: 1,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,,
Choi,Simon,U17WF,1/5/2025,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Choi,Simon,VETMF,1/5/2025,Ref: 1,,,,,,Ref: 2,Ref: 1,,,,,
Choi,Simon,U17MF,1/6/2025,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,,,
Choi,Simon,DV1MF,2/14/2025,Ref: 1,Ref: 1,,,Ref: 2,,Ref: 2,,,,,,
Choi,Simon,U20MF,2/15/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,,,,,
Choi,Simon,U20WF,2/15/2025,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Choi,Simon,U17MF,2/16/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Choi,Simon,U17WF,2/17/2025,Ref: 1,,,Ref: 4,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Choi,Simon,U16WF,3/7/2025,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Choi,Simon,Y12MF,3/7/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 2,,Ref: 1,,,,
Choi,Simon,Y10MF,3/8/2025,,,,,Ref: 3,,Ref: 2,,Ref: 1,,,,
Choi,Simon,Y14WF,3/8/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Choi,Simon,Y12ME,3/9/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,,,,,
Choi,Simon,Y14MF,3/9/2025,Ref: 2,,,Ref: 5,Ref: 2,,,,,,,,
Choi,Simon,U16MF,3/10/2025,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Choi,Simon,DV1WF,4/11/2025,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Choi,Simon,U19MF,4/11/2025,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 2,Ref: 1,,,,,
Choi,Simon,V50WF,4/12/2025,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Choi,Simon,V60MF,4/12/2025,Ref: 1,,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Choi,Simon,U19WF,4/13/2025,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Choi,Simon,V40ME,4/13/2025,,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Choi,Simon,DV1MF,4/14/2025,Ref: 1,,,,Ref: 1,,Ref: 2,,,,,,
Clayman,John,U20WF,11/8/2024,Ref: 1,,,Ref: 2,Ref: 3,,,,,,,,
Clayman,John,Y14MF,11/8/2024,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Clayman,John,U17MF,11/9/2024,,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Clayman,John,Y14WF,11/9/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,Ref: 1,,,
Clayman,John,U17ME,11/10/2024,Ref: 1,,,Ref: 3,,,,,,,,,
Clayman,John,U17WF,11/10/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Clayman,John,U20MF,11/11/2024,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,,Ref: 1,,,,
Coker,Bettina,DV1ME,10/4/2024,Ref: 1,,,Ref: 2,,,,,,,,,
Coker,Bettina,U20WF,10/4/2024,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,,,,,
Coker,Bettina,DV1MF,10/5/2024,Ref: 1,Ref: 1,,Ref: 3,Ref: 1,,,,,,,,
Coker,Bettina,DV2MF,10/6/2024,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,,,
Coker,Bettina,U20MF,10/7/2024,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Coker,Bettina,U20ME,11/8/2024,Ref: 1,,,Ref: 4,Ref: 1,,,,,,,,
Coker,Bettina,U20WF,11/8/2024,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Coker,Bettina,U17MF,11/9/2024,,,,Ref: 3,Ref: 2,,,,,,,,
Coker,Bettina,U17WE,11/9/2024,Ref: 1,,,,Ref: 2,,,,Ref: 1,,,,Ref: 1
Coker,Bettina,U17ME,11/10/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,,,
Coker,Bettina,U17WF,11/10/2024,Ref: 1,,,Ref: 2,Ref: 1,,,,Ref: 1,,,,
Coker,Bettina,U20MF,11/11/2024,Ref: 2,,,Ref: 4,Ref: 1,,,,,,,,
Coker,Bettina,U20ME,12/6/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Coker,Bettina,U20WF,12/6/2024,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Coker,Bettina,U17MF,12/7/2024,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,,,,
Coker,Bettina,U20WE,12/7/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Coker,Bettina,U17ME,12/8/2024,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,,,,,
Coker,Bettina,U20MF,12/8/2024,Ref: 2,,,Ref: 3,Ref: 3,,Ref: 1,Ref: 1,,,,,
Coker,Bettina,DV1WF,1/3/2025,Ref: 1,,,,Ref: 1,,,,,,,,
Coker,Bettina,V50MF,1/3/2025,Ref: 1,,,,,,,,,,,,
Coker,Bettina,V70MF,1/3/2025,,,,,,,,Ref: 1,,Video: 1,,,
Coker,Bettina,VTMME,1/4/2025,,,,,,,,,Ref: 1,Ref: 1,,,
Coker,Bettina,DV1ME,1/5/2025,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Coker,Bettina,V70WF,1/5/2025,Ref: 1,,,,,,,,Ref: 1,Ref: 1,,,
Coker,Bettina,DV1WE,1/6/2025,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,
Coker,Bettina,U20ME,2/14/2025,Ref: 2,,,Ref: 1,Ref: 1,,,,,,,,
Coker,Bettina,U20WE,2/14/2025,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Coker,Bettina,U20MF,2/15/2025,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Coker,Bettina,U20WF,2/15/2025,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Coker,Bettina,U17MF,2/16/2025,Ref: 1,,,Ref: 3,Ref: 2,,,,,,,,
Coker,Bettina,DV1ME,2/17/2025,Ref: 1,,,Ref: 1,,,,,,,,,
Coker,Bettina,U17WE,2/17/2025,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,
Coker,Bettina,U17WF,2/17/2025,Ref: 1,,,,,,,,,,,,
Coker,Bettina,U16ME,3/7/2025,Ref: 1,,,Ref: 1,Ref: 2,,,,Ref: 1,,,,
Coker,Bettina,U16WF,3/7/2025,,,,Ref: 1,Ref: 1,,Ref: 2,,,,,,
Coker,Bettina,Y10MF,3/8/2025,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Coker,Bettina,Y14WF,3/8/2025,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Coker,Bettina,Y10WF,3/9/2025,Ref: 1,,,,Ref: 2,,Ref: 3,Ref: 1,,Ref: 1,,,
Coker,Bettina,Y12ME,3/9/2025,,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Coker,Bettina,Y12WF,3/10/2025,Ref: 2,,,Ref: 3,,,,,,,,,
Coker,Bettina,U19MF,5/16/2025,Ref: 1, , , , , , , , , , , , 
Coker,Bettina,U19WF,5/16/2025,Ref: 1, , , , , ,Ref: 2, , , , , , 
Coker,Bettina,U16MF,5/17/2025,Ref: 1, , , ,Ref: 3, , ,Ref: 2, ,Ref: 1, , , 
Coker,Bettina,U19WE,5/17/2025, , , , , , ,Ref: 1, , , , , , 
Coker,Bettina,U16WF,5/18/2025,Ref: 2, , , ,Ref: 2, ,Ref: 1,Ref: 1,Ref: 1, , , , 
Coker,Steven,DV1ME,10/4/2024,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Coker,Steven,DV2ME,10/5/2024,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 1,,,,Video: 1,,
Coker,Steven,U20WE,10/5/2024,,,,,,,,,Video: 1,Video: 1,,,
Coker,Steven,DV2WE,10/6/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,Ref: 1,Video: 1,,
Coker,Steven,U20ME,10/6/2024,Ref: 2,,,,,,,,,,,,
Coker,Steven,DV1WE,10/7/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Coker,Steven,CTMWE,11/8/2024,,,,,,,,,Ref: 1,Ref: 1,,,
Coker,Steven,U20ME,11/8/2024,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Coker,Steven,U17WE,11/9/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,,,,
Coker,Steven,Y14ME,11/9/2024,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,
Coker,Steven,U17ME,11/10/2024,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,,Ref: 1,,,
Coker,Steven,Y14WE,11/10/2024,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Coker,Steven,U20WE,11/11/2024,Ref: 2,,,Ref: 4,Ref: 3,,Ref: 2,Ref: 1,,,,,
Coker,Steven,U20ME,12/6/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,
Coker,Steven,U20WE,12/7/2024,Ref: 1,,,Ref: 2,,,Ref: 2,,Ref: 1,,,,
Coker,Steven,U17ME,12/8/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Coker,Steven,U17WE,12/8/2024,Ref: 1,,,Ref: 1,Ref: 4,,Ref: 1,Ref: 1,,,,,
Coker,Steven,U17ME,1/3/2025,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Coker,Steven,U17WE,1/4/2025,Ref: 1,,,,Ref: 2,,,Ref: 1,,Ref: 1,,,
Coker,Steven,V50WE,1/4/2025,,,,,,,,Ref: 1,Ref: 1,Video: 1,,,
Coker,Steven,V60WE,1/4/2025,,,,,,,,,,,,,
Coker,Steven,DV1ME,1/5/2025,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Coker,Steven,VETME,1/5/2025,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Coker,Steven,DV1WE,1/6/2025,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,,,,
Coker,Steven,V70ME,1/6/2025,,,,,,,,Ref: 2,Ref: 1,,,,
Coker,Steven,U20ME,2/14/2025,Ref: 2,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Coker,Steven,DV1WE,2/15/2025,Ref: 1,,,,,,,,,,,,
Coker,Steven,U17ME,2/16/2025,Ref: 1,,Ref: 1,Ref: 1,,,,,,,,,
Coker,Steven,DV1ME,2/17/2025,Ref: 1,Ref: 1,,Ref: 2,Ref: 1,,Ref: 2,Ref: 1,,,Video: 1,,
Coker,Steven,U16ME,3/7/2025,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,,Video: 1,Ref: 1,,
Coker,Steven,Y14ME,3/8/2025,Ref: 2,,,Ref: 7,Ref: 2,,Ref: 3,,,Ref: 1,,,Ref: 1
Coker,Steven,Y12ME,3/9/2025,,,,Ref: 2,Ref: 1,,,,,,,,
Coker,Steven,Y14WE,3/9/2025,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 2,,,,Video: 1,,
Coker,Steven,U16WE,3/10/2025,Ref: 2,,,Ref: 2,Ref: 3,,,,,,,,
Coker,Steven,U16WE,5/16/2025,Ref: 1, , , ,Ref: 1, ,Ref: 2,Ref: 1, ,Ref: 1, , , 
Coker,Steven,U16ME,5/17/2025,Ref: 1, , , , , ,Ref: 2,Ref: 1, , ,Ref: 1, , 
Coker,Steven,U19WE,5/17/2025,Ref: 1, , , ,Ref: 2, ,Ref: 1,Ref: 1, , , , , 
Coker,Steven,U19ME,5/18/2025,Ref: 1, , , , , , , , , , , , 
Cole,Alex,U20WF,10/4/2024,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,Ref: 1,,,,
Cole,Alex,DV1MF,10/5/2024,Ref: 1,,,Ref: 3,Ref: 1,,,,,,,,
Cole,Alex,U20WE,10/5/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Cole,Alex,DV2MF,10/6/2024,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Cole,Alex,CTMWE,11/8/2024,,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Cole,Alex,Y14MF,11/8/2024,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,Ref: 1,,,
Cole,Alex,U17MF,11/9/2024,Ref: 1,,,Ref: 4,,,Ref: 1,,,,,,
Cole,Alex,Y14WF,11/9/2024,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Cole,Alex,U17WF,11/10/2024,Ref: 1,,,Ref: 2,Ref: 3,,,,Ref: 1,,,,
Cole,Alex,U20ME,12/6/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Cole,Alex,U20WF,12/6/2024,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,Ref: 1,,,Ref: 1
Cole,Alex,U17MF,12/7/2024,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,Ref: 1,,,,
Cole,Alex,U20WE,12/7/2024,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Cole,Alex,U20MF,12/8/2024,Ref: 1,,,Ref: 3,Ref: 3,,Ref: 1,,Ref: 1,,,,
Cole,Alex,DV1WF,1/3/2025,Ref: 1,,,,Ref: 2,,,,,,,,
Cole,Alex,V70MF,1/3/2025,Ref: 1,,,,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,
Cole,Alex,DV1MF,1/4/2025,Ref: 1,,,Ref: 2,Ref: 2,,,,,,,,
Cole,Alex,V60WE,1/4/2025,Ref: 1,,,,,,,Ref: 2,Ref: 2,,,,Ref: 1
Cole,Alex,V60WF,1/5/2025,Ref: 1,,,,,,,,Ref: 2,Ref: 1,,,
Cole,Alex,VETMF,1/5/2025,Ref: 1,,,,,,Ref: 2,,,,,,
Cole,Alex,U17MF,1/6/2025,Ref: 2,,,,Ref: 4,,,,,,,,
Cole,Alex,DV1MF,2/14/2025,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,,
Cole,Alex,U20MF,2/15/2025,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,Ref: 1,,,,
Cole,Alex,U20WF,2/15/2025,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
