Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Abashidze,George,6/28/2018,DV1WF,,,,Ref: 1,Ref: 1,Ref: 2,,,,,
Abashidze,George,7/3/2018,U16MF,Ref: 1,,Ref: 2,,Ref: 4,,,,,,
Abashidze,George,7/3/2018,DV2WF,Ref: 2,,,Ref: 4,Ref: 2,,,,,,
Abashidze,George,6/29/2018,U19MF,Ref: 1,,Ref: 3,Ref: 2,,,Ref: 1,,,,
Abashidze,George,6/30/2018,U19WF,Ref: 1,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,,
Abashidze,George,7/1/2018,U16WE,Ref: 1,,,,,,,,,,
Abashidze,George,7/1/2018,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,,,
Abashidze,George,7/2/2018,U16WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Abashidze,George,7/2/2018,V70WF,Ref: 1,,,,,,,Ref: 1  Video: 1,Video: 1,,Video: 1
Abashidze,George,7/4/2018,VTMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Abashidze,George,7/5/2018,Y14MF,Ref: 2,Ref: 2,Ref: 4,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,,
Abdalgwad,Omar,11/10/2017,U20ME,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Abdalgwad,Omar,11/10/2017,Y14MF,Ref: 1,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Abdalgwad,Omar,11/11/2017,U17MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdalgwad,Omar,11/11/2017,U20WF,Ref: 1,,Ref: 1,Ref: 2,,,,,,,
Abdalgwad,Omar,11/12/2017,U17WF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Abdallah,Ahmed,7/3/2018,DV2ME,Ref: 2,,Ref: 2,Ref: 4,Ref: 3,Ref: 1,,,,,
Abdallah,Ahmed,7/3/2018,Y14WE,Ref: 1,,Ref: 2,Ref: 2  Video: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Abdallah,Ahmed,7/6/2018,Y12ME,Ref: 1,,Ref: 2,Ref: 3,Ref: 1,,,,,,
Abdallah,Ahmed,6/29/2018,D1AWE,Ref: 1,,,,,,,,,,
Abdallah,Ahmed,6/29/2018,STMME,,,,,,,,,,,
Abdallah,Ahmed,6/30/2018,U19ME,Ref: 2,,Ref: 1,Ref: 3,,,Ref: 1,,,,
Abdallah,Ahmed,6/30/2018,V40WE,,,,,,,,Video: 1,,,
Abdallah,Ahmed,6/30/2018,V50WE,,,,,,,,Assist: 1,,,
Abdallah,Ahmed,7/1/2018,VTMWE,,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,
Abdallah,Ahmed,7/2/2018,U16ME,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Abdallah,Ahmed,7/2/2018,V40ME,,,,,,,,Assist: 1,,,
Abdallah,Ahmed,7/2/2018,V50ME,,,,,Ref: 2,,,,Video: 1,,
Abdallah,Ahmed,7/2/2018,V70ME,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Abdallah,Ahmed,7/4/2018,DV3WE,Ref: 2,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Abdallah,Ahmed,7/4/2018,Y14ME,Ref: 1,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,,,,,
Abdallah,Ahmed,7/5/2018,DV3ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Abdallah,Ahmed,7/5/2018,DV3WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Abdallah,Ahmed,7/7/2018,Y10WE,Ref: 1,,,,Ref: 1,Ref: 1,,Video: 1,Ref: 1,,
Abdelaziz,Abdel,6/28/2018,DV1WF,Ref: 1,,,,,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,7/6/2018,DV3MF,Ref: 2,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,Assist: 1,,Video: 1
Abdelaziz,Nadine,6/28/2018,DV1ME,,,,,Ref: 1,,,,,,
Abdelaziz,Nadine,6/28/2018,U19WE,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Video: 1,Ref: 1,,,Ref: 1
Abdelaziz,Nadine,7/3/2018,U16MF,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Abdelaziz,Nadine,7/3/2018,DV2WF,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,,
Abdelaziz,Abdel,10/16/2017,DV1MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,10/13/2017,DV1WF,Ref: 1,,Ref: 2,,Ref: 3,,Ref: 1,Assist: 1,,,
Abdelaziz,Abdel,10/15/2017,DV2MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,10/15/2017,U16WF,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,,Video: 1,,,,
Abdelaziz,Abdel,11/10/2017,Y14MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Abdelaziz,Abdel,11/11/2017,U20WF,Ref: 1,,,,,,Video: 1,,,,
Abdelaziz,Abdel,11/12/2017,U17WF,Ref: 1,,,,,,,,,,
Abdelaziz,Abdel,12/8/2017,V40MF,Ref: 1,,,,,,,Video: 1,,,
Abdelaziz,Abdel,12/8/2017,V60WF,Ref: 1,,,,,Ref: 1,Ref: 1,,,,
Abdelaziz,Abdel,12/9/2017,DV1WF,Ref: 1,,,,,,,Ref: 1,,,
Abdelaziz,Abdel,12/9/2017,VETMF,,,,,Ref: 2,,,,,,
Abdelaziz,Abdel,12/10/2017,DV2MF,Ref: 1,,,,,,,,,,
Abdelaziz,Abdel,12/10/2017,DV2WF,Ref: 1,,,,Ref: 1,,,,,,
Abdelaziz,Abdel,1/7/2018,DV1MF,Ref: 1,,Ref: 2,Ref: 2,,,,,,,
Abdelaziz,Abdel,1/5/2018,DV1WF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Abdelaziz,Abdel,1/7/2018,STMWF,,,,,,,,Ref: 1,,Ref: 1,
Abdelaziz,Abdel,1/8/2018,U20MF,Ref: 2,,,,,,,,,,
Abdelaziz,Abdel,2/18/2018,U17MF,Ref: 1,,,,,Ref: 1,Video: 1,,,,
Abdelaziz,Abdel,2/17/2018,U17WF,Ref: 1,,,,,Ref: 1,Ref: 1 Video: 1,,,,
Abdelaziz,Abdel,2/16/2018,U20MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,,
Abdelaziz,Abdel,4/22/2018,DV1WE,Ref: 1,,,,,,,,,,
Abdelaziz,Abdel,4/22/2018,DV2MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Abdelaziz,Abdel,4/20/2018,DV2WF,Ref: 1,,,,,,,,,,Video: 1
Abdelaziz,Abdel,4/21/2018,STMMF,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Abdelaziz,Abdel,4/21/2018,V60WE,Ref: 1,,,,,,,Ref: 2,,,
Abdelaziz,Abdel,4/22/2018,V70WF,Ref: 1,,,,,,Ref: 1,Ref: 1 Video: 1,Ref: 1,,
Abdelaziz,Abdel,7/1/2018,U16WE,Ref: 1,,,,,,,,,,
Abdelaziz,Abdel,7/1/2018,DV1MF,Ref: 1,,,,,,Video: 1,,,,
Abdelaziz,Abdel,7/4/2018,DV2MF,Ref: 1,,,,,,,,Video: 1,,Video: 1
Abdelaziz,Abdel,7/5/2018,Y14MF,Ref: 1,,,,,,,,,,
Abdelaziz,Abdel,7/7/2018,Y10WF,Ref: 1,,,,Ref: 1,,,Video: 1,,,
Abdelaziz,Abdel,7/7/2018,Y12MF,Ref: 2,,,,,,,,,,
Abdelaziz,Hisham,11/10/2017,Y14MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,Assist: 1
Abdelaziz,Hisham,11/11/2017,U17MF,Ref: 1,,Ref: 2,Ref: 2,,,Video: 1,Ref: 1,Video: 1,,
Abdelaziz,Hisham,11/11/2017,U20WF,,,,Ref: 4,Ref: 1,,Assist: 1,Ref: 1,Assist: 1,,
Abdelaziz,Hisham,11/12/2017,U17WF,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,Assist: 1,,
Abdelaziz,Hisham,11/13/2017,U20MF,Ref: 1,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Assist: 1
Abdelaziz,Hisham,12/8/2017,V50MF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,12/8/2017,V50WF,Ref: 1,,,,,,,,,,
Abdelaziz,Hisham,12/8/2017,V60WF,,,,,,Ref: 1,Ref: 1,,Video: 1,,
Abdelaziz,Hisham,12/9/2017,D1AME,,,,,Ref: 2,,,,,,
Abdelaziz,Hisham,12/9/2017,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 2,,,,,
Abdelaziz,Hisham,12/9/2017,VETWF,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,12/10/2017,DV2MF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,
Abdelaziz,Hisham,12/10/2017,DV2WF,Ref: 1,,,,Ref: 1,,,,Video: 1,,
Abdelaziz,Hisham,12/11/2017,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Abdelaziz,Hisham,1/7/2018,DV1MF,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,1/5/2018,DV1WF,Ref: 1,,,Ref: 2,Ref: 2,,Video: 1 Assist: 1,Video: 1,Ref: 1,,
Abdelaziz,Hisham,1/6/2018,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Hisham,1/8/2018,U20MF,Ref: 2,,Ref: 2,Ref: 3,Ref: 2,Ref: 1,Video: 1 Assist: 1,Ref: 1,,,
Abdelaziz,Hisham,1/6/2018,U20WF,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 1,,,,
Abdelaziz,Hisham,2/16/2018,JTMWF,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Abdelaziz,Hisham,2/18/2018,U17MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 2,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Abdelaziz,Hisham,2/17/2018,U17WF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,
Abdelaziz,Hisham,2/16/2018,U20MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Assist: 1,Video: 1,Video: 1,,Ref: 1
Abdelaziz,Hisham,3/9/2018,DV3MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,Video: 1
Abdelaziz,Hisham,3/9/2018,DV3WF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,Ref: 1,,
Abdelaziz,Hisham,3/10/2018,Y12MF,Ref: 1,,,,Ref: 1,Ref: 1,,,,,
Abdelaziz,Hisham,3/10/2018,Y12WF,Ref: 1,,,,,,,Video: 1,,,
Abdelaziz,Hisham,3/12/2018,Y14MF,Ref: 2,,Ref: 7,Ref: 2,Ref: 1,,Ref: 1,Video: 1,,,
Abdelaziz,Hisham,4/20/2018,DV1MF,Ref: 1,,,,Ref: 2,Ref: 1,Assist: 1,,Assist: 1,,Video: 1
Abdelaziz,Hisham,4/21/2018,DV1WF,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1 Assist: 1,Assist: 1,Assist: 1,,Ref: 1
Abdelaziz,Hisham,4/23/2018,V60MF,Ref: 1,,,,,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Abdelaziz,Hisham,4/22/2018,V60WF,Ref: 1,,,,,,,Ref: 1 Assist: 1,Video: 1,,
Abdelaziz,Hisham,6/30/2018,U19WF,Ref: 1,,Ref: 2,Ref: 3,Ref: 2,,Ref: 1,,Ref: 1,,
Abdelaziz,Hisham,7/1/2018,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Abdelaziz,Hisham,10/13/2017,DV1ME,Ref: 2,,Ref: 1,Ref: 2,,,,,,,
Abdelaziz,Hisham,10/16/2017,DV1MF,,,,Ref: 2,Ref: 3,,Video: 1,,Ref: 1,,
Abdelaziz,Hisham,10/13/2017,DV1WF,Ref: 1,,,,,,,,,,
Abdelaziz,Hisham,10/15/2017,DV2MF,Ref: 1,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,10/14/2017,U16MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,Ref: 1,,Video: 1
Abdelaziz,Hisham,10/14/2017,U16WE,,,,,,,Ref: 1 Assist: 1,,Assist: 1,,Ref: 1
Abdelaziz,Hisham,10/15/2017,U16WF,Ref: 1,,Ref: 1,Ref: 3,,,,,,,
Abdelaziz,Nadine,6/29/2018,U19MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,,
Abdelaziz,Nadine,6/30/2018,U19WF,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,,,,,
Abdelaziz,Nadine,6/30/2018,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Abdelaziz,Nadine,7/1/2018,D1AWF,Ref: 1,,,,Ref: 1,Ref: 1,,Assist: 1,Assist: 1,,Ref: 1
Abdelaziz,Nadine,7/1/2018,DV1MF,Ref: 1,,,Ref: 2,Ref: 1,,Assist: 1,Assist: 1,,,
Abdelaziz,Nadine,7/2/2018,U16WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,,,,
Abdelaziz,Nadine,7/2/2018,D1AMF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Nadine,7/4/2018,Y14ME,Ref: 1,,Ref: 2,,,,,,,,
Abdelaziz,Nadine,7/4/2018,Y14WF,Ref: 1,,Ref: 3,Ref: 3,Ref: 1,,,,,,
Abdelgawad,Omar,3/9/2018,DV3MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,Ref: 1
Abdelgawad,Omar,3/9/2018,DV3WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Abdelgawad,Omar,3/10/2018,Y12MF,Ref: 1,,Ref: 3,Ref: 2,Ref: 2,,Ref: 1,Assist: 1,,,
Abdelgawad,Omar,3/10/2018,Y12WF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Abdelgawad,Omar,3/12/2018,Y14MF,Ref: 2,,Ref: 7,Ref: 2,Ref: 2,Ref: 2,,Assist: 1,,,
Abdelgawad,Omar,3/11/2018,Y14WF,Ref: 2,,Ref: 4,Ref: 4,Ref: 4,,Ref: 1,Ref: 1,,,
Abdelkarem,Moatazbellah,7/3/2018,DV2ME,Ref: 2,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelkarem,Moatazbellah,7/3/2018,Y14WE,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,,,,,,
Abdelkarem,Moatazbellah,7/6/2018,Y12WE,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Abdelkarem,Moatazbellah,6/29/2018,D1AWE,Ref: 1,,,,,,,,,,
Abdelkarem,Moatazbellah,6/29/2018,STMME,,,,,,,,,,,
Abdelkarem,Moatazbellah,6/30/2018,DV1WE,,,,Ref: 1,Ref: 1,,,,,,
Abdelkarem,Moatazbellah,6/30/2018,U19ME,Ref: 1,,Ref: 4,Ref: 2,,,,,,,
Abdelkarem,Moatazbellah,7/1/2018,VTMWE,,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,
Abdelkarem,Moatazbellah,7/2/2018,V40ME,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,,,
Abdelkarem,Moatazbellah,7/2/2018,V60ME,,,,,,,,,Assist: 1,,
Abdelkarem,Moatazbellah,7/4/2018,DV3WE,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Abdelkarem,Moatazbellah,7/4/2018,Y14ME,Ref: 1,,Ref: 3,Ref: 1,,,,,,,
Abdelkarem,Moatazbellah,7/5/2018,DV3ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Abdelkarem,Moatazbellah,7/7/2018,Y10ME,Ref: 1,,,,Ref: 3,,Ref: 1,Assist: 1,Ref: 1,,
Acosta Pereira,Vilmarie,6/28/2018,U19MS,Ref: 2,,Ref: 1,Ref: 2,,,Assist: 1,,,,
Acosta Pereira,Vilmarie,7/3/2018,U16WS,Ref: 1,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,7/6/2018,Y10WS,Ref: 1,,,,Ref: 1,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/6/2018,Y12MS,Ref: 2,,Ref: 2,Ref: 3,Ref: 1,,Ref: 1,,,,
Acosta Pereira,Vilmarie,11/10/2017,U20WE,Ref: 1,,Ref: 1,Ref: 2,,,,,,,
Acosta Pereira,Vilmarie,11/10/2017,U20WS,Ref: 2,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,11/11/2017,U17WS,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,11/11/2017,Y14MS,Ref: 1,,,Ref: 4,Ref: 2,,,Assist: 1,,,
Acosta Pereira,Vilmarie,11/12/2017,U17ME,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,,
Acosta Pereira,Vilmarie,11/12/2017,U17WE,Ref: 1,,,Ref: 3,,,,,,,
Acosta Pereira,Vilmarie,11/13/2017,U20MS,Ref: 2,,Ref: 4,Ref: 5,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,12/8/2017,DV1WS,Ref: 1,,,,Ref: 1,Ref: 2,,,,,
Acosta Pereira,Vilmarie,12/8/2017,VETMS,Ref: 1,,,,Ref: 1,Ref: 1,,Video: 1,,,
Acosta Pereira,Vilmarie,12/9/2017,DV2WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,,,,
Acosta Pereira,Vilmarie,12/9/2017,V50MS,Ref: 1,,,,,Ref: 2,Ref: 1,,,,
Acosta Pereira,Vilmarie,12/9/2017,V70MS,,,,,,,,Ref: 1 Video: 1,Video: 1,,
Acosta Pereira,Vilmarie,12/10/2017,DV1MS,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1,,,,
Acosta Pereira,Vilmarie,12/10/2017,V50WS,Ref: 1,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,
Acosta Pereira,Vilmarie,12/11/2017,DV2MS,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,12/11/2017,VETWS,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,
Acosta Pereira,Vilmarie,2/18/2018,JTMMS,,,,,,Ref: 1,Ref: 1,,,Ref: 1,
Acosta Pereira,Vilmarie,2/17/2018,JTMWS,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Acosta Pereira,Vilmarie,2/19/2018,U17ME,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Acosta Pereira,Vilmarie,2/17/2018,U17MS,Ref: 3,,Ref: 5,Ref: 4,Ref: 1,Ref: 2,Ref: 1 Assist: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,2/17/2018,U20ME,,,,,,Ref: 1,Assist: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,2/19/2018,U20MS,Ref: 2,,Ref: 5,Ref: 2,Ref: 3,,Ref: 1,,Assist: 1,,
Acosta Pereira,Vilmarie,2/16/2018,U20WS,Ref: 2,,Ref: 1,Ref: 4,Ref: 2,,Assist: 1,Assist: 1,,,
Acosta Pereira,Vilmarie,4/21/2018,DV1MS,Ref: 1,,,,,,,,,,
Acosta Pereira,Vilmarie,4/22/2018,DV2ME,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,4/20/2018,DV2MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,4/23/2018,DV2WS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,4/21/2018,DV3MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,4/22/2018,DV3WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,4/20/2018,V40WS,Ref: 1,,,,,,Ref: 1,Ref: 1,Video: 1,,Ref: 1
Acosta Pereira,Vilmarie,4/22/2018,V60MS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Acosta Pereira,Vilmarie,4/23/2018,VETMS,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,6/29/2018,D1AMS,Ref: 2,,,Ref: 2,Ref: 2,,,,,,
Acosta Pereira,Vilmarie,6/29/2018,U19WS,Ref: 1,,,Ref: 2,Ref: 1,,Assist: 1,,,,
Acosta Pereira,Vilmarie,6/30/2018,STMWS,,,,,,,Ref: 1,Ref: 1,,,
Acosta Pereira,Vilmarie,6/30/2018,V50MS,Ref: 1,,,,,,,,,,
Acosta Pereira,Vilmarie,6/30/2018,V60MS,Ref: 1,,,,,Ref: 2,,Ref: 1,,,
Acosta Pereira,Vilmarie,6/30/2018,V70MS,,,,,,,,Ref: 1,,,
Acosta Pereira,Vilmarie,7/1/2018,U16MS,Ref: 1,,Ref: 1,Ref: 3,,,,,,,
Acosta Pereira,Vilmarie,7/1/2018,STMMS,,,,,,,Ref: 1,,Ref: 1,Ref: 1,
Acosta Pereira,Vilmarie,7/2/2018,U16ME,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/2/2018,D1AWS,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/2/2018,Y14MS,,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/4/2018,DV3MS,Ref: 1,,,Ref: 5,Ref: 2,,,,,,
Acosta Pereira,Vilmarie,7/4/2018,DV2WS,Ref: 1,,,,Ref: 2,,Ref: 1,,,,
Acosta Pereira,Vilmarie,7/5/2018,Y14WS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,Ref: 1 Assist: 1,,
Acosta Pereira,Vilmarie,7/7/2018,Y12WS,Ref: 1,,,Ref: 2,,Ref: 1,,,,,
Acosta Pereira,Vilmarie,7/7/2018,Y10MS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Adams,James,11/10/2017,U20ME,Ref: 1,,Ref: 2,,Ref: 1,,Assist: 1,,,,
Adams,James,11/10/2017,U20WE,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,,
Adams,James,11/11/2017,Y14WE,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Adams,James,11/12/2017,U17ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Adams,James,11/13/2017,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,,,,Video: 1,,
Adams,James,1/6/2018,D1AME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Adams,James,1/8/2018,D1AWE,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 1,,,,
Adams,James,1/5/2018,DV1ME,Ref: 1,,,,,,,,,,
Adams,James,1/7/2018,DV1WE,Ref: 1,,,,,,,,,,
Adams,James,1/7/2018,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Adams,James,1/6/2018,STMMF,,,,,,,,,,,Ref: 1
Adams,James,1/6/2018,STMWE,,,,,,,,,Ref: 1,,Ref: 1
Adams,James,1/8/2018,U20ME,,,Ref: 2,Ref: 3,Ref: 2,,,,,,
Adams,James,1/5/2018,U20WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Adams,James,4/22/2018,DV2ME,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Adams,James,4/23/2018,DV2WE,Ref: 1,,,,Ref: 2,Ref: 1,,,,,
Adams,James,4/23/2018,DV3ME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Adams,James,4/22/2018,DV3WE,Ref: 1,,,,Ref: 2,,Ref: 1,,,,
Adams,James,4/20/2018,V40ME,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Adams,James,4/21/2018,V50WE,Ref: 1,,,,Ref: 1,Ref: 2,,,,,
Adams,James,4/21/2018,VETME,,,,,,,Ref: 1,,,,
Adams,James,4/20/2018,VETWE,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Adams,Jim,3/9/2018,14TMME,,,,,,,Ref: 1,,Ref: 1,Ref: 1,
Adams,Jim,3/12/2018,DV3ME,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Adams,Jim,3/10/2018,DV3WE,Ref: 1,,,,,,,Video: 1,,,
Adams,Jim,3/9/2018,Y10ME,,,,,Ref: 2,Ref: 1,,,,,
Adams,Jim,3/12/2018,Y10WE,Ref: 1,,,,,Ref: 2,,Video: 1,Ref: 1,,
Adams,Jim,3/10/2018,Y12ME,Ref: 1,,,Ref: 3,Ref: 2,,,,,,
Adams,Jim,3/11/2018,Y12WE,,,,Ref: 2,Ref: 1,,,,,,
Adams,Jim,3/11/2018,Y14ME,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,,Ref: 1,Video: 1,,,
Alford,April,3/12/2018,14TMWE,,,,,,,Ref: 1,Ref: 1,,,
Alford,April,3/12/2018,DV3ME,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Alford,April,3/10/2018,DV3WE,Ref: 1,,,Ref: 2,Ref: 3,,,,,,
Alford,April,3/10/2018,Y12ME,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,,,
Alford,April,3/11/2018,Y12WE,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Alford,April,3/11/2018,Y14ME,Ref: 2,,Ref: 1,,,,,,,,
Alford,April,3/9/2018,Y14WE,Ref: 1,,,Ref: 4,Ref: 1,,Ref: 1,Ref: 1,,,
Alford,April,4/22/2018,DV2ME,Ref: 1,,,Ref: 2,,Ref: 1,,Ref: 1,,,
Alford,April,4/22/2018,DV2MF,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Alford,April,4/23/2018,DV2WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Alford,April,4/23/2018,DV3ME,Ref: 1,,,,Ref: 3,Ref: 1,,,Assist: 1,,
