Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Bookwalter,James,12/10/2017,DV2MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Bookwalter,James,12/10/2017,DV2WF,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Bookwalter,James,12/11/2017,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Bookwalter,Tim,10/14/2017,D1AME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Bookwalter,Tim,10/13/2017,DV1ME,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Bookwalter,Tim,10/15/2017,DV1WE,Ref: 1,,,,,Ref: 1,Video: 1,,,,
Bookwalter,Tim,10/13/2017,DV2WE,Ref: 1,,,,,,,,,,
Bookwalter,Tim,10/15/2017,U16ME,Ref: 1,,,Ref: 3,,Ref: 1,Video: 1,,,,
Bookwalter,Tim,1/6/2018,D1AME,Ref: 1,,,,,,,,,,
Bookwalter,Tim,1/5/2018,DV1ME,,,Ref: 1,Ref: 1,Ref: 2,,Ref: 1,Video: 1,,,
Bookwalter,Tim,1/6/2018,STMWE,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Bookwalter,Tim,1/7/2018,STMWF,,,,,,,,,,Ref: 1,
Bookwalter,Tim,1/8/2018,U20ME,Ref: 2,,,,,,Video: 1,Ref: 1,,,
Bookwalter,Tim,4/23/2018,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Assist: 1,Ref: 1,,
Bookwalter,Tim,4/22/2018,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1 Assist: 1,,Video: 1,,
Bookwalter,Tim,4/22/2018,DV2MF,,,,Ref: 1,Ref: 2,,,,,,
Bookwalter,Tim,4/21/2018,STMME,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Bookwalter,Tim,4/21/2018,VETME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Bookwalter,Timothy,12/8/2017,DV2WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bookwalter,Timothy,12/8/2017,DV1ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,Ref: 1,,
Bookwalter,Timothy,12/10/2017,V50ME,Ref: 1,,,,Ref: 3,Ref: 1,,Video: 1,,,Ref: 1
Bookwalter,Timothy,12/10/2017,DV1WE,,,,,Ref: 2,,Video: 1,,,,Ref: 1
Bookwalter,Timothy,12/11/2017,VETWE,,,,,Ref: 1,Ref: 1,,,,,
Borgos,Susan,10/14/2017,D1AME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Borgos,Susan,10/13/2017,DV1ME,Ref: 1,,,,,,Video: 1,,,,
Borgos,Susan,10/15/2017,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Borgos,Susan,10/13/2017,DV2WE,Ref: 1,,,,,,,,,,
Borgos,Susan,10/15/2017,U16ME,,,Ref: 1,Ref: 2,,Ref: 1,,,Video: 1,,
Borgos,Susan,11/11/2017,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,
Borgos,Susan,11/12/2017,U17ME,Ref: 1,,Ref: 1,Ref: 1,,,,Video: 1,,,
Borgos,Susan,11/13/2017,Y14ME,Ref: 1,,,Ref: 1,,,,Assist: 1,,,Video: 1
Borgos,Susan,12/8/2017,DV2ME,Ref: 1,,,,,,,,,,
Borgos,Susan,12/8/2017,DV1ME,Ref: 1,,,Ref: 2,,,,,,,
Borgos,Susan,12/9/2017,V40WE,Ref: 1,,,,,,,Video: 2,,,Video: 1
Borgos,Susan,12/9/2017,V60WE,Ref: 1,,,,,Ref: 2,Ref: 2,,Ref: 1,,Video: 1
Borgos,Susan,12/10/2017,V50ME,Ref: 1,,,,Ref: 2,Ref: 2,,,,,
Borgos,Susan,12/10/2017,DV1WE,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Borgos,Susan,12/11/2017,VETWE,Ref: 1,,,,,,,,,,
Borgos,Susan,1/6/2018,D1AME,Ref: 2,,,,,,,,,,
Borgos,Susan,1/5/2018,DV1ME,,,Ref: 2,Ref: 2,,,,,,,
Borgos,Susan,1/6/2018,STMWE,,,,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,
Borgos,Susan,1/5/2018,U20WE,Ref: 1,,,,,,Ref: 1 Video: 1,Video: 1,Video: 1,,
Borgos,Susan,4/23/2018,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Borgos,Susan,4/22/2018,DV1WE,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1 Assist: 1,Ref: 1,,,
Borgos,Susan,4/22/2018,DV3WE,Ref: 1,,,,,,,,Video: 1,,
Borgos,Susan,4/21/2018,STMME,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Borgos,Susan,4/20/2018,V50ME,,,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,,
Borgos,Susan,4/21/2018,VETME,,,,Ref: 1,Ref: 2,,,Ref: 1,,,
Borgos,Susan,4/20/2018,VETWE,Ref: 1,,,,Ref: 2,,,,,,
Bratsko,Stephen,6/28/2018,DV1ME,,,,Ref: 1,Ref: 1,,Assist: 1,,,,
Bratsko,Stephen,6/28/2018,U19WE,Ref: 1,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,
Bratsko,Stephen,7/3/2018,DV2ME,Ref: 1,,Ref: 4,Ref: 3,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,7/3/2018,Y14WE,Ref: 1,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,,Video: 1,Video: 1,,
Bratsko,Stephen,7/6/2018,Y12ME,Ref: 1,,Ref: 2,Ref: 3,Ref: 1,Ref: 2,,Assist: 1,,,Video: 1
Bratsko,Deborah,4/22/2018,DV2ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,Assist: 1,,
Bratsko,Deborah,4/23/2018,DV2WE,Ref: 1,,,,Ref: 1,Ref: 1,,,Assist: 1,,
Bratsko,Deborah,4/23/2018,DV3ME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Bratsko,Deborah,4/22/2018,DV3WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,Assist: 1
Bratsko,Stephen,11/10/2017,U20ME,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,,,,
Bratsko,Stephen,11/10/2017,U20WE,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,,
Bratsko,Stephen,11/11/2017,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,
Bratsko,Stephen,11/12/2017,U17ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Bratsko,Stephen,11/12/2017,U17WE,Ref: 1,,,Ref: 3,Ref: 2,,Assist: 1,,,,
Bratsko,Stephen,11/13/2017,U20MF,,,,,,,Assist: 1,,,,
Bratsko,Stephen,11/13/2017,Y14ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,12/8/2017,DV2ME,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,
Bratsko,Stephen,12/8/2017,DV1ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,12/9/2017,V50WE,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 2,Video: 1,,,
Bratsko,Stephen,12/10/2017,V60ME,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,
Bratsko,Stephen,12/10/2017,DV1WE,Ref: 1,,,,Ref: 1,,,Ref: 1,,,
Bratsko,Stephen,12/11/2017,VETME,,,,,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,12/11/2017,VETWE,Ref: 1,,,,,,,,,,
Bratsko,Stephen,1/6/2018,D1AME,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Bratsko,Stephen,1/8/2018,D1AWE,Ref: 1,,,,,,,,Ref: 1 Assist: 1,,Video: 1
Bratsko,Stephen,1/5/2018,DV1ME,,,,,Ref: 1,Ref: 1,Assist: 1,,,,
Bratsko,Stephen,1/7/2018,DV1WE,Ref: 1,,,Ref: 2,,,,,,,
Bratsko,Stephen,1/7/2018,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Bratsko,Stephen,1/8/2018,U20ME,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Bratsko,Stephen,2/19/2018,U17ME,Ref: 2,,Ref: 5,Ref: 3,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Bratsko,Stephen,2/18/2018,U17MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Bratsko,Stephen,2/16/2018,U17WE,Ref: 1,,Ref: 2,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Bratsko,Stephen,2/17/2018,U20ME,Ref: 1,,Ref: 3 Video: 1,,Ref: 2,Ref: 1,Ref: 1,,,,
Bratsko,Stephen,2/18/2018,U20WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,3/9/2018,14TMME,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Bratsko,Stephen,3/12/2018,14TMWF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Bratsko,Stephen,3/9/2018,Y10ME,Ref: 1,,,,Ref: 2,Ref: 2,,Video: 1,,,
Bratsko,Stephen,3/12/2018,Y10WF,Ref: 1,,,,,,,Video: 2,Video: 1,,
Bratsko,Stephen,3/10/2018,Y12MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Bratsko,Stephen,3/10/2018,Y12WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Bratsko,Stephen,3/11/2018,Y14WF,Ref: 2,,Ref: 6,Ref: 6,Ref: 3,Ref: 1,,Assist: 1,,,
Bratsko,Stephen,4/22/2018,DV2ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Bratsko,Stephen,4/22/2018,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,4/23/2018,DV2WE,Ref: 1,,,,,,,,Video: 1,,
Bratsko,Stephen,4/23/2018,DV3ME,Ref: 1,,,,,,,,,,
Bratsko,Stephen,4/21/2018,V40WE,Ref: 1,,,,,,,,,,
Bratsko,Stephen,4/21/2018,V50WE,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Video: 1
Bratsko,Stephen,4/20/2018,V60ME,Ref: 1,,,,,,,Assist: 1,,,
Bratsko,Stephen,4/21/2018,VETME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Bratsko,Stephen,4/20/2018,VETWE,Ref: 1,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,
Bratsko,Stephen,6/29/2018,D1AWE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,,
Bratsko,Stephen,6/29/2018,STMME,,,,,,,,,,,
Bratsko,Stephen,6/30/2018,DV1WE,,,,,Ref: 2,Ref: 1,Assist: 1,,,,
Bratsko,Stephen,6/30/2018,U19ME,Ref: 2,,Ref: 4,Ref: 2,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,,
Bratsko,Stephen,7/2/2018,U16ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Bratsko,Stephen,7/2/2018,V50ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 2,,Assist: 1,Assist: 1,,
Bratsko,Stephen,7/5/2018,DV3ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Bratsko,Stephen,7/5/2018,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Bratsko,Stephen,7/7/2018,Y10ME,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Video: 1,Assist: 1,,Video: 1
Bratsko,Stephen,7/7/2018,Y10WE,,,,,Ref: 1,,Ref: 1,Ref: 1,,,Assist: 1
Brewer,Adam,6/28/2018,U19MS,Ref: 2,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,Video: 1,,,Ref: 1
Brewer,Adam,7/3/2018,U16WS,Ref: 2,,,,,,Video: 1,Video: 1,Ref: 1,,
Brewer,Adam,7/3/2018,DV2WF,,,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,,
Brewer,Adam,7/6/2018,Y10WS,,,,,,,,Video: 1,,,Video: 1
Brewer,Adam,7/6/2018,Y12MS,Ref: 2,,Ref: 1,Ref: 3,,,,Video: 2,Video: 1,,Video: 1
Brewer,Adam,7/6/2018,Y12WF,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,,,,,,
Brewer,Adam,10/15/2017,DV1MS,Ref: 1,,Ref: 2,Ref: 5,Ref: 3,Ref: 1,Video: 2,Video: 1,Assist: 1,,Ref: 1
Brewer,Adam,10/13/2017,DV1WS,Ref: 1,,,,,,Ref: 1 Video: 2,Ref: 1,,,
Brewer,Adam,10/13/2017,DV2MS,Ref: 1,,,,,,,,,,
Brewer,Adam,10/16/2017,U16MS,Ref: 2,,,,,,Video: 2,Assist: 1,Video: 1,,Ref: 1
Brewer,Adam,10/14/2017,U16WE,Ref: 1,,,,,,,,,,
Brewer,Adam,10/14/2017,U16WS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Video: 2,Video: 1,Ref: 1,,
Brewer,Adam,11/10/2017,U20WS,Ref: 2,,,,,,Video: 2,Video: 1,Ref: 1,,
Brewer,Adam,11/10/2017,Y14MF,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Brewer,Adam,11/11/2017,U17WS,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,,
Brewer,Adam,11/12/2017,U17MS,Ref: 2,,,,,,Video: 1,Video: 1,Video: 1,,Video: 1
Brewer,Adam,11/12/2017,Y14WS,Ref: 1,,,,,,,Video: 1,Video: 1,,
Brewer,Adam,11/13/2017,U20MS,Ref: 2,,Ref: 4,Ref: 6,Ref: 4,Ref: 1,Video: 2,Video: 1,Video: 1,,Ref: 1
Brewer,Adam,1/6/2018,DV1MS,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Brewer,Adam,1/7/2018,DV1WE,,,,,,,,,,,
Brewer,Adam,1/7/2018,DV1WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,Video: 1,,Ref: 1
Brewer,Adam,1/5/2018,STMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Brewer,Adam,1/8/2018,STMWS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Brewer,Adam,1/8/2018,U20MF,,,Ref: 3,Ref: 3,Ref: 1,Ref: 2,Assist: 2,,,,
Brewer,Adam,1/7/2018,U20MS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Video: 1,,Video: 1,,
Brewer,Adam,1/6/2018,U20WS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Video: 1,Video: 1,,
Brewer,Adam,2/17/2018,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Brewer,Adam,2/17/2018,JTMWS,,,,,,Ref: 1,Ref: 1,,Ref: 1,,
Brewer,Adam,2/17/2018,U17WF,Ref: 1,,,,,,,,,,
Brewer,Adam,2/18/2018,U17WS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Video: 1,Video: 1,Ref: 1,,
Brewer,Adam,2/16/2018,U20MF,Ref: 1,,Ref: 3,Ref: 3,,,,,,,
Brewer,Adam,2/19/2018,U20MS,Ref: 1,,Ref: 1,Ref: 3,Ref: 2,,Video: 1,,Video: 1,,
Brewer,Adam,2/16/2018,U20WS,Ref: 2,,Ref: 2,Ref: 3,Ref: 3,Ref: 1,Video: 1 Assist: 1,,,,
Brewer,Adam,4/21/2018,DV1MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 2,Video: 1,,,Ref: 1
Brewer,Adam,4/22/2018,DV1WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Video: 1,Video: 1,,Assist: 1
Brewer,Adam,4/20/2018,DV2MS,Ref: 1,,,,,,,,,,Assist: 1
Brewer,Adam,4/22/2018,V50MS,Ref: 1,,,,Ref: 1,Ref: 3,Ref: 2,,,,
Brewer,Adam,4/20/2018,V60WS,Ref: 1,,,,,,Ref: 3,Ref: 1 Video: 1,Ref: 1,,
Brewer,Adam,4/22/2018,V70MS,,,,,,,,Video: 2,Video: 1,,Video: 1
Brewer,Adam,4/23/2018,V80MS,Ref: 1,,,,,,,,Ref: 1 Video: 1,,
Brewer,Adam,4/23/2018,VETMS,Ref: 1,,,,,,,,,,
Brewer,Adam,4/21/2018,VETWS,Ref: 1,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Video: 1,,
Brewer,Adam,6/29/2018,D1AMS,Ref: 2,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,Video: 1
Brewer,Adam,6/29/2018,U19WS,,,,Ref: 4,Ref: 1,Ref: 1,Video: 1,Video: 1,,,Video: 1
Brewer,Adam,6/30/2018,DV1MS,Ref: 1,,,,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Brewer,Adam,6/30/2018,V50MS,,,,,,Ref: 2,Ref: 1,Video: 1,Video: 1,,Ref: 1
Brewer,Adam,7/1/2018,U16MS,Ref: 2,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Video: 1,,,,
Brewer,Adam,7/1/2018,STMMS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Brewer,Adam,7/2/2018,U16WF,Ref: 1,,,,,,,,,,
Brewer,Adam,7/2/2018,Y14MS,Ref: 2,,Ref: 4,Ref: 4,Ref: 2,Ref: 1,,Video: 1,,,
Brewer,Adam,7/4/2018,VTMWS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Brewer,Adam,7/5/2018,Y14WS,Ref: 2,,Ref: 1,,,,,Video: 2,Video: 1,,Video: 1
Brewer,Adam,7/7/2018,Y12WS,Ref: 1,,,,,,,Video: 1,,,
Brewer,Adam,7/7/2018,Y10MS,Ref: 1,,,,,,,Video: 1,Video: 1,,
Brown,Zackery,6/28/2018,U19MS,Ref: 2,,Ref: 1,Ref: 4,Ref: 1,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Brown,Zackery,7/6/2018,DV3WS,Ref: 2,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Video: 1,Video: 1,,Video: 1
Brown,Zackery,7/6/2018,Y10WS,,,,,,,Ref: 1,Video: 1,Video: 1,,
Brown,Zackery,7/6/2018,Y12MS,Ref: 2,,,,,,,Video: 2,Video: 1,,Ref: 1
Brown,Zackery,10/15/2017,DV1MS,Ref: 2,,Ref: 2,Ref: 6,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Brown,Zackery,10/13/2017,DV1WS,Ref: 2,,Ref: 4,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,10/13/2017,DV2MS,Ref: 1,,,,,,,,,,
Brown,Zackery,10/14/2017,U16WE,Ref: 1,,,,,,,,,,
Brown,Zackery,10/14/2017,U16WS,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1 Assist: 1,Ref: 1,Assist: 1,,
Brown,Zackery,2/18/2018,JTMMS,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,2/17/2018,JTMWS,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,2/17/2018,U17MS,Ref: 2,,Ref: 4,Ref: 4,Ref: 3,Ref: 1,Ref: 1 Assist: 1,Ref: 1,Assist: 1,,Ref: 1
Brown,Zackery,2/18/2018,U17WS,Ref: 2,,Ref: 2,Ref: 5,Ref: 3,Ref: 1,Video: 1,Ref: 1,Video: 1,,Ref: 1
Brown,Zackery,2/16/2018,U20MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,,,,
Brown,Zackery,2/19/2018,U20MS,Ref: 2,,Ref: 4,Ref: 3,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Brown,Zackery,2/16/2018,U20WS,Ref: 2,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,
Brown,Zackery,1/6/2018,DV1MS,Ref: 2,,Ref: 1,Ref: 6,Ref: 2,Ref: 1,Video: 1,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,1/7/2018,DV1WE,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Brown,Zackery,1/7/2018,DV1WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Brown,Zackery,1/5/2018,STMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,1/8/2018,STMWS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,1/7/2018,U20MS,Ref: 1,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Brown,Zackery,1/6/2018,U20WS,Ref: 1,,,,,,Video: 1,,,,
Brown,Zackery,3/12/2018,14TMMS,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,3/9/2018,DV3MS,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,Video: 1 Assist: 1,,Video: 1
Brown,Zackery,3/12/2018,Y10MS,Ref: 1,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Video: 1,,Video: 1
Brown,Zackery,3/11/2018,Y12MS,Ref: 1,,,,,,,,,,
Brown,Zackery,3/11/2018,Y12WS,Ref: 2,,,Ref: 1,Ref: 5,Ref: 2,Ref: 1,Video: 1,Video: 1,,Video: 1
Brown,Zackery,3/9/2018,Y14WS,Ref: 2,,,,,,,Video: 1,Video: 1,,
Brown,Zackery,4/21/2018,DV1MS,Ref: 1,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1 Assist: 1,Ref: 1,,,
Brown,Zackery,4/22/2018,DV1WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,Assist: 1,,
Brown,Zackery,4/20/2018,DV2MS,Ref: 1,,,,,,,,,,
Brown,Zackery,4/23/2018,DV2WS,Ref: 1,,,,Ref: 2,Ref: 2,,,Video: 1,,
Brown,Zackery,4/21/2018,DV3MS,Ref: 1,,,,,,,,Video: 1,,Assist: 1
Brown,Zackery,4/22/2018,V50MS,Ref: 1,,,,Ref: 1,Ref: 3,Ref: 1,Video: 1 Assist: 1,Ref: 1,,Ref: 1
Brown,Zackery,4/20/2018,V60WS,Ref: 1,,,,,,Ref: 2,Ref: 1 Assist: 1,Video: 1,,Video: 1
Brown,Zackery,4/23/2018,VETMS,Ref: 1,,,,Ref: 1,Ref: 2,,,Video: 1,,Video: 1
Brown,Zackery,6/29/2018,D1AMS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Brown,Zackery,6/29/2018,U19WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 2,Video: 1,Video: 1,,,Ref: 1
Brown,Zackery,6/30/2018,DV1MS,Ref: 2,,,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Brown,Zackery,6/30/2018,STMWS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,6/30/2018,V70MS,Ref: 1,,,,,,,Video: 1,,,
Brown,Zackery,7/1/2018,U16MS,Ref: 2,,Ref: 1,Ref: 3,Ref: 3,Ref: 1,Video: 1,Video: 1,,,
Brown,Zackery,7/1/2018,DV1WS,Ref: 1,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,Ref: 1
Brown,Zackery,7/1/2018,STMMS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,7/4/2018,DV3MS,Ref: 2,,,,,,,,,,
Brown,Zackery,7/4/2018,VTMWS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Brown,Zackery,7/5/2018,DV3WF,Ref: 1,,,Ref: 3,Ref: 3,Ref: 1,,,,,
Brown,Zackery,7/5/2018,DV2MS,Ref: 2,,,Ref: 5,Ref: 3,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Brown,Zackery,7/7/2018,Y12WS,Ref: 1,,,,,,,Video: 1,,,
Brown,Zackery,7/7/2018,Y10MS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,Video: 1
Bucevicius,Alex,11/11/2017,U17MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Bucevicius,Alex,11/11/2017,U20WF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Bucevicius,Alex,11/12/2017,U17ME,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Bucevicius,Alex,11/12/2017,U17WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,,Assist: 1,,,,
Bucevicius,Alex,11/13/2017,U20MF,Ref: 1,,,,,,Assist: 1,,,,
Bucevicius,Alex,11/13/2017,Y14WF,Ref: 1,,,Ref: 3,Ref: 1 Video: 1,,,Assist: 2,,,
Buechel,Holly,12/9/2017,V70WE,Ref: 1,,,,,,,,,,
Buechel,Holly,12/10/2017,V40ME,Ref: 1,,,,,Ref: 3,,Ref: 2,,,
Bukantz,Jeffrey,4/20/2018,DV1MF,Ref: 1,,,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,,
Bukantz,Jeffrey,4/21/2018,DV1WF,Ref: 1,,,,,,Assist: 1,,,,
Bukantz,Jeffrey,4/22/2018,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Bukantz,Jeffrey,4/20/2018,DV3MF,Ref: 1,,,,,,,,,,
Bukantz,Jeffrey,4/22/2018,STMWF,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Bukantz,Jeffrey,4/23/2018,V50MF,Ref: 1,,,,,,,,,,
Burchard,Peter,2/19/2018,U20WF,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,Video: 1,Ref: 1,,
Burchard,Peter,6/30/2018,U19WF,Ref: 1,,,,,,,,,,
Bush,Matthew,7/6/2018,Y12ME,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,,
Bush,Matthew,7/6/2018,Y12WE,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Bush,Matthew,7/4/2018,DV3WE,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,
Bush,Matthew,7/4/2018,Y14ME,Ref: 1,,Ref: 4,Ref: 1,Ref: 1,,,,,,
Bush,Matthew,7/5/2018,DV3ME,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,,
Bush,Matthew,7/5/2018,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
