Last Name,First Name,Event,Date,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Choi,Simon,U17WF,1/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1, , , , ,Ref: 1
Choi,Simon,U20MS,1/24/2026,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Choi,Simon,U20WF,1/25/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Choi,Simon,DV1WF,2/12/2026, , , , ,Ref: 1,,Ref: 1, , , , , , 
Choi,Simon,V60MF,2/12/2026,Ref: 1, , , , ,, ,Ref: 3,Ref: 2,Ref: 1  Video: 1,Video: 1, , 
Choi,Simon,V40ME,2/13/2026,Ref: 1, , , , ,,Ref: 2,Ref: 2,Ref: 1,Video: 1, , ,Ref: 1
Choi,Simon,V40WF,2/13/2026,Ref: 1, , , , ,, , , ,Ref: 1, , ,Ref: 1
Choi,Simon,DV1MF,2/14/2026,Ref: 2, , ,Ref: 4,Ref: 4,,Ref: 2,Ref: 2,Ref: 1,Video: 1, , , 
Choi,Simon,U20MF,2/15/2026,Ref: 2, , , , ,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Choi,Simon,DV2MF,3/7/2026,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Choi,Simon,Y12WF,3/7/2026,Ref: 1, , ,Ref: 2,Ref: 3,,Ref: 2,Ref: 1, , , , , 
Choi,Simon,DV2WF,3/8/2026,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Choi,Simon,Y12MF,3/8/2026,Ref: 1, , ,Ref: 4,Ref: 2,,Ref: 2, , , , , , 
Choi,Simon,Y14WF,3/9/2026,Ref: 2, , ,Ref: 6,Ref: 3,,Ref: 1, , ,Ref: 1, , , 
Choi,Simon,DV1MF,4/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Choi,Simon,U19WF,4/24/2026,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Choi,Simon,V60WF,4/25/2026,Ref: 1, , , , ,, , ,Ref: 2,Video: 1,Ref: 1, ,Video: 1
Choi,Simon,DV1WF,4/26/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Choi,Simon,U19MF,4/26/2026,Ref: 1, , , ,Ref: 3,,Ref: 1,Ref: 1,Ref: 1, , , , 
Choi,Simon,DV1ME,4/27/2026, , , ,Ref: 2,Ref: 2,,Ref: 1, , , , , , 
Choi,Simon,VETWE,4/27/2026,Ref: 1, , , , ,,Ref: 2, ,Ref: 1, , , , 
Clayman,John,DV1MF,10/3/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Clayman,John,U20WF,10/3/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Clayman,John,DV1ME,10/4/2025,Ref: 1, , ,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Clayman,John,U20WE,10/4/2025, , , ,Ref: 2,Ref: 2,, , , , , , , 
Clayman,John,DV1WF,10/5/2025,Ref: 1, , , ,Ref: 2,,Ref: 1, , , , , , 
Clayman,John,U20MF,10/5/2025,Ref: 1, , ,Ref: 3,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Clayman,John,U17MF,10/6/2025,Ref: 2, , , ,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Video: 1, , , 
Clayman,John,DV1ME,11/14/2025,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Clayman,John,Y14WE,11/14/2025, , , ,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Clayman,John,U17MF,11/15/2025,Ref: 1, , ,Ref: 2,Ref: 1,, ,Ref: 1, , , , , 
Clayman,John,U17WF,11/15/2025,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 1, ,Ref: 1,Ref: 1, , , 
Clayman,John,DV1MF,11/16/2025,Ref: 1, , ,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,Ref: 1, , , , 
Clayman,John,DV1WF,11/17/2025,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Clayman,John,U17ME,11/17/2025, , , ,Ref: 4,Ref: 2,, ,Ref: 1,Ref: 1  Video: 1, ,Video: 1, , 
Clayman,John,Y10WF,3/6/2026,Ref: 1, , , ,Ref: 1,,Ref: 1, , ,Video: 1, , , 
Clayman,John,Y14MF,3/6/2026,Ref: 1, , ,Ref: 2,Ref: 1,, , , , , , , 
Clayman,John,Y12WF,3/7/2026,Ref: 1, , ,Ref: 2,Ref: 2,, , ,Ref: 1,Ref: 1, , , 
Clayman,John,Y12MF,3/8/2026,Ref: 1, , , , ,, , , ,Ref: 1, , , 
Coker,Bettina,DV1MF,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 2,, , , , , , , 
Coker,Bettina,U20WF,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 2, , , , , , 
Coker,Bettina,DV1ME,10/4/2025,Ref: 1, , ,Ref: 2, ,,Ref: 1,Ref: 1,Ref: 1, , , , 
Coker,Bettina,DV1WF,10/5/2025,Ref: 1, , , ,Ref: 2,, , , , , , , 
Coker,Bettina,U20MF,10/5/2025,Ref: 1, , ,Ref: 2,Ref: 1,, , , , , , , 
Coker,Bettina,U17WE,10/6/2025,Ref: 1, , , ,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Video: 1, , ,Ref: 1
Coker,Bettina,DV1ME,11/14/2025,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 2, ,Ref: 1, , , , 
Coker,Bettina,Y14WE,11/14/2025, , , ,Ref: 1,Ref: 2,, , , , , , , 
Coker,Bettina,U17MF,11/15/2025,Ref: 1, , , , ,, , , , , , , 
Coker,Bettina,U17WF,11/15/2025,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 1, , , , , , 
Coker,Bettina,DV1MF,11/16/2025,Ref: 1, , ,Ref: 2, ,, , , , , , , 
Coker,Bettina,Y14WF,11/16/2025,Ref: 1, , ,Ref: 1,Ref: 4,,Ref: 3,Ref: 1, , , , , 
Coker,Bettina,U17ME,11/17/2025,Ref: 2, , ,Ref: 1,Ref: 2,,Ref: 2,Ref: 1, , , , ,Ref: 1
Coker,Bettina,U17WE,1/9/2026,Ref: 1, , ,Ref: 1,Ref: 3,, , , , , , , 
Coker,Bettina,U20MF,1/9/2026,Ref: 1, , ,Ref: 2,Ref: 1,, , , , , , , 
Coker,Bettina,JTMMF,1/10/2026, , , , , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Coker,Bettina,U20WF,1/10/2026,Ref: 1, , , ,Ref: 2,,Ref: 1, , , , , , 
Coker,Bettina,U20WE,1/11/2026,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Video: 1, , , 
Coker,Bettina,U20ME,1/12/2026,Ref: 2, , ,Ref: 3,Ref: 2,, , , , , , , 
Coker,Bettina,U20MF,1/23/2026,Ref: 1, , , ,Ref: 2,, ,Ref: 1, , , , , 
Coker,Bettina,U17MF,1/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Coker,Bettina,U17WF,1/24/2026,Ref: 1, , , , ,,Ref: 2, ,Ref: 1, , , , 
Coker,Bettina,U20WF,1/25/2026,Ref: 1, , , , ,,Ref: 3, , , , , , 
Coker,Bettina,V70MF,2/12/2026,Ref: 1, , , , ,, ,Ref: 2,Ref: 2,Ref: 1, , , 
Coker,Bettina,VETMF,2/13/2026,Ref: 1, , , ,Ref: 2,,Ref: 1, ,Ref: 1,Ref: 1, , , 
Coker,Bettina,VETWE,2/13/2026,Ref: 1, , , ,Ref: 1,,Ref: 3,Ref: 1,Ref: 1, ,Ref: 1, , 
Coker,Bettina,VTMMF,2/14/2026, , , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Coker,Bettina,VTMWF,2/14/2026, , , , , ,, , , ,Ref: 1,Ref: 1, ,Ref: 1
Coker,Bettina,U20MF,2/15/2026,Ref: 2, , ,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Ref: 1, , , , 
Coker,Bettina,DV1MF,4/24/2026,Ref: 1, , , ,Ref: 1,, , , , , , , 
Coker,Bettina,U19WF,4/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 1, , , , , , 
Coker,Bettina,V70MF,4/25/2026,Ref: 1, , , , ,, ,Ref: 1,Ref: 2,Ref: 1, , , 
Coker,Bettina,V50WE,4/26/2026,Ref: 1, , , , ,, ,Ref: 4,Ref: 1,Ref: 1  Video: 1,Ref: 1, , 
Coker,Bettina,V70WE,4/26/2026, , , , , ,, , , , , , , 
Coker,Bettina,V80WE,4/26/2026, , , , , ,, , , , , , ,Ref: 1
Coker,Bettina,U19WE,4/27/2026,Ref: 2, , ,Ref: 1,Ref: 1,, ,Ref: 1,Video: 1, , , , 
Coker,Steven,DV1WE,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Coker,Steven,DV1ME,10/4/2025,Ref: 1, , ,Ref: 2,Ref: 3,, ,Ref: 1,Ref: 1, , , , 
Coker,Steven,U20WE,10/4/2025, , , ,Ref: 2,Ref: 1,,Ref: 1, , ,Ref: 1, , , 
Coker,Steven,U17ME,10/5/2025,Ref: 1, , ,Ref: 1,Ref: 3,,Ref: 2,Ref: 1, , , , , 
Coker,Steven,U20ME,10/6/2025,Ref: 2, , ,Ref: 2,Ref: 2,,Ref: 2,Ref: 1,Ref: 1, , , , 
Coker,Steven,DV1ME,11/14/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Coker,Steven,Y14WE,11/14/2025, , , ,Ref: 1,Ref: 2,,Ref: 2, , , , , , 
Coker,Steven,Y14ME,11/15/2025,Ref: 1, , , , ,, , , ,Video: 1, , , 
Coker,Steven,U17WE,11/16/2025,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 2,Ref: 1,Ref: 1  Video: 1, , , , 
Coker,Steven,DV1WE,11/17/2025,Ref: 2, , ,Ref: 2,Ref: 3,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1, , 
Coker,Steven,U17WE,1/9/2026,Ref: 1, , ,Ref: 1,Ref: 3,,Ref: 2, ,Video: 1, , , , 
Coker,Steven,U17ME,1/10/2026,Ref: 2, , ,Ref: 4,Ref: 3,,Ref: 1, ,Ref: 1, , , , 
Coker,Steven,U20WE,1/11/2026,Ref: 1, , , , ,, , ,Ref: 1, , , , 
Coker,Steven,U20ME,1/12/2026,Ref: 2, , ,Ref: 3,Ref: 2,,Ref: 2, ,Ref: 1, , , , 
Coker,Steven,U17ME,1/23/2026,Ref: 1, , , , ,, , , ,Ref: 1, , ,Ref: 1
Coker,Steven,U17WE,1/23/2026,Ref: 1, , , ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , , 
Coker,Steven,U20WE,1/24/2026,Ref: 1, , , , ,,Ref: 2,Ref: 1, , , , , 
Coker,Steven,U20ME,1/25/2026,Ref: 1, , , ,Ref: 3,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Coker,Steven,U20ME,2/12/2026,Ref: 1, , ,Ref: 1,Ref: 2,, , , ,Ref: 1, , , 
Coker,Steven,V70WE,2/12/2026, , , , , ,, ,Ref: 1, ,Video: 1, , ,Video: 1
Coker,Steven,U20WE,2/13/2026,Ref: 1, , , ,Ref: 3,,Ref: 2,Ref: 2,Ref: 1, , , , 
Coker,Steven,V70ME,2/13/2026,Ref: 1, , , , ,, , , ,Video: 1, , ,Video: 1
Coker,Steven,DV1ME,2/14/2026,Ref: 2, , ,Ref: 4,Ref: 3,,Ref: 1, , ,Ref: 1, , , 
Coker,Steven,DV1WE,2/15/2026,Ref: 2, , ,Ref: 1,Ref: 3,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Coker,Steven,V70ME,4/24/2026,Ref: 1, , , , ,, ,Ref: 2,Ref: 1,Video: 1, , ,Ref: 1
Coker,Steven,STMME,4/25/2026, , , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, , 
Coker,Steven,VETME,4/25/2026,Ref: 1, , , ,Ref: 2,,Ref: 1, , , , , , 
Coker,Steven,U19ME,4/26/2026,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Video: 1, , , 
Coker,Steven,V70WE,4/26/2026, , , , , ,, , ,Ref: 1,Video: 1,Ref: 1, , 
Coker,Steven,U19WE,4/27/2026,Ref: 2, , , , ,, , , ,Ref: 1,Video: 1, , 
Cole,Alex,DV1MF,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Cole,Alex,U20WF,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Cole,Alex,U17WF,10/4/2025,Ref: 1, , , ,Ref: 2,,Ref: 2,Ref: 1,Ref: 1, , , , 
Cole,Alex,DV1WF,10/5/2025,Ref: 1, , , ,Ref: 2,,Ref: 2, , , , , , 
Cole,Alex,U20MF,10/5/2025,Ref: 1, , ,Ref: 2,Ref: 2,, , , , , , , 
Cole,Alex,U17MF,10/6/2025,Ref: 2, , ,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,Video: 1, , , , 
Cole,Alex,DV1ME,11/14/2025,Ref: 1, , ,Ref: 2,Ref: 1,, , , , , , , 
Cole,Alex,Y14MF,11/14/2025,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Cole,Alex,U17MF,11/15/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Cole,Alex,U17WF,11/15/2025,Ref: 1, , , ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Cole,Alex,DV1MF,11/16/2025,Ref: 1, , ,Ref: 2,Ref: 3,,Ref: 1, , , , , , 
Cole,Alex,U17WE,11/16/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1, , , , , , 
Cole,Alex,DV1WF,11/17/2025,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Cole,Alex,U17ME,11/17/2025, , , ,Ref: 2,Ref: 3,, , , , , , , 
Cole,Alex,U20MF,1/9/2026,Ref: 1, , ,Ref: 3,Ref: 1,, ,Ref: 1, ,Ref: 1, , , 
Cole,Alex,JTMMF,1/10/2026, , , , , ,, ,Ref: 1,Ref: 1, , , , 
Cole,Alex,U20WF,1/10/2026,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Cole,Alex,JTMWF,1/11/2026, , , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, , 
Cole,Alex,U17MF,1/11/2026,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 1, , ,Ref: 1, , , 
Cole,Alex,U17WF,1/12/2026,Ref: 1, , ,Ref: 2,Ref: 3,,Ref: 1,Ref: 1, , , , , 
Cole,Alex,DV1WF,2/12/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Cole,Alex,V80MF,2/12/2026,Ref: 1, , , , ,, , , , , , ,Ref: 1
Cole,Alex,V80WE,2/12/2026, , , , , ,, , , , ,Video: 1, ,Video: 1
Cole,Alex,VETWF,2/12/2026,Ref: 1, , , , ,, ,Ref: 1,Ref: 1,Video: 1, , ,Ref: 1
Cole,Alex,V60WF,2/13/2026,Ref: 1, , , , ,, , , , ,Video: 1, ,Ref: 1
Cole,Alex,VETWE,2/13/2026,Ref: 1, , , ,Ref: 1,,Ref: 3,Ref: 2,Ref: 1, , , , 
Cole,Alex,DV1MF,2/14/2026,Ref: 2, , ,Ref: 3,Ref: 4,,Ref: 2, , , , , , 
Cole,Alex,U20WF,2/14/2026, , , , ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Cole,Alex,U20MF,2/15/2026,Ref: 2, , , , ,, , ,Ref: 1, , , , 
Cole,Alex,DV1MF,4/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Cole,Alex,U19WF,4/24/2026,Ref: 1, , , ,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Cole,Alex,STMMF,4/25/2026, , , , , ,, , , , ,Ref: 1,Ref: 1, 
Cole,Alex,V50WF,4/25/2026,Ref: 1, , , , ,, ,Ref: 2,Ref: 2,Ref: 2,Video: 1, ,Ref: 1
Cole,Alex,U19MF,4/26/2026,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Cole,Alex,U19WE,4/27/2026,Ref: 2, , ,Ref: 1,Ref: 2,, , ,Ref: 1, , , , 
Consalvi,Luigi,DV1MF,10/3/2025,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Video: 1, , , , 
Consalvi,Luigi,U20WF,10/3/2025,Ref: 1, , ,Ref: 2,Ref: 1,, ,Ref: 1, , , , , 
Consalvi,Luigi,DV1ME,10/4/2025,Ref: 1, , ,Ref: 3,Ref: 1,, ,Ref: 1, , , , , 
Consalvi,Luigi,U20WE,10/4/2025,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1, ,Video: 1, , , , 
Consalvi,Luigi,U20MF,10/5/2025,Ref: 1, , ,Ref: 3,Ref: 2,, ,Ref: 1, , , , , 
Consalvi,Luigi,U17MF,10/6/2025,Ref: 2, , ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Consalvi,Luigi,DV1ME,11/14/2025,Ref: 1, , ,Ref: 3, ,, , , , , , , 
Consalvi,Luigi,Y14MF,11/14/2025,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Consalvi,Luigi,U17MF,11/15/2025,Ref: 1, , ,Ref: 1,Ref: 1  Video: 1,, ,Ref: 1,Video: 1,Video: 1, , , 
Consalvi,Luigi,U17WF,11/15/2025, , , ,Ref: 1,Ref: 3,,Ref: 1, , , , , , 
Consalvi,Luigi,DV1MF,11/16/2025,Ref: 1, , ,Ref: 3,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Consalvi,Luigi,U17WE,11/16/2025,Ref: 1, , , , ,, , , , , , , 
Consalvi,Luigi,DV1WF,11/17/2025,Ref: 1, , , ,Ref: 3,,Ref: 2,Ref: 1,Video: 1,Ref: 1, , , 
Consalvi,Luigi,U20MF,1/9/2026,Ref: 1, , , , ,, , , , , , , 
Consalvi,Luigi,U20WF,1/10/2026,Ref: 1, , , ,Ref: 1,, ,Ref: 1,Ref: 1, , , ,Ref: 1
Consalvi,Luigi,U17MF,1/11/2026,Ref: 1, , , ,Ref: 1,, , , ,Video: 1, , , 
Consalvi,Luigi,U17WF,1/12/2026,Ref: 1, , , , ,, , ,Video: 1,Video: 1, , , 
Consalvi,Luigi,U20MF,1/23/2026,Ref: 1, , , , ,, , , , , , , 
Consalvi,Luigi,U17MF,1/24/2026,Ref: 1, , , , ,,Ref: 1,Ref: 1,Ref: 1, , , , 
Consalvi,Luigi,U17WF,1/24/2026,Ref: 1, , , , ,,Ref: 2,Ref: 1, ,Ref: 1, , , 
Consalvi,Luigi,U17WS,1/25/2026,Ref: 2, , , ,Ref: 2,,Ref: 2,Ref: 1,Ref: 1, , , , 
Consalvi,Luigi,U20WF,1/25/2026,Ref: 1, , , ,Ref: 1,, , , , , , , 
Consalvi,Luigi,Y14MF,3/6/2026,Ref: 1, , ,Ref: 3,Ref: 1,,Ref: 2,Ref: 1, ,Video: 1, , , 
Consalvi,Luigi,Y12WF,3/7/2026,Ref: 1, , ,Ref: 2,Ref: 3,,Ref: 2, ,Ref: 1, ,Ref: 1, ,Video: 1
Consalvi,Luigi,DV2WF,3/8/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1, , , 
Consalvi,Luigi,Y12MF,3/8/2026,Ref: 1, , ,Ref: 3,Ref: 2,, ,Ref: 1, ,Video: 1, , , 
Consalvi,Luigi,Y14WF,3/9/2026,Ref: 2, , ,Ref: 4,Ref: 3,,Ref: 2,Ref: 1, , , , , 
Consalvi,Luigi,STMMF,4/25/2026, , , , , ,, , , , ,Ref: 1, ,Ref: 1
Consalvi,Luigi,V50MF,4/25/2026,Ref: 1, , , , ,, ,Ref: 2,Ref: 1,Ref: 1, , , 
Consalvi,Luigi,DV1WF,4/26/2026,Ref: 1, , , ,Ref: 1,,Ref: 2,Ref: 1, , , , , 
Consalvi,Luigi,V60WE,4/26/2026,Ref: 1, , , , ,, ,Ref: 4,Ref: 3,Ref: 1  Video: 1,Video: 1, ,Ref: 1
Consalvi,Luigi,DV1ME,4/27/2026,Ref: 2, , , ,Ref: 3,,Ref: 1, ,Ref: 1, , , , 
Cortizas,Jack,DV1ME,11/14/2025,Ref: 1, , ,Ref: 1, ,, , , , , , , 
Cortizas,Jack,Y14MF,11/14/2025,Ref: 1, , , ,Ref: 2,,Ref: 2, ,Ref: 1, ,Video: 1, , 
Cortizas,Jack,U17MF,11/15/2025,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Cortizas,Jack,U17WF,11/15/2025,Ref: 1, , , , ,, , ,Video: 1, , , ,Ref: 1
Cortizas,Jack,DV1MF,11/16/2025,Ref: 1, , ,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Video: 1,Video: 1, , , 
Cortizas,Jack,U20WF,1/10/2026,Ref: 1, , , , ,, , ,Video: 1,Video: 1,Video: 1, , 
Cortizas,Jack,U17MF,1/11/2026,Ref: 1, , ,Ref: 2,Ref: 2,,Ref: 2, ,Video: 1, ,Video: 1, , 
Cortizas,Jack,U17WF,1/12/2026,Ref: 1, , ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Video: 1, , , 
Cortizas,Jack,VETMF,2/13/2026,Ref: 1, , , , ,, , , , ,Video: 1, , 
Cortizas,Jack,VETWE,2/13/2026, , , , ,Ref: 1,,Ref: 3,Ref: 1, , , , , 
Cortizas,Jack,DV1MF,2/14/2026,Ref: 2, , ,Ref: 4,Ref: 4,,Ref: 2,Ref: 1,Ref: 1, , , , 
Cortizas,Jack,U20WF,2/14/2026, , , , , ,, , ,Video: 1,Video: 1,Video: 1, , 
Cortizas,Jack,U20MF,2/15/2026,Ref: 2, , ,Ref: 2,Ref: 2,, , , , , , , 
Cortizas,Jack,DV1MF,4/24/2026,Ref: 1, , , ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , , 
Cortizas,Jack,V50MF,4/25/2026,Ref: 1, , , , ,,Ref: 1,Ref: 1,Ref: 2,Video: 1,Video: 1, ,Ref: 1
Cortizas,Jack,DV1WF,4/26/2026,Ref: 1, , , ,Ref: 1,, ,Ref: 1, , , , , 
Cortizas,Jack,U19MF,4/26/2026,Ref: 1, , ,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1, , , 
Cortizas,Jack,U19WE,4/27/2026,Ref: 2, , , ,Ref: 2,,Ref: 2, , , , , , 
Cotton,Derek,CHRWF,2/13/2026,Ref: 1, , , , ,, , , ,Ref: 1, , , 
Cotton,Derek,VETMF,2/13/2026,Ref: 1, , , , ,,Ref: 2,Ref: 1, , , , , 
Cotton,Derek,CHRME,2/14/2026,Ref: 1, , , , ,, , , , , , ,Ref: 1
Cotton,Derek,CHRWE,2/14/2026,Ref: 1, , , , ,, , , , ,Ref: 1  Video: 1, , 
Cotton,Derek,CHRWS,2/15/2026,Ref: 1, , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, , 
Courtney,Elya,U17ME,1/23/2026,Ref: 1, , , ,Ref: 2,,Ref: 1, , , , , , 
Courtney,Elya,U17WE,1/23/2026,Ref: 1, , , , ,,Ref: 2,Ref: 1, ,Ref: 1, , , 
Courtney,Elya,U20WE,1/24/2026,Ref: 1, , , , ,,Ref: 1,Ref: 1, , , , , 
Courtney,Elya,U20ME,1/25/2026,Ref: 1, , , ,Ref: 4,,Ref: 2,Ref: 1, ,Ref: 1, , , 
Crocket,Anne,DV1WE,10/3/2025,Ref: 1, , , ,Ref: 1,,Ref: 2, , , , , , 
Crocket,Anne,DV1ME,10/4/2025,Ref: 1, , ,Ref: 1,Ref: 1,, , ,Video: 1,Video: 1, , , 
Crocket,Anne,U20WE,10/4/2025, , , , ,Ref: 2,, , ,Video: 1, , , , 
Crocket,Anne,U17ME,10/5/2025,Ref: 1, , ,Ref: 1,Ref: 1,, , ,Video: 1,Ref: 1, , , 
Crocket,Anne,U20ME,10/6/2025,Ref: 2, , ,Ref: 5,Ref: 1,,Ref: 1, , , , , , 
Cullivan,Justice,DV2MF,3/7/2026,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , , 
Cullivan,Justice,Y12WF,3/7/2026,Ref: 1, , ,Ref: 2,Ref: 2,, , ,Ref: 1, , , , 
Cullivan,Justice,DV2WF,3/8/2026,Ref: 1, , , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Cullivan,Justice,Y12MF,3/8/2026,Ref: 1, , ,Ref: 3,Ref: 2,,Ref: 1, , , , , , 
Curry,Allan,DV1WE,10/3/2025,Ref: 1, , ,Ref: 1,Ref: 3,, , ,Ref: 1,Video: 1, , ,Video: 1
Curry,Allan,DV1ME,10/4/2025,Ref: 1, , , , ,, , ,Video: 1, ,Ref: 1, , 
Curry,Allan,U20WE,10/4/2025, , , ,Ref: 1,Ref: 2,, , , , , , , 
Curry,Allan,U17ME,10/5/2025,Ref: 1, , ,Ref: 2,Ref: 1,,Ref: 1, ,Video: 1,Video: 1, , , 
Curry,Allan,U20ME,10/6/2025,Ref: 2, , , , ,, , , , , , , 
Curry,Allan,DV1ME,11/14/2025,Ref: 1, , ,Ref: 2,Ref: 2,, , ,Video: 1,Ref: 1, , , 
Curry,Allan,CTMWE,11/15/2025, , , , , ,, ,Ref: 1, , , , , 
Curry,Allan,Y14ME,11/15/2025,Ref: 1, , , , ,, , , , , , , 
Curry,Allan,CTMME,11/16/2025, , , , , ,,Ref: 1,Ref: 2,Ref: 1,Ref: 1, ,Ref: 1, 
Curry,Allan,DV1WE,11/17/2025,Ref: 2, , ,Ref: 2,Ref: 2,,Ref: 1, ,Video: 2,Video: 1, , , 
Curry,Allan,U17WE,1/9/2026,Ref: 1, , ,Ref: 2,Ref: 2,, ,Ref: 1,Video: 1, , , ,Video: 1
Curry,Allan,U17ME,1/10/2026,Ref: 2, , ,Ref: 5,Ref: 2,,Ref: 1, ,Video: 1, , , , 
Curry,Allan,U20WE,1/11/2026,Ref: 1, , ,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, ,Video: 1, , 
Curry,Allan,U20ME,1/12/2026,Ref: 2, , , , ,, , ,Ref: 1,Video: 1,Video: 1, , 
Curry,Allan,U17ME,1/23/2026,Ref: 1, , , ,Ref: 1,,Ref: 2, ,Ref: 1, , , , 
Curry,Allan,U17WE,1/23/2026,Ref: 1, , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, , 
Curry,Allan,U20WE,1/24/2026,Ref: 1, , , , ,, , , , , , ,Video: 1
Curry,Allan,U20ME,1/25/2026,Ref: 1, , , , ,, , , , , , , 
Curry,Allan,Y10ME,3/6/2026,Ref: 1, , , , ,, , ,Ref: 1, , , , 
