,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Curtis,William,5/6/2021,Y14MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Curtis,William,5/6/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,
Curtis,William,5/7/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1 Assist: 1,,,,
Curtis,William,5/7/2021,U17WF,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Curtis,William,5/8/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Curtis,William,5/8/2021,U17MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curtis,William,5/9/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Curtis,William,5/9/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Curtis,William,6/4/2021,U20MF,Ref: 1,,,Ref: 2,,Ref: 1,Ref: 1  Assist: 1,,,,
Curtis,William,6/5/2021,DV1MF,Ref: 1,,,Ref: 4,Ref: 1,Ref: 1,,,,,
Curtis,William,6/5/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Curtis,William,6/6/2021,DV1WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Curtis,William,6/6/2021,U17MF,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 2,,,,,
Curtis,William,6/7/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,
Curtis,William,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,
Curtis,William,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Curtis,William,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,,
Curtis,William,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 2,,Ref: 1,Assist: 1,Ref: 1,,Ref: 1
Curtis,William,7/5/2021,V70MF,Ref: 1,,,,,,Ref: 1,Video: 1  Assist: 1,Ref: 1,,Assist: 1
Curtis,William,7/6/2021,JTMWF,,,,,,,,Ref: 1,Ref: 1,,
Curtis,William,7/7/2021,STMWF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Curtis,William,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Curtis,William,7/9/2021,Y12MF,Ref: 1,,,,,,,Video: 1,Video: 1,,Video: 1
Curtis,William,7/10/2021,D1AMF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,
Curtis,William,7/10/2021,D1AWF,Ref: 1,,,,,,,Video: 1,,,
Curtis,William,7/10/2021,Y10WS,,,,,,,,Assist: 1,,,
Curtis,William,7/11/2021,DV2WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Curtis,William,7/22/2021,U16WF,Ref: 1,,,,,Ref: 1,Ref: 1  Video: 1,Video: 1,Video: 1,,Ref: 1
Curtis,William,7/23/2021,U16MF,Ref: 1,,,,,Ref: 1,Video: 2,Video: 1,Ref: 1,,
Curtis,William,7/24/2021,U19WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Video: 2,Video: 1,Ref: 1,,Assist: 1
Curtis,William,7/25/2021,U19MF,Ref: 1,,Ref: 2,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,
Schwarz,Laura,5/7/2021,DV1MS,Ref: 2,,,Ref: 2,Ref: 5,Ref: 2,Ref: 1 Video: 1,Ref: 1,Ref: 1,,Video: 1
Schwarz,Laura,5/8/2021,DV1WS,Ref: 2,,,Ref: 1,Ref: 4,Ref: 2,Ref: 1 Video: 1,Ref: 1,Video: 1,,
Schwarz,Laura,5/9/2021,U20MS,Ref: 1,,,,,,,,,,
Schwarz,Laura,7/4/2021,DV1MS,Ref: 1,,,,Ref: 1,,Video: 1,Video: 1,,,
Schwarz,Laura,7/6/2021,U20MS,Ref: 2,,,,Ref: 2,Ref: 1,Video: 1,Video: 1,Video: 1,,Video: 1
Schwarz,Laura,7/9/2021,Y12WS,Ref: 1,,,,,Ref: 1,,Video: 1,Video: 1,,
Delap,Rylan,4/16/2021,Y14MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 2,Ref: 1,,,,
Delap,Rylan,4/16/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,,Video: 1,Ref: 1,,
Delap,Rylan,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Delap,Rylan,4/17/2021,Y12WF,,,,,Ref: 2,,Ref: 1,,,,
Delap,Rylan,4/18/2021,DV1WF,Ref: 1,,,,Ref: 3,Ref: 1,Assist: 1,Ref: 1,Assist: 1,,
Delap,Rylan,4/18/2021,Y12MF,,,,,Ref: 2,Ref: 1,,,,,
Delap,Rylan,4/19/2021,Y10MF,Ref: 1,,,,,Ref: 2,Ref: 2,Video: 1  Assist: 1,Ref: 1,,Video: 1
Delap,Rylan,4/19/2021,Y10WF,,,,,,,,Video: 1,Video: 1,,
Delap,Rylan,8/28/2021,VETMF,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,Assist: 1,,
Delap,Rylan,8/28/2021,VETWF,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1  Assist: 1,Ref: 1,,
Delgado,Fernando,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Delgado,Fernando,4/16/2021,Y14WE,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Delgado,Fernando,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1,,,,
Delgado,Fernando,4/17/2021,Y12WE,Ref: 1,,,,,,Ref: 1,Assist: 1,Video: 1,,
Delgado,Fernando,4/18/2021,DV1WE,Ref: 1,,,,,,Ref: 1,Assist: 1,,,
Delgado,Fernando,4/18/2021,Y12ME,,,,,,,,Ref: 1,Assist: 1,,
Delgado,Fernando,4/19/2021,Y10WE,Ref: 1,,,,,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Video: 1,,
Delgado,Fernando,5/6/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Delgado,Fernando,5/6/2021,Y14WE,Ref: 1,,,,Ref: 2,Ref: 1,,Video: 1,,,
Delgado,Fernando,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Delgado,Fernando,5/7/2021,U17WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Delgado,Fernando,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 2,,Video: 1,,,,
Delgado,Fernando,5/8/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Delgado,Fernando,5/9/2021,U20ME,,,,Ref: 1,Ref: 1,,,,,,
Delgado,Fernando,5/9/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Delgado,Fernando,6/4/2021,U20ME,Ref: 1,,,,,,Video: 1,,,,
Delgado,Fernando,6/5/2021,DV1ME,Ref: 1,,,,Ref: 1,Ref: 2,Video: 1  Assist: 1,Ref: 1,Ref: 1,,
Delgado,Fernando,6/5/2021,U17WE,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Delgado,Fernando,6/6/2021,DV1WE,Ref: 1,,,,,Ref: 1,Video: 1,Ref: 1,,,
Delgado,Fernando,6/6/2021,U17ME,,,,Ref: 3,Ref: 2,,,,,,
Delgado,Fernando,6/7/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Delgado,Fernando,7/3/2021,U17MF,Ref: 1,,,,,,Video: 1  Assist: 1,Ref: 1,Video: 1,,
Delgado,Fernando,7/5/2021,U20WF,Ref: 1,,,,,,,,,,
Delgado,Fernando,7/7/2021,V80WF,,,,,,,,,,,Assist: 1
Delgado,Fernando,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 2,,,Video: 1,Assist: 1,,Assist: 1
Delgado,Fernando,7/12/2021,DV3WE,,,,,,,,Assist: 1,Video: 1,,
Delgado,Fernando,8/27/2021,V40WF,Ref: 1,,,,,,Ref: 1,Ref: 1  Video: 1,Video: 1,,Ref: 1
Delgado,Fernando,8/27/2021,V60MF,Ref: 1,,,,,Ref: 2,Ref: 4,Video: 1,Ref: 1,,
Delgado,Fernando,8/28/2021,V40WE,Ref: 1,,,,,,,Ref: 1  Video: 2,Ref: 1,,Video: 1
Delgado,Fernando,8/28/2021,V60ME,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,
Delgado,Fernando,8/28/2021,V70ME,,,,,,,,Video: 1,,,
Desai,Nalin,4/16/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Desai,Nalin,4/16/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Desai,Nalin,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Desai,Nalin,4/17/2021,Y12WF,Ref: 1,,,,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Desai,Nalin,4/18/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Desai,Nalin,4/18/2021,Y12MF,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Desai,Nalin,4/19/2021,Y10MF,Ref: 1,,,,,Ref: 1,,,,,
Desai,Nalin,5/6/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Desai,Nalin,5/6/2021,Y14WF,Ref: 1,,,,Ref: 1,,Ref: 1,,,,
Desai,Nalin,5/7/2021,U17WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Ref: 1,,,Ref: 1
Desai,Nalin,5/8/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Desai,Nalin,5/8/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Desai,Nalin,5/9/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1 Video: 1,,,,
Desai,Nalin,6/4/2021,U20MF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,Assist: 1,,,
Desai,Nalin,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Desai,Nalin,6/5/2021,U17WF,Ref: 1,,,Ref: 2,,Ref: 1,,,,,
Desai,Nalin,6/6/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Desai,Nalin,6/6/2021,U17MF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Desai,Nalin,6/7/2021,U20WF,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1  Assist: 1,,,,
Dessens,Adrien,7/4/2021,DV1MF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Dessens,Adrien,7/4/2021,U17WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,,
Dessens,Adrien,7/5/2021,U20WF,Ref: 1,,,Ref: 2,,Ref: 1,,,,,
Dessens,Adrien,7/6/2021,JTMWF,,,,,,,Ref: 1,,,,
Dessens,Adrien,7/7/2021,V70WF,,,,,,,,Ref: 1  Video: 1,Video: 1,,Ref: 1
Dessens,Adrien,7/7/2021,Y14MF,Ref: 1,,,,,,Ref: 1,,,,
Dessens,Adrien,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,,
Dessens,Adrien,7/9/2021,Y12MF,Ref: 1,,,,,,,,,,
Dessens,Adrien,7/10/2021,D1AWF,Ref: 1,,,,,,,Ref: 1,Assist: 1,,
Dessens,Adrien,7/11/2021,DV2MF,Ref: 1,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Dessens,Adrien,7/12/2021,DV3MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Dessens,Adrien,7/12/2021,DV3WF,Ref: 1,,,Ref: 1,,,,,,,
Dessens,Adrien,7/22/2021,JTMMF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Dessens,Adrien,7/22/2021,U16WF,Ref: 1,,,,,Ref: 1,Video: 1  Assist: 1,Assist: 1,,,
Dessens,Adrien,7/23/2021,U16MF,Ref: 1,,,,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,,
Dessens,Adrien,7/24/2021,U19WF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1  Video: 1,Assist: 1,,,
Dessens,Adrien,7/25/2021,U19MF,Ref: 1,,,,,Ref: 1,Video: 1,,,,
Diaz,Julio,6/4/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Diaz,Julio,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Diaz,Julio,6/5/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Diaz,Julio,6/6/2021,DV1WF,Ref: 1,,,,,,,,,,
Diaz,Julio,6/6/2021,U17MF,Ref: 1,,,,,,,,,,
Diaz,Julio,6/7/2021,U20WF,Ref: 1,,,Ref: 1,,,,,,,
Diaz,Julio,7/3/2021,DV1WF,,,,Ref: 1,Ref: 2,,,,,,
Diaz,Julio,7/3/2021,U17MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 2,,,,,,
Diaz,Julio,7/7/2021,STMWF,,,,,,,,Ref: 1,,,Ref: 1
Diaz,Julio,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 2,,,,,,,
Diaz,Julio,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Diaz,Julio,7/9/2021,Y12WF,Ref: 1,,,,,,Ref: 1,,,,
Diaz,Julio,7/10/2021,D1AMF,Ref: 1,,,,,,,,,,
Diaz,Julio,7/11/2021,DV2MF,,,,Ref: 1,Ref: 1,,,,,,
Diaz,Julio,7/11/2021,DV2WF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,
Diaz,Julio,7/22/2021,JTMMF,,,,,,,,Ref: 1,,,
Diaz,Julio,7/22/2021,U16WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 2,,,,
Diaz,Julio,7/23/2021,JTMME,,,,,Ref: 1,,Ref: 1,Ref: 1,,,
Diaz,Julio,7/23/2021,U16MF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Diaz,Julio,7/24/2021,U19WF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Diaz,Julio,7/25/2021,JTMWF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Diaz,Julio,7/25/2021,U19MF,Ref: 1,,,,,,,,,,
Dilworth,R.,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Dilworth,R.,7/3/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Dilworth,R.,7/5/2021,U20WS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,,
Dilworth,R.,7/5/2021,V50WS,Ref: 1,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,
Dilworth,R.,7/7/2021,V50ME,,,,,,,,Ref: 1,,,
Dilworth,R.,7/7/2021,V60ME,,,,,Ref: 2,Ref: 1,,Video: 1,Ref: 1,,
Dilworth,R.,7/7/2021,V80ME,,,,,,,,Assist: 1,Ref: 1  Video: 1,,Video: 1
Dilworth,R.,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Dilworth,R.,7/8/2021,VTMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Dilworth,R.,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Dilworth,R.,7/9/2021,Y12WS,Ref: 1,,,,,Ref: 1,Ref: 1,,Ref: 1,,
Djurisic,Zoran,8/28/2021,V70WE,,,,,,,,Video: 1,Video: 1,,
Domashovetz,Greg,4/16/2021,Y14MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,Ref: 1
Domashovetz,Greg,4/16/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Domashovetz,Greg,4/17/2021,DV1MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Domashovetz,Greg,4/17/2021,Y12WF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,
Domashovetz,Greg,4/18/2021,DV1WF,Ref: 1,,,,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,
Domashovetz,Greg,4/18/2021,Y12MF,,,,,Ref: 2,,,,,,
Domashovetz,Greg,4/19/2021,Y10MF,Ref: 1,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,
Domashovetz,Greg,4/19/2021,Y10WF,,,,,,,,Assist: 1,,,
Domashovetz,Greg,5/6/2021,Y14MF,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,
Domashovetz,Greg,5/6/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Domashovetz,Greg,5/7/2021,DV1MF,Ref: 1,,,Ref: 1,,Ref: 1,,Ref: 1,,,
Domashovetz,Greg,5/8/2021,DV1WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Assist: 1,,,,
Domashovetz,Greg,5/8/2021,U17MF,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Domashovetz,Greg,5/9/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 3,,,,,,
Domashovetz,Greg,5/9/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 2,Video: 1,Ref: 1,,,
Domashovetz,Greg,7/3/2021,DV1WF,Ref: 1,,,,,Ref: 1,Video: 1,Ref: 1,Video: 1,,
Domashovetz,Greg,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Domashovetz,Greg,7/4/2021,DV1MF,Ref: 1,,,,,Ref: 1,Video: 1,,,,
Domashovetz,Greg,7/4/2021,U17WE,Ref: 1,,,,,,,,,,
Domashovetz,Greg,7/5/2021,U20WF,,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Domashovetz,Greg,7/5/2021,V60MF,Ref: 1,,,,,Ref: 3,Ref: 1,,Ref: 1,,Assist: 1
Domashovetz,Greg,7/9/2021,Y12WF,Ref: 1,,,,,,Ref: 1,Video: 1,Video: 1,,
Domashovetz,Greg,7/11/2021,DV2WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Domashovetz,Greg,7/12/2021,DV3WF,,,,,Ref: 1,,Ref: 1,Video: 1,,,
Donnelly,Devin,7/4/2021,DV1MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,Ref: 1
Donnelly,Devin,7/5/2021,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Donnelly,Devin,7/7/2021,V50WF,Ref: 1,,,,,Ref: 1,Ref: 2,Video: 1  Assist: 1,Video: 1,,Ref: 1
Dragon,Rainer,5/6/2021,Y14MS,Ref: 2,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Dragon,Rainer,5/6/2021,Y14WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Dragon,Rainer,5/7/2021,U17WE,,,,,,,Assist: 1,Assist: 1,,,
Dragon,Rainer,5/7/2021,U17WS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Video: 1,Ref: 1,,,
Dragon,Rainer,5/8/2021,U17MS,Ref: 1,,,,,,,,,,
Dragon,Rainer,5/9/2021,U20MS,Ref: 2,,,Ref: 2,,,Video: 2,Video: 1,,,
Dragon,Rainer,6/4/2021,U20MS,Ref: 2,,Ref: 1,Ref: 5,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Dragon,Rainer,6/5/2021,DV1MS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Dragon,Rainer,6/5/2021,U17WS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,
Dragon,Rainer,6/6/2021,U17MS,Ref: 1,,,,,,,,,,
Dragon,Rainer,6/7/2021,U20WS,Ref: 2,,,Ref: 2,Ref: 3,Ref: 1,,,,,
Dragon,Rainer,7/3/2021,DV1WS,,,,Ref: 1,Ref: 1,,Assist: 1,,,,
Dragon,Rainer,7/3/2021,U17MS,Ref: 2,,Ref: 1,Ref: 1,,,Assist: 2,Ref: 1,Assist: 1,,
Dragon,Rainer,7/4/2021,DV1MS,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Dragon,Rainer,7/4/2021,U17WS,Ref: 1,,,,,,,,,,
Dragon,Rainer,7/5/2021,STMMS,,,,,,,Ref: 1,Ref: 1,,,
Dragon,Rainer,7/5/2021,U20WS,Ref: 2,,Ref: 3,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Dragon,Rainer,7/6/2021,JTMWS,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,
Dragon,Rainer,7/6/2021,U20MS,Ref: 2,,Ref: 4,Ref: 4,,,Assist: 1,,Assist: 1,,
Dragon,Rainer,7/8/2021,JTMMS,,,,,,Ref: 1,Ref: 1,,,,
Dragon,Rainer,7/9/2021,Y12MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Assist: 1,Ref: 1,,
Dragon,Rainer,7/11/2021,DV2MS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,,,,,
Dragon,Rainer,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Dragon,Rainer,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,Assist: 1
Dragon,Rainer,7/12/2021,DV3WS,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Dragon,Rainer,7/22/2021,U19ME,Ref: 1,,Ref: 3,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Ref: 1,,,Assist: 1
Dragon,Rainer,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Dragon,Rainer,7/24/2021,JTMMS,,,,,,Ref: 1,,Ref: 1,,,Ref: 1
Dragon,Rainer,7/25/2021,U19WE,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Dragon,Rainer,8/27/2021,V40WS,Ref: 1,,,,,,,Ref: 1  Video: 1,Assist: 1,,Ref: 1
Dragon,Rainer,8/27/2021,V50WS,,,,,,,,Video: 1  Assist: 1,Ref: 1,Ref: 1,Ref: 1
Dragon,Rainer,8/27/2021,V60MS,,,,,,,,Video: 1,Assist: 1,,
Dragon,Rainer,8/27/2021,V70WS,Ref: 1,,,,,,,Ref: 1  Video: 1,Ref: 1,,Video: 1
Dragon,Rainer,8/28/2021,V40WE,Ref: 1,,,,,,Ref: 1,Ref: 1  Video: 1  Assist: 2,Ref: 1,,Ref: 1
Dragon,Rainer,8/28/2021,V60ME,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Dudey,Michael,7/5/2021,U20WF,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,,
Dudey,Michael,7/6/2021,U20MF,Ref: 1,,Ref: 3,Ref: 1,Ref: 1,,,,,,
Dudey,Michael,7/7/2021,V40WF,Ref: 1,,,,,,Ref: 1,Ref: 1  Video: 2,Video: 1,,
Dudey,Michael,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Dudey,Michael,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Dudey,Michael,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,Assist: 1
Dudey,Michael,7/10/2021,Y10MF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Dudey,Michael,7/10/2021,Y10WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,,,
Dudey,Michael,7/11/2021,DV2MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Dudey,Michael,7/12/2021,DV3MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,,
Dudey,Michael,7/12/2021,DV3WF,,,,,Ref: 1,Ref: 1,,Video: 1,,,
El Gammal,GAMMAL,7/3/2021,DV1WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
El Gammal,GAMMAL,7/3/2021,U17MF,Ref: 1,,,,,,,,,,
El Gammal,GAMMAL,7/4/2021,DV1MF,Ref: 1,,,,Ref: 2,Ref: 2,,,,,
El Gammal,GAMMAL,7/4/2021,U17WF,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
El Gammal,GAMMAL,7/5/2021,U20WF,,,,Ref: 2,,Ref: 1,,,,,
El Gammal,GAMMAL,7/5/2021,V60MF,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1  Video: 1,,,Video: 1
El Gammal,GAMMAL,7/6/2021,U20MF,Ref: 1,,Ref: 2,Ref: 2,,Ref: 1,,,,,
El Gammal,GAMMAL,7/7/2021,STMWF,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
El Gammal,GAMMAL,7/7/2021,Y14MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,,,,,,
El Gammal,GAMMAL,7/8/2021,Y14WF,Ref: 1,,,Ref: 2,,Ref: 1,,Video: 1,,,
El Gammal,GAMMAL,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
El Gammal,GAMMAL,7/10/2021,D1AMF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
El Gammal,GAMMAL,7/10/2021,D1AWF,Ref: 1,,,,Ref: 2,Ref: 1,,Ref: 1,,,
El Gammal,GAMMAL,7/11/2021,DV2MF,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,
El Gammal,GAMMAL,7/12/2021,DV3MF,Ref: 1,,,Ref: 2,,,Ref: 1,,,,
Elbakry,Mahmoud,8/28/2021,VETMS,Ref: 1,,,,,Ref: 1,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,Video: 1
