Last Name,First Name,Event,Date,Member #,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Lerouge,Frédéric,DV3WF,7/6/2024,100662229,Ref: 1,, ,Ref: 1,Ref: 1,, ,Ref: 2, , ,Ref: 1, , 
Lerouge,Frédéric,DV3MF,7/8/2024,100662229,Ref: 1,,,,,,,,,,,,
Lewis,Jared,U19ME,6/29/2024,100173966,Ref: 1,, ,Ref: 2,Ref: 2,, ,Ref: 1, , , , , 
Lewis,Jared,U19WE,6/30/2024,100173966,Ref: 1,, ,Ref: 1,Ref: 1,,Ref: 2,Ref: 1, , , , , 
Lewis,Jared,U16ME,7/1/2024,100173966,Ref: 1,, ,Ref: 4,Ref: 2,, ,Ref: 1, ,Ref: 1, , , 
Lewis,Jared,D1AWE,7/2/2024,100173966,Ref: 1,, , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, ,Video: 1, , 
Lewis,Jared,V40ME,7/2/2024,100173966,Ref: 1,, , , ,,Ref: 4,Ref: 2,Ref: 2, , , , 
Lewis,Jared,Y12WE,7/5/2024,100173966,Ref: 1,, , ,Ref: 2,,Ref: 1, , , ,Ref: 1, , 
Lewis,Jared,DV2WE,7/6/2024,100173966,Ref: 1,, , ,Ref: 2,,Ref: 1, , , , , , 
Lewis,Jared,Y12ME,7/6/2024,100173966,Ref: 1,, ,Ref: 2,Ref: 1,, , ,Ref: 1, , , , 
Lewis,Jared,DV3ME,7/7/2024,100173966,Ref: 1,, ,Ref: 2,Ref: 2,, , ,Ref: 1,Ref: 1, , , 
Lewis,Jared,Y10WF,7/8/2024,100173966,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,,Ref: 1,,
Lewis,Paul,U17MF,11/10/2023,100167896,Ref: 1, ,, ,Ref: 1, , , , ,Ref: 1, , , 
Lewis,Paul,U17WF,11/10/2023,100167896, , ,, ,Ref: 2, ,Ref: 1,Ref: 1,Ref: 1, , , , 
Lewis,Paul,U20MF,11/11/2023,100167896,Ref: 1, ,,Ref: 3,Ref: 2, ,Ref: 1, , , , , , 
Lewis,Paul,Y14WF,11/11/2023,100167896,Ref: 1, ,, ,Ref: 2, ,Ref: 2,Ref: 1,Ref: 1,Ref: 1, , , 
Lewis,Paul,U20WF,11/12/2023,100167896,Ref: 1, ,,Ref: 2,Ref: 2, ,Ref: 1, ,Video: 1, , , , 
Lewis,Paul,Y14MF,11/12/2023,100167896,Ref: 1, ,,Ref: 2,Ref: 1, ,Ref: 1,Ref: 1, ,Video: 1, , , 
Lewis,Paul,U17ME,11/13/2023,100167896,Ref: 2, ,,Ref: 1,Ref: 2, ,Ref: 1, , , , , , 
Lewis,Paul,U16WF,3/1/2024,100167896,Ref: 1,,,,Ref: 1,,Ref: 1,,Ref: 1,,,,
Lewis,Paul,Y10MF,3/1/2024,100167896,Ref: 1,,,,,,Ref: 1,,Ref: 1,Ref: 1,,,
Lewis,Paul,Y14WF,3/2/2024,100167896,Ref: 1,,,,,,,Ref: 1,Ref: 1,,,,
Lewis,Paul,U16MF,3/3/2024,100167896,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 2,Ref: 1,,,,
Lewis,Paul,Y12WF,3/3/2024,100167896,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 2,Ref: 1,,,Ref: 1,,
Lewis,Paul,Y14MF,3/4/2024,100167896,Ref: 2,,,Ref: 3,Ref: 4,,Ref: 2,Ref: 1,,,,,
Lilov,Vladimir,DV1WS,10/26/2023,100006638,Ref: 1, ,, ,Ref: 2, ,Ref: 1, , , , , , 
Lilov,Vladimir,DV2MS,10/26/2023,100006638,Ref: 2, ,,Ref: 2,Ref: 3, ,Ref: 2, , , , , , 
Lilov,Vladimir,DV1MS,10/27/2023,100006638,Ref: 1, ,,Ref: 1,Ref: 1, ,Ref: 1, ,Video: 1, , , , 
Lilov,Vladimir,U17WS,10/27/2023,100006638,Ref: 2, ,, , , , , , , , , , 
Lilov,Vladimir,U17MS,10/28/2023,100006638,Ref: 2, ,, , , , , ,Video: 1, , , , 
Lilov,Vladimir,DV2WS,10/29/2023,100006638,Ref: 1, ,, , , , , , , , , , 
Lilov,Vladimir,DV1MS,1/5/2024,100006638,Ref: 2,,,,,,Ref: 2,,Video: 1,,,,
Lilov,Vladimir,DV1WS,1/6/2024,100006638,Ref: 2,,,,Ref: 2,,,,,Ref: 1,,,
Lilov,Vladimir,V50MS,1/6/2024,100006638,Ref: 1,,,,,,,Ref: 1,Ref: 1,,,,
Lilov,Vladimir,U20MS,1/7/2024,100006638,Ref: 2,,,,Ref: 2,,,,,,,,
Lilov,Vladimir,U20WS,1/8/2024,100006638,Ref: 2,,,,,,,,,,,,
Lilov,Vladimir,VETMS,1/8/2024,100006638,Ref: 1,,,,,,,,,,Video: 1,,
Lilov,Vladimir,U20MS,2/16/2024,100006638,Ref: 2,,,Ref: 4,Ref: 2,,Ref: 1,,,,,,
Lilov,Vladimir,U20WE,2/17/2024,100006638,Ref: 1,,,,,,,,,,,,
Lilov,Vladimir,U20WS,2/17/2024,100006638,Ref: 2,,,,,,,,,,,,
Lilov,Vladimir,U17MS,2/18/2024,100006638,Ref: 2,,,Ref: 4,Ref: 1,,Ref: 1,,,,,,
Lilov,Vladimir,U17WS,2/19/2024,100006638,Ref: 1,,,,,,,,,,,,
Lilov,Vladimir,U16MS,3/1/2024,100006638,Ref: 2,,,,,,,,,,,,
Lilov,Vladimir,Y14WS,3/1/2024,100006638,Ref: 2,,,Ref: 3,Ref: 1,,Ref: 1,,,,,,
Lilov,Vladimir,U16WS,3/2/2024,100006638,Ref: 2,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1,,,,
Lilov,Vladimir,Y14MS,3/2/2024,100006638,Ref: 2,,,,,,,,,,,,
Lilov,Vladimir,Y12MS,3/3/2024,100006638,Ref: 2,,,Ref: 2,Ref: 4,,,,,,,,
Lilov,Vladimir,Y12WS,3/3/2024,100006638,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Lilov,Vladimir,Y10MS,3/4/2024,100006638,Ref: 2,,,,,,Ref: 3,Ref: 2,,Video: 1,,,
Lilov,Vladimir,U19WS,3/15/2024,100006638,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Lilov,Vladimir,U16MS,3/16/2024,100006638,Ref: 1,,,,,,,,,,,,
Lilov,Vladimir,U16WS,3/16/2024,100006638,Ref: 2,,,,,,Ref: 3,Ref: 2,,,,,
Lilov,Vladimir,U19MS,3/17/2024,100006638,Ref: 2,,,,,,,,,,,,
Lilov,Vladimir,DV1MS,4/25/2024,100006638,Ref: 1,,,,Ref: 1,,,Ref: 1,Video: 1,Ref: 1,,,
Lilov,Vladimir,V70WS,4/25/2024,100006638,Ref: 1,,,,,,,,Ref: 2,Ref: 1  Video: 1,,,
Lilov,Vladimir,DV1WS,4/26/2024,100006638,Ref: 2,,,,Ref: 3,,Ref: 2,,,,,,
Lilov,Vladimir,VETWS,4/26/2024,100006638,Ref: 1,,,,,,,,,,Video: 1,,
Lilov,Vladimir,STMWS,4/27/2024,100006638,,,,,,,,,,,Ref: 1,,Ref: 1
Lilov,Vladimir,U19MS,4/27/2024,100006638,Ref: 2,,,,Ref: 4,,Ref: 1,,Ref: 1,,,,
Lilov,Vladimir,U19WS,4/28/2024,100006638,Ref: 2,,,,Ref: 2,,Ref: 2,,Video: 1,,,,
Lilov,Vladimir,U19MS,6/29/2024,100006638,Ref: 1,, ,Ref: 5,Ref: 2,,Ref: 1, ,Video: 1, , , , 
Lilov,Vladimir,D1AWS,6/30/2024,100006638,Ref: 1,, , , ,,Ref: 1, , , , , , 
Lilov,Vladimir,DV1MS,6/30/2024,100006638,Ref: 2,, ,Ref: 1,Ref: 4,, , , , , , , 
Lilov,Vladimir,U16MS,7/1/2024,100006638,Ref: 2,, ,Ref: 5,Ref: 2,,Ref: 2, ,Video: 1, , , , 
Lilov,Vladimir,U19WS,7/1/2024,100006638,Ref: 1,, ,Ref: 2, ,, , , , , , , 
Lilov,Vladimir,V60ME,7/2/2024,100006638,Ref: 1,, , , ,,Ref: 2, , , , , , 
Lilov,Vladimir,V60WS,7/2/2024,100006638,Ref: 1,, , , ,, , ,Ref: 1,Video: 2, , , 
Lilov,Vladimir,DV1WS,7/3/2024,100006638,Ref: 1,, , ,Ref: 3,, , ,Video: 2, , , , 
Lilov,Vladimir,V40MS,7/3/2024,100006638,Ref: 1,, , , ,, , ,Ref: 1, ,Video: 1, ,Video: 1
Lilov,Vladimir,STMWS,7/4/2024,100006638, ,, , , ,, , ,Ref: 1,Ref: 1, , , 
Lilov,Vladimir,Y14MS,7/4/2024,100006638,Ref: 2,, ,Ref: 2, ,, , , , , , , 
Lilov,Vladimir,Y12MS,7/5/2024,100006638,Ref: 2,, , , ,, , , , , , , 
Lilov,Vladimir,Y12WS,7/5/2024,100006638,Ref: 2,, , , ,, , , , , , , 
Lin,Nick,Y12MS,3/3/2024,100223978,Ref: 2,,,Ref: 4,Ref: 4,,Ref: 1,,,,,,
Lin,Nick,Y12WS,3/3/2024,100223978,Ref: 2,,,,Ref: 2,,Ref: 2,,,Ref: 1,,,
Lin,Nick,U16WE,3/4/2024,100223978,,,,,Ref: 2,,Ref: 3,,,Ref: 1,,,
Lin,Nick,Y10MS,3/4/2024,100223978,Ref: 2,,,,,,Ref: 2,Ref: 1,,Ref: 1,,,
Lin,Nick,U19WS,3/15/2024,100223978,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Lin,Nick,U16MS,3/16/2024,100223978,Ref: 2,,,,Ref: 4,,Ref: 2,Ref: 1,,,,,
Lin,Nick,U19MS,3/17/2024,100223978,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 2,,Ref: 1,,,,
Lin,Nick,U16ME,7/1/2024,100223978,Ref: 1,, ,Ref: 2,Ref: 1,,Ref: 1, , , , , , 
Lin,Nick,U16WE,7/1/2024,100223978,Ref: 1,, ,Ref: 2,Ref: 2,, , , , , , , 
Lin,Nick,DV1WS,7/3/2024,100223978,Ref: 2,, , ,Ref: 3,, , , , , , , 
Lin,Nick,V40MS,7/3/2024,100223978,Ref: 1,, , , ,, ,Ref: 2,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Lin,Nick,VTMMS,7/4/2024,100223978, ,, , , ,, , ,Ref: 1,Ref: 1, ,Ref: 1, 
Lin,Nick,Y14WS,7/4/2024,100223978,Ref: 2,, ,Ref: 3,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Lin,Nick,Y12WS,7/5/2024,100223978,Ref: 2,, , ,Ref: 3,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Lin,Nick,DV3WS,7/7/2024,100223978,Ref: 2,, , ,Ref: 3,,Ref: 1, , , , , , 
Linaldi,Andres,DV1MF,10/26/2023,100135826,Ref: 1,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1, , 
Linaldi,Andres,DV1MS,10/27/2023,100135826,Ref: 2, ,,Ref: 2,Ref: 3, ,Ref: 2, ,Video: 1, , , , 
Linaldi,Andres,DV1WF,10/27/2023,100135826, , ,, ,Ref: 1, ,Ref: 2, ,Ref: 1, , , , 
Linaldi,Andres,U17WS,10/27/2023,100135826, , ,,Ref: 1,Ref: 4, ,Ref: 3,Ref: 1,Video: 1, ,Video: 1, , 
Linaldi,Andres,U17MF,10/28/2023,100135826,Ref: 1, ,,Ref: 2,Ref: 1, ,Ref: 1, ,Video: 1, , , ,Ref: 1
Linaldi,Andres,DV1WE,10/29/2023,100135826, ,Ref: 1,, , , ,Ref: 2, ,Video: 1,Ref: 1, , , 
Linaldi,Andres,DV2WS,10/29/2023,100135826,Ref: 1, ,, ,Ref: 5, ,Ref: 1,Ref: 1, , , , , 
Linaldi,Andres,U17MF,11/10/2023,100135826,Ref: 1, ,,Ref: 2,Ref: 2, ,Ref: 1, , , , , , 
Linaldi,Andres,U20MS,11/10/2023,100135826,Ref: 1, ,,Ref: 5,Ref: 3, ,Ref: 1,Ref: 1, , ,Ref: 1, , 
Linaldi,Andres,U17WS,11/11/2023,100135826, , ,, , , , , ,Video: 1, , , , 
Linaldi,Andres,U20MF,11/11/2023,100135826,Ref: 1, ,,Ref: 3, , ,Ref: 2, ,Ref: 1,Video: 1, , , 
