Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Abdelaziz,Abdel,2/12/2016,U16WF,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,,
Abdelaziz,Abdel,2/13/2016,JTMWF,,,,,,,Ref: 1,Ref: 1,,,
Abdelaziz,Abdel,2/13/2016,U19MF,,,Ref: 1,Ref: 1,,,Video: 1,Ref: 1,,,
Abdelaziz,Abdel,2/14/2016,U19ME,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Abdelaziz,Abdel,2/14/2016,U19WF,,,Ref: 1,Ref: 1,Ref: 2,,Assist: 1,Ref: 1,,,
Abdelaziz,Abdel,2/15/2016,U16MF,,,Ref: 3,Ref: 3,Ref: 2,Ref: 1,Video: 1,Assist: 1,,,
Abdelaziz,Abdel,4/8/2016,DV1WF,,,,,,,,,,,
Abdelaziz,Abdel,4/8/2016,DV3WE,,,,,Ref: 2,Ref: 2,,,,,
Abdelaziz,Abdel,4/8/2016,V40WS,,,,,,,,Video: 1,,,
Abdelaziz,Hisham,10/10/2015,DV1MF,,,Ref: 3,Ref: 2,,,,,,,
Abdelaziz,Hisham,10/10/2015,DV2WF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,1/9/2016,DV1ME,,,Ref: 1,Ref: 1,,,,,,,
Abdelaziz,Hisham,1/9/2016,DV1WF,,,,Ref: 2,,,,,,,
Abdelaziz,Hisham,1/10/2016,STMME,,,,,,Ref: 2,Ref: 1,,,,
Abdelaziz,Hisham,1/10/2016,U20MF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Abdelaziz,Hisham,6/29/2016,DV1MF,,,,,Ref: 1,,,Ref: 1,,,
Abdelaziz,Hisham,7/3/2016,DV2ME,,,,,,,,,,,
Abdelaziz,Hisham,7/3/2016,DV2WF,,,,Ref: 2  Video: 1,Ref: 1  Video: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,7/2/2016,STMMF,,,,,,Ref: 1,Ref: 1,,Ref: 1,,Ref: 1
Abdelaziz,Hisham,7/3/2016,U16MF,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Abdelaziz,Hisham,7/2/2016,U16WE,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,,,
Abdelaziz,Hisham,7/4/2016,U16WF,,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,,
Abdelaziz,Hisham,7/1/2016,U19MF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Abdelaziz,Hisham,7/6/2016,Y10MF,,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,,
Abdelaziz,Hisham,7/7/2016,Y12WF,,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,,,
Abdelaziz,Hisham,7/7/2016,Y14MF,,,Ref: 3,Ref: 3,Ref: 1,,Ref: 1,Assist: 1,Ref: 1,,
Abdelaziz,Nadine,1/8/2016,U20WE,,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Assist: 1,,,
Abdelaziz,Nadine,1/10/2016,DV1WE,,,,,Ref: 1,,,,,,
Abdelaziz,Nadine,1/10/2016,STMWF,,,,,,,,,Ref: 1,,Ref: 1
Abdelaziz,Nadine,1/11/2016,U20ME,,,Ref: 1,Ref: 1,,,,,,,
Abdelaziz,Nadine,1/11/2016,U20WF,,,,Ref: 1,Ref: 1,,Video: 1  Assist: 1,Ref: 1,Ref: 1,,Ref: 1
Abdelaziz,Nadine,7/5/2016,DV2WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Abdelaziz,Nadine,7/5/2016,DV3ME,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Abdelaziz,Nadine,7/2/2016,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Abdelaziz,Nadine,7/3/2016,STMWE,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Abdelaziz,Nadine,7/4/2016,U16ME,,,,Ref: 3,Ref: 1,,Ref: 1,Assist: 1,,,
Abdelaziz,Nadine,7/1/2016,U19MF,,,,Ref: 1,Ref: 1,,Assist: 1,,Assist: 1,,
Abdelaziz,Nadine,7/2/2016,U19WF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,Video: 1,Video: 1,,
Abdelaziz,Nadine,7/3/2016,V60MF,,,,,,,,Ref: 1,,,
Abdelaziz,Nadine,7/3/2016,V70MF,,,,,,,,Ref: 1,,,
Abdelaziz,Nadine,7/7/2016,Y12WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Abdelaziz,Nadine,7/6/2016,Y14ME,,,Ref: 3,Ref: 1,,Ref: 1,,Video: 1,Ref: 1,,
Abdelaziz,Nadine,7/7/2016,Y14MF,,,,Ref: 2,,,Ref: 1,Video: 1,,,
Abdelaziz,Nadine,7/4/2016,Y14WE,,,,Ref: 3,Ref: 1,,,,,,
Acosta Pereira,Vilmarie,3/13/2016,14TMWS,,,,,,,Ref: 1,Ref: 1,,,
Acosta Pereira,Vilmarie,3/11/2016,DV2MS,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,3/12/2016,DV2WS,,,,Ref: 2,Ref: 2  Video: 1,Ref: 1,Ref: 1,,,,
Acosta Pereira,Vilmarie,3/13/2016,Y12MS,,,,Ref: 2,Ref: 2,,,,,,
Acosta Pereira,Vilmarie,3/14/2016,Y12WS,,,,,Ref: 3,Ref: 2,Ref: 1,,,,
Acosta Pereira,Vilmarie,3/12/2016,Y14MS,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Acosta Pereira,Vilmarie,3/14/2016,Y14WE,,,,,Ref: 1,Ref: 1,,Ref: 1,,,
Acosta Pereira,Vilmarie,3/11/2016,Y14WS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Adams,Jim,11/15/2015,U17ME,,,,Ref: 2,,,Ref: 1,,,,
Adams,Jim,11/14/2015,U17WE,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Adams,Jim,11/13/2015,U20ME,,,Ref: 2,Ref: 2,Ref: 1,,,,,,
Adams,Jim,11/16/2015,U20WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Adams,Jim,11/16/2015,Y14ME,,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,
Adams,Jim,11/15/2015,Y14WE,,,,Ref: 1,Ref: 2,,,Video: 1,,,
Adams,Jim,6/29/2016,D1AME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Adams,Jim,6/30/2016,D1AWE,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Adams,Jim,7/5/2016,DV2WE,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Adams,Jim,7/5/2016,DV3ME,,,,Ref: 2,Ref: 2,,,,,,
Adams,Jim,7/6/2016,DV3WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Adams,Jim,6/29/2016,U19WE,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,Video: 1
Adams,Jim,7/1/2016,V60WE,,,,,,Ref: 1,Ref: 1,Ref: 1  Video: 1,Video: 1,,Video: 1
Adams,Jim,7/1/2016,V70WE,,,,,,,,Video: 1,Ref: 1,,Assist: 1
Adams,Jim,7/7/2016,Y12ME,,,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,,
Adams,Jim,7/7/2016,Y12WE,,,,,,,,,,,
Adams,Jim,7/6/2016,Y14ME,,,,,Ref: 1,Ref: 1,,Video: 1,,,
Adams,Jim,7/4/2016,Y14WE,,,Ref: 1,Ref: 1,Ref: 2,Ref: 1,,,Ref: 1,,Assist: 1
Alperstein,Donald,1/8/2016,U20WE,,,,Ref: 3,Ref: 2,,Ref: 1,Video: 1,,,
Alperstein,Donald,1/9/2016,DV1ME,,,,,,,,,,,
Alperstein,Donald,1/11/2016,STMWE,,,,,,,,,Ref: 1,,Ref: 1
Alperstein,Donald,1/11/2016,U20ME,,,,,,Ref: 1,Video: 1,,Ref: 1,,
Alperstein,Donald,2/13/2016,U19WE,,,,,,,Video: 1,Video: 1,Ref: 1,,Assist: 1
Alperstein,Donald,2/14/2016,U19ME,,,,,,Ref: 1,Ref: 1,Video: 1,Assist: 1,,Assist: 1
Alperstein,Donald,2/15/2016,U16WE,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 2,,,,
Alperstein,Donald,10/10/2015,DV1WE,,,,,,,,,,,
Alperstein,Donald,10/11/2015,DV1ME,,,,,,,,,,,
Alperstein,Donald,10/12/2015,DV2ME,,,,Ref: 1,,,,,,,
Alperstein,Donald,10/12/2015,U17WE,,,,,,,Ref: 1,Video: 1,,,
Alperstein,Donald,11/15/2015,U17ME,,,,,,Ref: 1,Video: 1,Video: 1,,,
Alperstein,Donald,11/14/2015,U17WE,,,,,,,Video: 1,Video: 1,,,Video: 1
Alperstein,Donald,11/16/2015,U20WE,,,,,,,Video: 1,Video: 1,,,
Alperstein,Donald,11/16/2015,Y14ME,,,,,,,,Video: 1,Video: 1,,
Alperstein,Donald,11/15/2015,Y14WE,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Alperstein,Donald,12/5/2015,DV1ME,,,,,,,,,,,
Alperstein,Donald,12/4/2015,DV1WE,,,,,,,,,,,
Alperstein,Donald,12/7/2015,DV2ME,,,,,Ref: 1,,,,,,
Alperstein,Donald,12/7/2015,V50WE,,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1  Assist: 1,Ref: 1,,Video: 1
Alperstein,Donald,4/8/2016,DV1ME,,,,,,,Ref: 1  Assist: 1,,Ref: 1,,
Alperstein,Donald,4/10/2016,DV1WE,,,,,,,Video: 1,,Video: 1,,
Alperstein,Donald,7/1/2016,STMME,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Alperstein,Donald,7/4/2016,U16ME,,,,,,,Video: 1,,Ref: 1,,
Alperstein,Donald,7/4/2016,Y14WE,,,,,,,,,,,
Alvear,Anibel,1/8/2016,DV1MF,,,Ref: 2,Ref: 1,Ref: 3,,,,,,
Alvear,Anibel,1/9/2016,DV1WF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Alvear,Anibel,1/10/2016,STMME,,,,,,,Ref: 1,,,,
Alvear,Anibel,1/10/2016,STMWF,,,,,,,,,Ref: 1,,
Alvear,Anibel,1/10/2016,U20MF,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Alvear,Anibel,1/11/2016,STMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Alvear,Anibel,1/11/2016,U20WF,,,,,,,,,,,
Aly,Sherif,6/30/2016,D1AMS,,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,Video: 1
Aly,Sherif,6/30/2016,D1AWS,,,,,Ref: 2,Ref: 1,,,,,
Aly,Sherif,6/29/2016,DV1WS,,,,,,,Ref: 1  Video: 1,Assist: 1,Ref: 1,,
Aly,Sherif,7/5/2016,DV2MF,,,Ref: 1,Ref: 2,,Ref: 1,,,,,
Aly,Sherif,7/6/2016,DV3MS,,,,Ref: 1,Ref: 3,Ref: 1,,Video: 1,,,
Aly,Sherif,7/5/2016,DV3WF,,,,Ref: 3,,,,,,,
Aly,Sherif,7/4/2016,DV3WS,,,,Ref: 2,,,,,,,
Aly,Sherif,7/2/2016,U16MS,,,,Ref: 4,Ref: 5,Ref: 2,Ref: 1  Video: 1  Assist: 1,Ref: 1,,,
Aly,Sherif,6/29/2016,U19MS,,,,Ref: 3,Ref: 3,,,,,,
Aly,Sherif,7/1/2016,V40ME,,,,,,Ref: 3,Ref: 1,Ref: 1  Assist: 1,Video: 1,,Ref: 1
Aly,Sherif,7/2/2016,V40MF,,,,,,Ref: 1,,Ref: 1,,,
Aly,Sherif,7/3/2016,V50MS,,,,,,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,Ref: 1
Aly,Sherif,7/1/2016,V50WF,,,,,,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,Ref: 1
Aly,Sherif,7/3/2016,V60MF,,,,,,,Ref: 4,,,,
Aly,Sherif,7/7/2016,Y12WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Aly,Sherif,7/7/2016,Y14MF,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,Video: 1
Aly,Sherif,7/4/2016,Y14MS,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,,,,,
Anderson,Barbara,4/8/2016,DV3MF,,,,Ref: 1,,,,,,,
Anderson,Barbara,4/8/2016,DV3WE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Anderson,Barbara,4/9/2016,V50WE,,,,,,,,Video: 1,,,Ref: 1
Anderson,Barbara,4/9/2016,V70WE,,,,,,,,Ref: 1  Video: 1,Video: 1,,Video: 1
Anderson,Barbara,4/9/2016,VETWF,,,,,Ref: 1,,,Ref: 1,,,Assist: 1
Anderson,Barbara,4/10/2016,STMME,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Anderson,Barbara,4/10/2016,VETME,,,,Ref: 3,Ref: 1,Ref: 1,,,Assist: 1,,
Anderson,Barbara,4/11/2016,V50ME,,,,,Ref: 4,Ref: 2,Ref: 1,Assist: 2,Ref: 1,,Video: 1
Anderson,Barbara,4/11/2016,VETWE,,,,,Ref: 1,Ref: 1,,Assist: 1,,,
Anderson,Barbara,6/29/2016,D1AME,,,,,,Ref: 1,,Ref: 1,,,Assist: 1
Anderson,Barbara,6/30/2016,DV1ME,,,,Ref: 1,Ref: 1,,,,,,
Anderson,Barbara,7/3/2016,STMWE,,,,,,,Ref: 2,Ref: 1,,,Ref: 1
Anderson,Barbara,7/2/2016,U19ME,,,Ref: 2,Ref: 2,,,Ref: 1  Assist: 1,Video: 1,,,
Anderson,Barbara,7/1/2016,V40ME,,,,,,Ref: 2,Ref: 2,Video: 1  Assist: 1,Ref: 1,,
Anderson,Barbara,7/3/2016,V50WE,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Anderson,Barbara,7/1/2016,V50WF,,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Angelova-Atanassov,Anna,1/8/2016,DV1MF,,,,Ref: 4,Ref: 1,Ref: 1,,,,,
Angelova-Atanassov,Anna,1/8/2016,U20MS,,,,Ref: 3,Ref: 1,Ref: 1,Assist: 1,Assist: 1,,,
Angelova-Atanassov,Anna,1/9/2016,DV1WF,,,,Ref: 2,Ref: 1,,Assist: 1,,,,
Angelova-Atanassov,Anna,1/10/2016,DV1WE,,,,Ref: 2,Ref: 1,,,,,,
Angelova-Atanassov,Anna,1/10/2016,U20MF,,,,Ref: 1,Ref: 2,,Video: 1,,,,
Angelova-Atanassov,Anna,1/11/2016,U20ME,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Angelova-Atanassov,Anna,2/12/2016,JTMMS,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Angelova-Atanassov,Anna,2/12/2016,U19WS,,,,Ref: 3,Ref: 4,Ref: 2,Video: 1,,,,
Angelova-Atanassov,Anna,2/13/2016,U19MF,,,Ref: 1,Ref: 1,,,Video: 1,Video: 1,Ref: 1,,
Angelova-Atanassov,Anna,2/13/2016,U19WE,,,,Ref: 3,Ref: 1,,Ref: 1,,,,
Angelova-Atanassov,Anna,2/14/2016,JTMMF,,,,,,,Ref: 1,,,Ref: 1,
Angelova-Atanassov,Anna,2/14/2016,U19WF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1,,Video: 1,,
Angelova-Atanassov,Anna,2/15/2016,U16MF,,,Ref: 3,Ref: 3,,,,,,,
Angelova-Atanassov,Anna,10/9/2015,DV1MS,,,,Ref: 2,Ref: 1,,,,,,
Angelova-Atanassov,Anna,10/9/2015,U17WF,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Angelova-Atanassov,Anna,10/10/2015,DV1MF,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,Ref: 1,,,
Angelova-Atanassov,Anna,10/11/2015,DV1WF,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Angelova-Atanassov,Anna,10/11/2015,DV2WE,,,,Ref: 2,,,,,,,
Angelova-Atanassov,Anna,10/12/2015,U17MF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Video: 1,Video: 1,,
Angelova-Atanassov,Anna,11/14/2015,U17MS,,,Ref: 2,Ref: 3,Ref: 2,,Ref: 1,,,,
Angelova-Atanassov,Anna,11/16/2015,U17WF,,,,Ref: 3,,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,11/15/2015,U20MF,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,,
Angelova-Atanassov,Anna,11/14/2015,U20WF,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Angelova-Atanassov,Anna,11/15/2015,U20WS,,,,Ref: 3,Ref: 2,,Ref: 1,,Video: 2,,
Angelova-Atanassov,Anna,3/13/2016,DV2MF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,3/11/2016,Y10MF,,,,,,,,,,,
Angelova-Atanassov,Anna,3/14/2016,Y10WF,,,,,,Ref: 1,,,,,
Angelova-Atanassov,Anna,3/12/2016,Y12MF,,,,Ref: 1,,,,,,,
Angelova-Atanassov,Anna,3/13/2016,Y12WF,,,,,,,,,,,
Angelova-Atanassov,Anna,3/14/2016,Y14MF,,,Ref: 1,Ref: 3,Ref: 2,,,,,,
Angelova-Atanassov,Anna,3/12/2016,Y14WF,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Angelova-Atanassov,Anna,6/30/2016,D1AMS,,,,,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Angelova-Atanassov,Anna,6/30/2016,D1AWS,,,,,Ref: 2,Ref: 1,,,,,
Angelova-Atanassov,Anna,6/29/2016,DV1WS,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,Assist: 1
Angelova-Atanassov,Anna,7/5/2016,DV2MS,,,Ref: 1,Ref: 4,Ref: 3,Ref: 1,,,Assist: 1,,
Angelova-Atanassov,Anna,7/5/2016,DV2WS,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Angelova-Atanassov,Anna,7/6/2016,DV3MS,,,,Ref: 3,Ref: 1,Ref: 1,,,Assist: 1,,
Angelova-Atanassov,Anna,7/4/2016,DV3WS,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Angelova-Atanassov,Anna,7/2/2016,U16MS,,,,Ref: 5,Ref: 3,Ref: 3,Assist: 2,Assist: 1,Assist: 1,,
Angelova-Atanassov,Anna,6/29/2016,U19MS,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,,
Angelova-Atanassov,Anna,7/2/2016,U19WF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,Ref: 1,,
Angelova-Atanassov,Anna,7/1/2016,U19WS,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Angelova-Atanassov,Anna,7/3/2016,V40MS,,,,,,,Ref: 2,Ref: 1  Video: 1,,,
Angelova-Atanassov,Anna,7/1/2016,V40WF,,,,,,,Ref: 1,Video: 1  Assist: 1,Assist: 1,,Ref: 1
Angelova-Atanassov,Anna,7/3/2016,V60MF,,,,,,Ref: 3,Ref: 1,,Video: 1,,
Angelova-Atanassov,Anna,7/7/2016,Y12MS,,,,Ref: 3,Ref: 1,Ref: 1,,,Ref: 1,,
Angelova-Atanassov,Anna,7/4/2016,Y14MS,,,Ref: 2,Ref: 4,Ref: 2,,,Ref: 1,Assist: 1,,
Angelova-Atanassov,Anna,7/6/2016,Y14WF,,,Ref: 3,Ref: 2,Ref: 2,,,,,,
Arenas Gomez,Pilar,12/7/2015,DV1MS,,,,Ref: 1,Ref: 3,Ref: 1,Video: 1,,,,
Arenas Gomez,Pilar,12/5/2015,DV1WS,,,,,Ref: 1,,,,,,
Arenas Gomez,Pilar,12/5/2015,DV2MS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Arenas Gomez,Pilar,12/7/2015,DV2WS,,,,,Ref: 3,Ref: 1,,Video: 1,,,
Arenas Gomez,Pilar,12/6/2015,V50ME,,,,,Ref: 4,Ref: 1,Ref: 1,,,,
Arenas Gomez,Pilar,12/6/2015,V50WS,,,,,,Ref: 2,Ref: 3,Ref: 1  Assist: 1,Video: 1,,Assist: 1
Arenas Gomez,Pilar,1/8/2016,U20MS,,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Arenas Gomez,Pilar,1/9/2016,STMMS,,,,,,,,Ref: 1,Ref: 1,Ref: 1,
Arenas Gomez,Pilar,1/9/2016,U20WS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Arenas Gomez,Pilar,1/10/2016,DV1WE,,,,Ref: 3,Ref: 2,,,,,,
Arenas Gomez,Pilar,1/11/2016,DV1WS,,,,Ref: 2,Ref: 2,,Ref: 1,Video: 1,,,
Arenas Gomez,Pilar,2/13/2016,U16MS,,,Ref: 3,Ref: 4,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,
Arenas Gomez,Pilar,2/14/2016,U16WS,,,,Ref: 5,Ref: 3,Ref: 1,Ref: 1,Video: 1,Assist: 1,,
Arenas Gomez,Pilar,2/15/2016,U19MS,,,Ref: 4,Ref: 5,Ref: 2,Ref: 1,Ref: 1  Video: 1,,Video: 1,,Assist: 1
Arenas Gomez,Pilar,6/30/2016,D1AMS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Arenas Gomez,Pilar,7/5/2016,DV2MS,,,Ref: 1,Ref: 4,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,
Arenas Gomez,Pilar,7/5/2016,DV2WS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Arenas Gomez,Pilar,7/6/2016,DV3MS,,,,Ref: 2,,Ref: 1,,Ref: 1,,,
Arenas Gomez,Pilar,7/4/2016,DV3WS,,,,Ref: 1,Ref: 2,Ref: 2,,,Video: 1,,
Arenas Gomez,Pilar,7/3/2016,STMMS,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Arenas Gomez,Pilar,6/29/2016,U19MS,,,Ref: 1,Ref: 4,Ref: 2,Ref: 1,Ref: 1  Assist: 1,,,,
Arenas Gomez,Pilar,7/3/2016,V40MS,,,,,,,Ref: 2,Ref: 1  Video: 1,,,Assist: 1
Arenas Gomez,Pilar,7/2/2016,V50WS,,,,,,,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Video: 1
Arenas Gomez,Pilar,7/1/2016,V60MS,,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Ref: 1,,Video: 1
Arenas Gomez,Pilar,7/2/2016,V70ME,,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Assist: 1,,Video: 1
Arenas Gomez,Pilar,7/1/2016,V70MS,,,,,,,Ref: 1,Video: 1,Ref: 1,,Assist: 1
Arenas Gomez,Pilar,7/6/2016,Y10WS,,,,,,,,Ref: 1  Assist: 1,,,Video: 1
Arenas Gomez,Pilar,7/7/2016,Y12MS,,,Ref: 1,Ref: 5,Ref: 2,Ref: 1,,Ref: 1,,,
