Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Domashovetz,Greg,6/30/2016,D1AMF,,,,,Ref: 3,,,Assist: 1,,,
Domashovetz,Greg,6/29/2016,D1AWF,,,,,,,Ref: 1,Video: 1,,,
Domashovetz,Greg,6/29/2016,DV1MF,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Domashovetz,Greg,6/30/2016,DV1WF,,,,,Ref: 2,Ref: 1,Assist: 1,,,,
Domashovetz,Greg,7/3/2016,DV2WF,,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,Ref: 1
Domashovetz,Greg,7/6/2016,DV3MS,,,,Ref: 3,Ref: 2,,,Assist: 1,,,
Domashovetz,Greg,7/4/2016,DV3WS,,,,Ref: 1,Ref: 3,,Ref: 1,Ref: 1,,,
Domashovetz,Greg,7/1/2016,U19MF,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,,,
Domashovetz,Greg,7/7/2016,Y12WF,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,Video: 1,,,
Domashovetz,Greg,7/7/2016,Y14MF,,,Ref: 3,Ref: 2,Ref: 2,Ref: 1,,,,,
Domashovetz,Greg,7/4/2016,Y14MS,,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Domashovetz,Greg,7/6/2016,Y14WF,,,Ref: 2,Ref: 3,Ref: 1,,Ref: 1,,Video: 1,,
Domashovetz,Greg,3/11/2016,DV2MS,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Domashovetz,Greg,3/14/2016,Y10WF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,Ref: 1
Domashovetz,Greg,3/12/2016,Y12MF,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,,,,
Domashovetz,Greg,3/14/2016,Y14MF,,,Ref: 2,Ref: 2,Ref: 2,,,,,,
Domashovetz,Greg,3/12/2016,Y14WF,,,,Ref: 3,,Ref: 1,,,,,
Domashovetz,Greg,3/11/2016,Y14WS,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,,,
Donnelly,Devin,4/8/2016,DV1WF,,,,,,,Video: 1,Video: 1,,,
Donnelly,Devin,4/8/2016,DV3MF,,,,Ref: 1,,,,,,,
Donnelly,Devin,4/9/2016,DV1MF,,,,,,,Video: 1,Ref: 1,Video: 1,,
Donnelly,Devin,4/9/2016,DV3ME,,,,,Ref: 1,,,,,,
Donnelly,Devin,4/9/2016,VETWF,,,,,,Ref: 1,,Video: 1,,,
Donnelly,Devin,4/10/2016,V40MF,,,,,,,,Assist: 1,,,
Donnelly,Devin,4/10/2016,VETME,,,,,,,,,,,
Donnelly,Devin,4/11/2016,V50ME,,,,,,,,,,,
Donnelly,Devin,4/11/2016,VETMF,,,,,,,,Video: 1,,,Video: 1
Donnelly,Devin,6/29/2016,DV1MF,,,,Ref: 1,Ref: 2,,Video: 1,Video: 1,,,Ref: 1
Donnelly,Devin,6/30/2016,DV1WF,,,,,Ref: 1,Ref: 1,,Video: 1,,,Ref: 1
Donnelly,Devin,7/2/2016,STMMF,,,,,,Ref: 1,,Ref: 1,,,Ref: 1
Donnelly,Devin,7/1/2016,U19MF,,,,Ref: 2,Ref: 1,,,,,,
Donnelly,Devin,7/2/2016,U19WF,,,,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,
Donnelly,Devin,10/9/2015,DV2MF,,,,Ref: 1,Ref: 2,,,,,,
Donnelly,Devin,10/9/2015,U17WF,,,,,Ref: 1,,,Video: 1,Video: 1,,Video: 1
Donnelly,Devin,10/11/2015,DV1WF,,,,Ref: 3,Ref: 2,,Video: 2,Video: 1,,,Video: 1
Donnelly,Devin,10/12/2015,U17MF,,,,Ref: 4,Ref: 1,Ref: 1,,Assist: 1,,,Video: 1
Donnelly,Devin,11/13/2015,U17MF,,,Ref: 1,Ref: 1,,,,,,,
Donnelly,Devin,11/16/2015,U17WF,,,,Ref: 2,Ref: 2,Ref: 3,Video: 2,Video: 1,,,
Donnelly,Devin,11/15/2015,U20MF,,,Ref: 3,Ref: 1,Ref: 1,,Video: 1,,Ref: 1,,Video: 1
Donnelly,Devin,11/14/2015,U20WF,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1,Ref: 1  Video: 1,,,,Ref: 1
Donnelly,Devin,12/5/2015,DV1ME,,,,,,,,,,,
Donnelly,Devin,12/6/2015,DV1WF,,,,Ref: 1,Ref: 2,Ref: 2,Video: 1,Video: 1,Video: 1,,Ref: 1
Donnelly,Devin,1/8/2016,DV1MF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,,
Donnelly,Devin,1/9/2016,DV1WF,,,,Ref: 2,Ref: 1,,Video: 1,Video: 1,,,
Donnelly,Devin,1/10/2016,STMWF,,,,,,,,,,,Ref: 1
Donnelly,Devin,1/10/2016,U20MF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Ref: 1,,Video: 1
Donnelly,Devin,1/11/2016,U20ME,,,Ref: 1,Ref: 1,,,,,,,
Donnelly,Devin,1/11/2016,U20WF,,,,Ref: 1,Ref: 1,,,,,,
Donnelly,Devin,2/12/2016,U16ME,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Donnelly,Devin,2/12/2016,U16WF,,,Ref: 1,Ref: 1,,Ref: 1,Video: 1,Video: 1,Video: 1,,
Donnelly,Devin,2/13/2016,JTMWF,,,,,,,Ref: 1,,,,
Donnelly,Devin,2/13/2016,U19MF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,Video: 1
Donnelly,Devin,2/14/2016,JTMMF,,,,,,Ref: 1,Ref: 1,,,Ref: 1,
Donnelly,Devin,2/14/2016,U19WF,,,,,,,Assist: 1,Video: 1,,,
Donnelly,Devin,2/15/2016,U16MF,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,
Dreyer,Matthew,10/9/2015,DV2MF,,,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,,
Dreyer,Matthew,10/9/2015,U17WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,10/10/2015,DV1MF,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,10/10/2015,U17WS,,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,10/11/2015,DV1WF,,,,Ref: 2,,,,,,,
Dreyer,Matthew,10/11/2015,DV2WE,,,,Ref: 3,,Ref: 1,,,,,
Dreyer,Matthew,10/11/2015,STMMF,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Dreyer,Matthew,10/12/2015,DV2ME,,,,Ref: 2,Ref: 1,,,,,,
Dreyer,Matthew,10/12/2015,U17MF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,12/5/2015,DV1ME,,,,Ref: 4,,,,,,,
Dreyer,Matthew,12/4/2015,DV1MF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,12/4/2015,VETME,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Dreyer,Matthew,12/4/2015,VETWS,,,,,Ref: 2,Ref: 3,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,Assist: 1
Duell,Jacob,10/10/2015,DV2WF,,,,Ref: 3,,,,,,,
Duncan,Corwin,10/9/2015,STMWE,,,,,,,,Ref: 1,,Ref: 1,
Duncan,Corwin,10/9/2015,U17ME,,,,Ref: 2,,,Ref: 1,,,,
Duncan,Corwin,10/10/2015,DV1WE,,,,Ref: 4,Ref: 1,,,,,,
Duncan,Corwin,10/11/2015,DV1ME,,,,Ref: 2,Ref: 2,,,,,,
Duncan,Corwin,10/11/2015,DV2WE,,,,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,,,
Duncan,Corwin,10/12/2015,DV2ME,,,,Ref: 1,Ref: 1,,,,,,
Duncan,Corwin,10/12/2015,U17WE,,,,Ref: 1,Ref: 2,,,,,,
Duncan,Corwin,11/15/2015,U17ME,,,,Ref: 1,,Video: 1,Assist: 1,,Video: 1,,
Duncan,Corwin,11/14/2015,U17WE,,,,Ref: 2,,Ref: 1,,Assist: 1,,,Ref: 1
Duncan,Corwin,11/13/2015,U20ME,,,Ref: 2,,Ref: 1,,Video: 1,Ref: 1,Assist: 1,,
Duncan,Corwin,11/16/2015,U20WE,,,,Ref: 1,,Ref: 1,,,,,
Duncan,Corwin,11/15/2015,U20WS,,,,,,,,,,,
Duncan,Corwin,11/16/2015,Y14ME,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Duncan,Corwin,11/15/2015,Y14MS,,,,Ref: 2,,Ref: 1,,,,,
Duncan,Corwin,12/5/2015,DV1ME,,,,Ref: 2,,,,,,,
Duncan,Corwin,12/4/2015,DV1WE,,,,Ref: 1,Ref: 2,,,,,,
Duncan,Corwin,12/7/2015,DV2ME,,,,Ref: 1,Ref: 1,,,,,,
Duncan,Corwin,12/6/2015,DV2WE,,,,Ref: 3,Ref: 1,,Ref: 1,Ref: 1,,,Assist: 1
Duncan,Corwin,12/6/2015,V50ME,,,,,Ref: 3,Ref: 1,,Ref: 1,Assist: 1,,
Duncan,Corwin,12/7/2015,V50WE,,,,,,Ref: 2,,Ref: 1  Assist: 1,Video: 1,,
Duncan,Corwin,12/4/2015,VETME,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Duncan,Corwin,12/5/2015,VETWE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Duncan,Corwin,1/8/2016,U20WE,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Duncan,Corwin,1/9/2016,DV1ME,,,Ref: 3,Ref: 2,,,,,,,
Duncan,Corwin,1/10/2016,STMME,,,,,,Ref: 2,,Ref: 1,Ref: 1,,
Duncan,Corwin,1/11/2016,U20ME,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,Assist: 1,,,
Duncan,Corwin,4/9/2016,DV3ME,,,,Ref: 1,,,,,Assist: 1,,Ref: 1
Duncan,Corwin,4/9/2016,VTMME,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Duncan,Corwin,4/10/2016,VETME,,,,Ref: 2,Ref: 2,,Ref: 1,,Ref: 1,,
Duncan,Corwin,6/29/2016,D1AME,,,,Ref: 2,Ref: 2,,Ref: 1,,,,
Duncan,Corwin,6/30/2016,D1AWE,,,,Ref: 1,Ref: 1,,,,,,
Duncan,Corwin,6/30/2016,DV1ME,,,,,Ref: 2,,,,,,
Duncan,Corwin,7/3/2016,DV2ME,,,Ref: 1,Ref: 2,,Ref: 1,,Video: 1,,,Ref: 1
Duncan,Corwin,7/5/2016,DV2WE,,,,Ref: 2,Ref: 1,Ref: 1,,,,,Video: 1
Duncan,Corwin,7/6/2016,DV3WE,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Duncan,Corwin,7/4/2016,U16ME,,,,Ref: 1  Video: 1,Ref: 2,Ref: 1,,Video: 1,Ref: 1,,
Duncan,Corwin,6/29/2016,U19WE,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
Duncan,Corwin,7/7/2016,Y12ME,,,,Ref: 2,Ref: 2,,,,,,
Duncan,Corwin,7/7/2016,Y12WE,,,,Ref: 2,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,
Duncan,Corwin,7/6/2016,Y14ME,,,Ref: 2,Ref: 3,,Ref: 1,,Assist: 1,Video: 1,,
Duncan,Corwin,7/4/2016,Y14WE,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,,,,,
Durand,Leandro,4/9/2016,DV3ME,,,,,Ref: 1,,,,,,
Durand,Leandro,4/9/2016,V60WE,,,,,,Ref: 2,Ref: 2,Ref: 1  Assist: 1,Ref: 1,,Assist: 1
Durand,Leandro,4/10/2016,DV3WF,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Durand,Leandro,4/10/2016,V70MF,,,,,,Ref: 1,Ref: 2,,,,
Durand,Leandro,4/11/2016,V40ME,,,,,,Ref: 2,Ref: 2,Ref: 1  Video: 1,Assist: 1,,Assist: 1
El Ghamrawy,Alia,11/15/2015,U17ME,,,,Ref: 2,Ref: 1,,Ref: 1,,,,
El Ghamrawy,Alia,11/14/2015,U17WE,,,,Ref: 2,Ref: 1,,Ref: 1,Video: 1,Ref: 1,,
El Ghamrawy,Alia,11/13/2015,U20ME,,,Ref: 1,Ref: 1,Ref: 1,,,,,,
El Ghamrawy,Alia,11/16/2015,U20WE,,,,Ref: 1,,,,,,,
El Ghamrawy,Alia,11/16/2015,Y14ME,,,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,Assist: 1
El Ghamrawy,Alia,11/15/2015,Y14WE,,,,,Ref: 2,Ref: 1,,Ref: 1,,,
El Naggar,Bassel,1/8/2016,U20MS,,,,Ref: 4,Ref: 1,Ref: 1,Video: 1,,Ref: 1,,
El Naggar,Bassel,1/9/2016,U20WS,,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
El Naggar,Bassel,1/10/2016,DV1MS,,,,Ref: 4,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1
El Naggar,Bassel,1/11/2016,DV1WS,,,,Ref: 2,Ref: 2,Ref: 2,Ref: 1,Video: 1,Ref: 1,,Ref: 1
ElBakry,Samir,4/8/2016,DV1ME,,,,,,,,,,,
ElBakry,Samir,4/8/2016,VTMWE,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
ElBakry,Samir,4/9/2016,DV3ME,,,,,,,,,,,
ElBakry,Samir,4/9/2016,V60MS,,,,,,,Ref: 2,Video: 1  Assist: 1,Assist: 1,,
ElBakry,Samir,4/10/2016,DV1MS,,,,,Ref: 1,Ref: 1,Video: 1,,,,
ElBakry,Samir,4/10/2016,VETWS,,,,,,,,Video: 1,Video: 1,,
ElBakry,Samir,4/11/2016,DV1WS,,,,,,Ref: 1,Video: 1,,,,
ElBakry,Samir,1/10/2016,DV1MS,,,,,,,Ref: 1,,,,
ElBakry,Samir,1/10/2016,U20MF,,,,,,,,,,,
El Naggar,Bassel,6/30/2016,D1AMS,,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,Ref: 1
El Naggar,Bassel,6/30/2016,D1AWS,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
El Naggar,Bassel,7/1/2016,DV1MS,,,,Ref: 1,Ref: 2,Ref: 2,Video: 1,,Ref: 1,,Video: 1
El Naggar,Bassel,6/29/2016,DV1WS,,,,,,,Video: 1,Video: 1,,,Ref: 1
El Naggar,Bassel,7/5/2016,DV2MF,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
El Naggar,Bassel,7/6/2016,DV3MS,,,,Ref: 3,Ref: 1,Ref: 1,,,Ref: 1,,
El Naggar,Bassel,7/5/2016,DV3WF,,,,Ref: 1,Ref: 1,,,,,,
El Naggar,Bassel,7/2/2016,U16MS,,,,Ref: 5,Ref: 4,Ref: 2,Ref: 1,Ref: 1,,,
El Naggar,Bassel,7/4/2016,U16WF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,Video: 1
El Naggar,Bassel,6/29/2016,U19MS,,,Ref: 1,Ref: 2,Ref: 2,,,,,,
El Naggar,Bassel,7/1/2016,U19WS,,,,Ref: 2,Ref: 1,,,,,,
El Naggar,Bassel,7/2/2016,V40MF,,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,,
El Naggar,Bassel,7/3/2016,V50MS,,,,,,Ref: 3,Ref: 1,Ref: 1  Video: 1,Ref: 1,,Video: 1
El Naggar,Bassel,7/3/2016,V60MF,,,,,,,,,Ref: 1,,
El Naggar,Bassel,7/3/2016,V70MF,,,,,,,,Video: 1,,,
El Naggar,Bassel,7/7/2016,Y12MS,,,Ref: 1,Ref: 4,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
El Naggar,Bassel,7/7/2016,Y14WS,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,Ref: 1
Elsissy,Ziad,2/13/2016,U19MF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Elsissy,Ziad,2/14/2016,U16WS,,,,Ref: 7,,Ref: 1,Ref: 1  Video: 1,Video: 1,,,
Elsissy,Ziad,2/15/2016,U19MS,,,Ref: 2,Ref: 4,,Ref: 3,Ref: 1,,,,
England,Timothy,3/12/2016,14TMME,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
England,Timothy,3/14/2016,DV2ME,,,,Ref: 1,Ref: 2,Ref: 2,,,,,
England,Timothy,3/13/2016,DV2WE,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
England,Timothy,3/11/2016,DV2WF,,,,,,,,,,,
England,Timothy,3/12/2016,Y10ME,,,,,,Ref: 2,Ref: 1,Ref: 1,,,
England,Timothy,3/11/2016,Y12ME,,,,Ref: 1,Ref: 2,,Ref: 1,,,,
England,Timothy,3/13/2016,Y14ME,,,,Ref: 3,Ref: 1,,,,Ref: 1,,
England,Timothy,3/14/2016,Y14WE,,,,Ref: 1,Ref: 3,Ref: 1,,Ref: 1,,,
Engstrom,Stefanie,10/9/2015,DV2MF,,,,Ref: 2,Ref: 1,,,,,,
Engstrom,Stefanie,10/9/2015,U17ME,,,,,Ref: 1,,,Video: 1,,,
Engstrom,Stefanie,10/10/2015,DV1WE,,,,Ref: 3,Ref: 2,,,,,,
Engstrom,Stefanie,10/11/2015,DV1ME,,,Ref: 4,Ref: 3,,,,,,,
Engstrom,Stefanie,10/12/2015,DV2ME,,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,,,
Engstrom,Stefanie,1/8/2016,U20WE,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Ref: 1,,,
Engstrom,Stefanie,1/9/2016,DV1ME,,,,Ref: 2,Ref: 1,,,,,,
Engstrom,Stefanie,1/9/2016,DV1WF,,,,,,,Assist: 1,,,,
Engstrom,Stefanie,1/10/2016,DV1WE,,,,Ref: 3,,,,,,,
Engstrom,Stefanie,1/11/2016,U20ME,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Etchell,Thomas,3/11/2016,14TMMF,,,,,,,Ref: 1,Ref: 1,Ref: 1,,
Etchell,Thomas,3/14/2016,DV2ME,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 2,,Ref: 1,,
Etchell,Thomas,3/13/2016,DV2MF,,,,Ref: 2,Ref: 1,,,,,,
Etchell,Thomas,3/11/2016,DV2WF,,,,,,,,,,,
Etchell,Thomas,3/12/2016,Y12MF,,,,Ref: 4,Ref: 3,Ref: 1,Ref: 1,,,,
Etchell,Thomas,3/13/2016,Y12WF,,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Etchell,Thomas,3/14/2016,Y14WE,,,,,Ref: 1,Ref: 1,,,,,
Etchell,Thomas,3/12/2016,Y14WF,,,,Ref: 2,Ref: 1,,,,,,
Evanyk,Nelly,11/15/2015,U17ME,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,,
Evanyk,Nelly,11/13/2015,U17MF,,,Ref: 1,Ref: 2,Ref: 1,Ref: 2,,,,,
Evanyk,Nelly,11/16/2015,U17WF,,,,Ref: 3,,,,Ref: 1,,,
Evanyk,Nelly,11/15/2015,U20MF,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,,,
Evanyk,Nelly,11/16/2015,U20WE,,,,Ref: 2,,,,,,,
Evanyk,Nelly,11/14/2015,U20WF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 2,,,,,
Evanyk,Nelly,11/14/2015,Y14MF,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,
Evanyk,Nelly,11/13/2015,Y14WF,,,,,Ref: 2,Ref: 1,Ref: 1,,,,
Evanyk,Nelly,12/4/2015,DV1MF,,,,Ref: 2,Ref: 1,,Video: 1,,,,
Evanyk,Nelly,12/6/2015,DV1WF,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,,,
Evanyk,Nelly,12/6/2015,DV2MF,,,,,,,,,,,
Evanyk,Nelly,12/5/2015,V40WF,,,,,,,,,,,
Evanyk,Nelly,12/5/2015,V70WF,,,,,,,,Ref: 1  Video: 1,Ref: 1,,Video: 1
Evanyk,Nelly,12/4/2015,VETME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Evanyk,Nelly,12/5/2015,VETMF,,,,,Ref: 4,Ref: 1,Ref: 1,,,,
Evanyk,Nelly,12/5/2015,VETWE,,,,,Ref: 3,,Ref: 1,,,,
Fadel,Abbas,10/9/2015,DV1MS,,,,,,Ref: 1,Video: 1,Video: 1,,,
Fadel,Abbas,10/9/2015,U17WF,,,,Ref: 2,Ref: 1,,,,,,
Fadel,Abbas,10/10/2015,DV2MS,,,,Ref: 3,Ref: 2,,Ref: 1,,,,
Fadel,Abbas,10/10/2015,U17WS,,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,
Fadel,Abbas,10/11/2015,DV1WF,,,,Ref: 1,,,,,,,
Fadel,Abbas,10/11/2015,DV2WS,,,,,,,,,,,Ref: 1
Fadel,Abbas,10/11/2015,STMMF,,,,,,Ref: 1,Ref: 2,Ref: 1,,,
Fadel,Abbas,10/12/2015,DV2ME,,,,Ref: 1,,,,,,,
Fadel,Abbas,10/12/2015,U17WE,,,,,,,Ref: 1,Video: 1,,,
Fadel,Abbas,11/14/2015,U17MS,,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Video: 1,,,
Fadel,Abbas,11/13/2015,U17WS,,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Fadel,Abbas,11/16/2015,U20MS,,,Ref: 2,Ref: 4,Ref: 2,,Ref: 1,,,,
Fadel,Abbas,11/14/2015,U20WF,,,,,,,,,,,
Fadel,Abbas,11/15/2015,U20WS,,,,Ref: 1,Ref: 1,Ref: 2,,Ref: 1,,,
Fadel,Abbas,11/15/2015,Y14MS,,,,Ref: 2,Ref: 2,,,,,,Video: 1
Fadel,Abbas,11/14/2015,Y14WS,,,,Ref: 1,Ref: 4,Ref: 1,,,Ref: 1,,
Fadel,Abbas,12/5/2015,DV1ME,,,,,,,,,,,
Fadel,Abbas,12/4/2015,DV1MF,,,,Ref: 1,,Ref: 1,,Ref: 1,Video: 1,,
Fadel,Abbas,12/7/2015,DV1MS,,,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,,,
Fadel,Abbas,12/5/2015,DV1WS,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Fadel,Abbas,12/6/2015,DV2MF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Fadel,Abbas,12/5/2015,DV2MS,,,,Ref: 1,Ref: 2,Ref: 1,,Ref: 1,,,
Fadel,Abbas,12/4/2015,DV2WF,,,,,Ref: 3,Ref: 1,Ref: 2,,Ref: 1,,
Fadel,Abbas,12/7/2015,DV2WS,,,,,Ref: 2,Ref: 1,,,,,
Fadel,Abbas,12/6/2015,V50WS,,,,,,,,Ref: 1  Video: 1,Assist: 1,,
Fadel,Abbas,1/8/2016,DV1MF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Fadel,Abbas,1/8/2016,U20MS,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,
Fadel,Abbas,1/9/2016,DV1ME,,,Ref: 2,Ref: 1,Ref: 1,,,,,,
Fadel,Abbas,1/9/2016,DV1WF,,,,Ref: 2,,,,,,,
Fadel,Abbas,1/10/2016,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Fadel,Abbas,1/10/2016,U20MF,,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,,,
Fadel,Abbas,1/11/2016,DV1WS,,,,,,,Video: 1,Video: 1,,,
Fadel,Abbas,1/11/2016,U20WF,,,,Ref: 2,,,,,,,
Fadel,Abbas,2/12/2016,U16ME,,,Ref: 1,Ref: 1,,,,,,,
Fadel,Abbas,2/12/2016,U16WF,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,Assist: 1,,,
Fadel,Abbas,2/13/2016,U19MF,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,,
Fadel,Abbas,2/13/2016,U19WE,,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,,,,
Fadel,Abbas,2/14/2016,JTMWE,,,,,,Ref: 1,,,,,
Fadel,Abbas,2/14/2016,U19ME,,,Ref: 2,Ref: 2,,,,,,,
Fadel,Abbas,2/14/2016,U19WF,,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1,Video: 1,,,
Fadel,Abbas,2/15/2016,U16MF,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1,,,,
Fadel,Abbas,3/11/2016,DV2MS,,,,,,,Ref: 1,,,,
Fadel,Abbas,3/13/2016,Y12MS,,,,,Ref: 1,,,,,,
Fadel,Abbas,3/13/2016,Y12WF,,,,,,,,,,,
Fadel,Abbas,3/14/2016,Y12WS,,,,,Ref: 2,Ref: 1,,Ref: 1,,,Ref: 1
Fadel,Abbas,3/14/2016,Y14WE,,,,,Ref: 1,,,,,,
Fadel,Abbas,4/8/2016,DV1ME,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,,,,
Fadel,Abbas,4/9/2016,DV3WS,,,,,Ref: 2,Ref: 1,,,,,
Fadel,Abbas,4/9/2016,V50MS,,,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1  Video: 1,Video: 1,,
Fadel,Abbas,4/9/2016,V70MS,,,,,,,,Ref: 1,,,
Fadel,Abbas,4/10/2016,DV3WF,,,,,Ref: 4,Ref: 2,,,,,
Fadel,Abbas,4/10/2016,V50MF,,,,,,,,,,,
Fadel,Abbas,4/10/2016,V70MF,,,,,,,Ref: 1,Ref: 1,,,
Fadel,Abbas,4/11/2016,V50WF,,,,,,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1,,
Fadel,Abbas,4/11/2016,VETWE,,,,,,Ref: 1,,,,,
Fadel,Abbas,6/29/2016,DV1MF,,,,,Ref: 1,Ref: 1,,Ref: 1,,,
Fadel,Abbas,7/1/2016,DV1MS,,,,,,,,,,,
Fadel,Abbas,7/1/2016,DV1WE,,,,,,,,,,,
Fadel,Abbas,6/30/2016,DV1WF,,,,,Ref: 2,Ref: 1,,Video: 1,,,Video: 1
Fadel,Abbas,7/1/2016,U19WS,,,,,,,,,,,
Fadel,Abbas,7/1/2016,V60MS,,,,,,,,Ref: 1  Video: 1,,,
Fadel,Abbas,7/3/2016,V60WS,,,,,,,,,,,
Fayez,Ahmed,4/8/2016,DV3MF,,,,,Ref: 2,,,,,,
Fayez,Ahmed,4/8/2016,DV3WE,,,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,,,
Fayez,Ahmed,4/9/2016,DV3ME,,,,,Ref: 1,Ref: 1,,,,,
Fayez,Ahmed,4/9/2016,V60WE,,,,,,Ref: 2,Ref: 3,Ref: 1  Assist: 1,Assist: 1,,Ref: 1
Fayez,Ahmed,4/10/2016,DV3WF,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Fayez,Ahmed,4/10/2016,V50MF,,,,,,Ref: 1,,Assist: 1,,,
Fayez,Ahmed,4/11/2016,V60ME,,,,,Ref: 2,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,
Fayez,Ahmed,7/3/2016,DV2ME,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1,,,,,
Fayez,Ahmed,7/5/2016,DV2WE,,,,Ref: 2,Ref: 1,,,,,,
Fayez,Ahmed,7/3/2016,DV2WF,,,,,,,,,,,
