Last Name,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128 ,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Lendes-Panegue,Juan,2/16/2025,U20MS,Ref: 2,,,Ref: 7,Ref: 4,,Ref: 2,,Ref: 1,Ref: 1,,,
Lendes-Panegue,Juan,2/17/2025,U17MS,Ref: 2,,,Ref: 6,Ref: 4,,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,
Lendes-Panegue,Juan,3/7/2025,U16MS,Ref: 2,,,Ref: 3,Ref: 3,,Ref: 2,Ref: 2,,,,,
Lendes-Panegue,Juan,3/7/2025,Y12MF,Ref: 1,,,Ref: 3,,,Ref: 1,Ref: 1,,,,,
Lendes-Panegue,Juan,3/8/2025,Y10MF,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Lendes-Panegue,Juan,3/8/2025,Y12WS,,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,,,,,
Lendes-Panegue,Juan,3/8/2025,Y14WF,Ref: 1,,,Ref: 2,Ref: 2,,,,Ref: 1,,,,
Lendes-Panegue,Juan,3/9/2025,Y12MS,Ref: 1,,,Ref: 6,Ref: 5,,Ref: 1,Ref: 1,,,,,
Lendes-Panegue,Juan,3/9/2025,Y14MF,Ref: 2,,,,,,,,Ref: 1,,,,
Lendes-Panegue,Juan,3/10/2025,U16MF,Ref: 2,,,Ref: 3,Ref: 3,,Ref: 1,Ref: 1,Ref: 1  Video: 1,Ref: 1,,,
Lendes-Panegue,Juan,4/11/2025,U19MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Lendes-Panegue,Juan,4/11/2025,V60MS,,,,,,,,,,Ref: 1  Video: 1,,,
Lendes-Panegue,Juan,4/11/2025,V80MS,Ref: 1,,,,,,,,,,Ref: 1  Video: 1,,Ref: 1
Lendes-Panegue,Juan,4/12/2025,V40MF,Ref: 1,,,,,,,,,,,,
Lendes-Panegue,Juan,4/12/2025,V50MF,,,,,,,Ref: 2,Ref: 2,Ref: 2,,Ref: 1,,Video: 1
Lendes-Panegue,Juan,4/12/2025,V50WF,Ref: 1,,,,,,,,Ref: 1,Video: 1,Ref: 1,,
Lendes-Panegue,Juan,4/13/2025,U19MS,,,,Ref: 2,Ref: 3,,Ref: 1,Ref: 1,Ref: 1,,,,
Lendes-Panegue,Juan,4/13/2025,U19WE,Ref: 1,,,,,,,,,,,,
Lendes-Panegue,Juan,4/13/2025,VETMF,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Lendes-Panegue,Juan,4/14/2025,JTMMS,,,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Lendes-Panegue,Juan,4/14/2025,VETWS,Ref: 1,,,,,,Ref: 2,Ref: 2,Ref: 1,,Video: 1,,
Lendes-Panegue,Juan,5/16/2025,U19MF,, , , ,Ref: 1, ,Ref: 1, , , , , , 
Lendes-Panegue,Juan,5/16/2025,U19MS,Ref: 2, , , ,Ref: 2, ,Ref: 1,Ref: 1, , , , , 
Lendes-Panegue,Juan,5/17/2025,U16MF,Ref: 1, , , , , , , , , , , , 
Lendes-Panegue,Juan,5/17/2025,U19WE,, , , ,Ref: 2, , , , , , , , 
Lendes-Panegue,Juan,5/18/2025,U19WS,Ref: 2, , , ,Ref: 5, ,Ref: 4,Ref: 2, , , , ,Ref: 1
Lendes-Panegue,Juan,6/28/2025,U19MS,Ref: 2,,,,,,,,,,,,
Lendes-Panegue,Juan,6/29/2025,U19MF,Ref: 1,,,Ref: 3,Ref: 2,,,,,,,,
Lendes-Panegue,Juan,6/29/2025,U19WS,Ref: 2,,,Ref: 3,Ref: 2,,Ref: 2,,,,,,
Lendes-Panegue,Juan,6/30/2025,U19WF,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Lendes-Panegue,Juan,7/1/2025,D1AMS,Ref: 2,,,,,,,,,,,,
Lendes-Panegue,Juan,7/2/2025,U16MF,Ref: 1,,,Ref: 4,Ref: 2,,Ref: 1,Ref: 1,,,,,
Lendes-Panegue,Juan,7/2/2025,U16WF,Ref: 1,,,Ref: 2,Ref: 1,,,Ref: 1,Video: 1,Ref: 1,,,
Lendes-Panegue,Juan,7/3/2025,D1AMF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
