Last Name,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Becker,Dylan,12/12/2022,DV1MS,Ref: 1, , ,Ref: 4, ,Ref: 1,Ref: 1,Ref: 1, , ,, 
Becker,Dylan,12/12/2022,U20WE,Ref: 1, , ,Ref: 2, , ,Ref: 1, , , ,, 
Becker,Dylan,1/6/2023,V60WS,Ref: 1, , , , , , , , , , , 
Becker,Dylan,1/6/2023,V70WS, , , , , , , ,Ref: 2,Ref: 1  Video: 1,Ref: 1, , 
Becker,Dylan,1/7/2023,DV1MS,Ref: 2, ,Ref: 3,Ref: 3, ,Ref: 2, ,Ref: 1, , , , 
Becker,Dylan,1/7/2023,U20WS, , , , , ,Ref: 3,Ref: 1,Ref: 1, , , , 
Becker,Dylan,1/8/2023,DV1WS,Ref: 2, , ,Ref: 4, ,Ref: 1,Ref: 1,Video: 1, ,Ref: 1, , 
Becker,Dylan,1/8/2023,VETMS,Ref: 2, , , , ,Ref: 1,Ref: 2,Ref: 1, ,Ref: 1, , 
Becker,Dylan,1/9/2023,U20MS,Ref: 2, ,Ref: 3,Ref: 1, ,Ref: 2,Ref: 1,Ref: 1, , , , 
Becker,Dylan,1/9/2023,V60MS,Ref: 1, , , , ,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Video: 1, , 
Becker,Dylan,2/17/2023,U17MS,Ref: 2, ,Ref: 3,Ref: 3, ,Ref: 1,Ref: 1,Ref: 1, ,Video: 1, , 
Becker,Dylan,2/18/2023,JTMWS, , , , , , , ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Becker,Dylan,2/18/2023,U20MS,Ref: 2, ,Ref: 6,Ref: 4, , ,Ref: 2, ,Ref: 1, , , 
Becker,Dylan,2/19/2023,JTMMS, , , , , , ,Ref: 1,Ref: 1, , , , 
Becker,Dylan,2/19/2023,U20WS,Ref: 2, ,Ref: 2,Ref: 4, ,Ref: 2,Ref: 1,Ref: 1,Ref: 1, , , 
Becker,Dylan,2/20/2023,U17WS,Ref: 2, ,Ref: 2,Ref: 4, ,Ref: 3,Ref: 1,Ref: 1,Ref: 1, , , 
Becker,William,12/9/2022,U20WS,Ref: 2, ,Ref: 4,Ref: 4, ,Ref: 4,Ref: 3,Ref: 1  Video: 1,Ref: 1,Ref: 1,,Ref: 1
Becker,William,12/10/2022,DV1WS,Ref: 2, , , , , , ,Video: 1,Video: 1, ,, 
Becker,William,12/10/2022,U17MS,Ref: 2, , ,Ref: 1, ,Ref: 3,Ref: 2,Video: 2,Ref: 1,Video: 1,,Video: 1
Becker,William,12/11/2022,U17WS,Ref: 1, , ,Ref: 6, ,Ref: 2,Ref: 1,Video: 1,Video: 1, ,, 
Becker,William,2/17/2023,U17MS,Ref: 2, , , , , , ,Ref: 1, , , , 
Becker,William,2/18/2023,U20MS,Ref: 2, , , , , , ,Video: 1, ,Video: 1, , 
Becker,William,4/21/2023,DV1MS,Ref: 2,, ,Ref: 5, ,Ref: 3,Ref: 1, ,Ref: 1,Video: 1, , 
Becker,William,4/22/2023,DV1WS,Ref: 1,, ,Ref: 1, ,Ref: 3,Ref: 2,Video: 1,Video: 1, , , 
Becker,William,4/22/2023,U19MS,Ref: 2,,Ref: 3,Ref: 4, ,Ref: 2,Ref: 1,Video: 1, , , , 
Becker,William,6/2/2023,U16MS,Ref: 1,, ,Ref: 5, ,Ref: 2, , , , , ,Video: 1
Becker,William,6/2/2023,U16WS,Ref: 1,, ,Ref: 3, ,Ref: 4,Ref: 3,Ref: 1, ,Ref: 1, ,Video: 1
Becker,William,6/3/2023,DV2WS,Ref: 2,, ,Ref: 3, ,Ref: 3,Ref: 2,Ref: 1, ,Ref: 1, ,Video: 1
Becker,William,6/3/2023,U19MS,Ref: 2,,Ref: 3,Ref: 5, ,Ref: 3,Ref: 1,Ref: 2, , , , 
Becker,William,6/4/2023,DV2MS,Ref: 2,, ,Ref: 6, ,Ref: 4,Ref: 2,Ref: 1,Ref: 1, , , 
Becker,William,6/4/2023,U19WS,Ref: 2,, ,Ref: 7, ,Ref: 3,Ref: 3,Ref: 1,Ref: 1,Ref: 1, ,Video: 1
Becker,William,6/30/2023,U19MS,Ref: 2, ,Ref: 6,Ref: 1,,Ref: 2,Ref: 2,Video: 1, ,Video: 1, ,Ref: 1
Becker,William,7/1/2023,DV1MS, , , , ,, , , , ,Video: 1, , 
Becker,William,7/6/2023,VTMWS, , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Becker,William,7/6/2023,Y14MS, , ,Ref: 1,Ref: 1,, , , , , , , 
Becker,William,7/7/2023,DV2MS,Ref: 2, ,Ref: 2,Ref: 5,,Ref: 1,Ref: 1,Ref: 2, , , , 
Becker,William,7/7/2023,Y14WS,Ref: 1, ,Ref: 1,Ref: 1,, , , , , , , 
Becker,William,7/9/2023,Y12WS,Ref: 2, , ,Ref: 4,,Ref: 3,Ref: 1, , , , , 
Belanich,Susan,1/6/2023,V70ME,Ref: 1, , , , , , ,Ref: 1,Ref: 1, , , 
Belanich,Susan,1/6/2023,VETWE,Ref: 1, , , , , , , ,Video: 1, , , 
Belanich,Susan,1/7/2023,VETME,Ref: 1, , ,Ref: 2, ,Ref: 1,Ref: 2, , , , , 
Belanich,Susan,1/8/2023,DV1ME,Ref: 1, ,Ref: 2,Ref: 2, ,Ref: 1,Ref: 1,Video: 1, ,Video: 1, , 
Belanich,Susan,1/9/2023,DV1WE,Ref: 1, , ,Ref: 2, , ,Ref: 1,Video: 1, ,Video: 1, ,Ref: 1
Belanich,Susan,4/21/2023,DV1ME,Ref: 1,,Ref: 1,Ref: 2, , ,Ref: 2,Ref: 1, , , ,Ref: 1
Belanich,Susan,4/22/2023,DV1WE,Ref: 1,, ,Ref: 1, ,Ref: 1,Ref: 1, ,Video: 1, , , 
Belanich,Susan,4/23/2023,U19ME,Ref: 1,, ,Ref: 1, ,Ref: 1,Ref: 1,Video: 1, ,Video: 1, , 
Belanich,Susan,4/23/2023,VETME, ,, ,Ref: 2, ,Ref: 2, ,Ref: 1, , , , 
Belanich,Susan,4/24/2023,VETWE,Ref: 1,, , , , , , ,Ref: 1,Video: 1, , 
Belanich,Susan,7/4/2023,D1AME,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1,Ref: 1, , , , ,Video: 1
Belanich,Susan,7/4/2023,VTMME, , , , ,, ,Ref: 1,Ref: 1, , , , 
Belanich,Susan,7/5/2023,Y14WE,Ref: 1, ,Ref: 3,Ref: 1,, ,Ref: 1, , ,Video: 1, ,Video: 1
Belanich,Susan,7/7/2023,Y12WE,Ref: 1, , , ,, , ,Ref: 1, , , ,Video: 1
Belanich,Susan,7/8/2023,Y10WE,Ref: 1, , , ,, , ,Ref: 1, ,Video: 1, , 
Belanich,Susan,7/8/2023,Y12ME,Ref: 1, , , ,, , ,Ref: 1, , , , 
Bellantoni,Ralph,12/9/2022,DV1WF,Ref: 1, , , , ,Ref: 1, , , , ,, 
Bellantoni,Ralph,12/9/2022,U17MF,Ref: 1, ,Ref: 2,Ref: 1, ,Ref: 1, , , , ,, 
Bellantoni,Ralph,12/10/2022,DV1WS,Ref: 2, , , , , , , , , ,, 
Bellantoni,Ralph,12/10/2022,U20MF,Ref: 2, , ,Ref: 3, ,Ref: 1, , , , ,, 
Bellantoni,Ralph,12/11/2022,DV1MF,Ref: 1, , , , , , , , , ,, 
Bellantoni,Ralph,12/11/2022,U17WF,Ref: 1, , ,Ref: 3, ,Ref: 1,Ref: 2,Video: 1,Video: 1, ,, 
Bellantoni,Ralph,12/12/2022,U20WE,Ref: 1, , ,Ref: 1, ,Ref: 1, , , , ,, 
Bellantoni,Ralph,12/12/2022,U20WF,Ref: 2, , , , , , , , , ,, 
Bellantoni,Ralph,3/3/2023,U16ME,Ref: 1,,Ref: 2,Ref: 2, ,Ref: 1, , , , , , 
Bellantoni,Ralph,3/3/2023,Y10WE,Ref: 1,, , , ,Ref: 2,Ref: 1, , ,Ref: 1, , 
Bellantoni,Ralph,3/4/2023,Y12MF,Ref: 1,,Ref: 1,Ref: 2, ,Ref: 2, , , , , , 
Bellantoni,Ralph,3/4/2023,Y14WF,Ref: 1,,Ref: 3,Ref: 2, ,Ref: 1, , , , , , 
Bellantoni,Ralph,3/5/2023,Y12ME,Ref: 1,,Ref: 3,Ref: 2, ,Ref: 1,Ref: 1, , ,Ref: 1, , 
Bellantoni,Ralph,3/5/2023,Y14WE,Ref: 1,,Ref: 3,Ref: 4, , , , , , , , 
Bellantoni,Ralph,3/6/2023,Y10ME,Ref: 1,, ,Ref: 2, ,Ref: 1, , , ,Ref: 1, , 
Bellantoni,Ralph,4/22/2023,STMME, ,, , , , ,Ref: 1,Ref: 1, ,Ref: 1, , 
Bellantoni,Ralph,4/22/2023,U19WF,Ref: 1,, ,Ref: 1, ,Ref: 1, , , , , , 
Bellantoni,Ralph,4/23/2023,U19ME,Ref: 1,,Ref: 2,Ref: 2, ,Ref: 1, ,Ref: 1, , , , 
Bellantoni,Ralph,4/24/2023,V50WS,Ref: 1,, , , , , , , , , , 
Bellantoni,Ralph,4/24/2023,V70ME, ,, , , , ,Ref: 2,Ref: 1, ,Ref: 1, , 
Bellantoni,Ralph,4/24/2023,V70WS,Ref: 1,, , , , , ,Ref: 2,Ref: 1  Video: 1,Ref: 1, , 
Bellantoni,Ralph,6/30/2023,D1AWE,Ref: 1, , ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Bellantoni,Ralph,6/30/2023,DV1ME,Ref: 1, , ,Ref: 2,,Ref: 1, , , , , , 
Bellantoni,Ralph,7/1/2023,STMWF, , , , ,, , , ,Ref: 1,Ref: 1, , 
Bellantoni,Ralph,7/1/2023,U19MF,Ref: 1, ,Ref: 3,Ref: 1,, , , , , , , 
Bellantoni,Ralph,7/2/2023,U16WE,Ref: 1, ,Ref: 2,Ref: 2,,Ref: 1, ,Video: 1,Ref: 1, , , 
Bellantoni,Ralph,7/2/2023,U19ME,Ref: 1, , , ,, , , , , , , 
Bellantoni,Ralph,7/3/2023,V50ME,Ref: 1, , , ,,Ref: 2,Ref: 2,Ref: 1,Ref: 1  Video: 1, , , 
Bellantoni,Ralph,7/3/2023,V60ME,Ref: 1, , , ,,Ref: 3,Ref: 2, , ,Ref: 1, , 
Bellantoni,Ralph,7/4/2023,U16MF,Ref: 1, , , ,, , , , , , , 
Bellantoni,Ralph,7/4/2023,U16WF,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Bellantoni,Ralph,7/4/2023,V40WF,Ref: 1, , , ,, , ,Ref: 1,Ref: 1  Video: 1, , , 
Bellantoni,Ralph,7/5/2023,DV2ME, , , , ,,Ref: 1,Ref: 1, , , , , 
Bellantoni,Ralph,7/5/2023,V70MF, , , , ,, ,Ref: 1,Ref: 1,Video: 1,Ref: 1, , 
Bellantoni,Ralph,7/5/2023,VTMWF, , , , ,, , ,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Bellantoni,Ralph,7/6/2023,DV3MF,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Bellantoni,Ralph,7/6/2023,Y14WF,Ref: 1, ,Ref: 2, ,, , , , , , , 
Bellantoni,Ralph,7/7/2023,DV2WF,Ref: 1, , ,Ref: 1,,Ref: 1, , , , , , 
Bellantoni,Ralph,7/8/2023,DV2MF,Ref: 1, ,Ref: 1, ,, , , , , , , 
Bellantoni,Ralph,7/8/2023,Y12ME,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Bellantoni,Ralph,7/9/2023,Y10ME,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Benson,Jerry,10/7/2022,DV1WE,Ref: 1, , ,Ref: 3, ,Ref: 1, , ,Video: 1, , , 
Benson,Jerry,10/8/2022,U17ME,Ref: 1, , , , , , , , , , , 
Benson,Jerry,10/9/2022,U17WE,Ref: 1, , , , , , , , , , , 
Benson,Jerry,10/9/2022,Y14ME,Ref: 1, , , , , , , , , , , 
Benson,Jerry,10/10/2022,DV1ME,Ref: 1, , , ,Ref: 1,Ref: 1, , , , , , 
Benson,Jerry,12/9/2022,DV1ME,Ref: 1, ,Ref: 1,Ref: 1, , , , , , ,, 
Benson,Jerry,12/9/2022,U17MF,Ref: 1, , , , , , ,Video: 1, , ,, 
Benson,Jerry,12/10/2022,DV1WE,Ref: 1, , , , , ,Ref: 1, , ,Video: 1,, 
Benson,Jerry,12/11/2022,U17WE,Ref: 1, , , , , , , , , ,, 
Benson,Jerry,12/12/2022,U20WE,Ref: 1, ,Ref: 1,Ref: 2, , , ,Video: 1, , ,, 
Benson,Jerry,1/6/2023,VETWE,Ref: 1, , ,Ref: 1, ,Ref: 2,Ref: 1, , ,Video: 1, , 
Benson,Jerry,1/7/2023,V40WE,Ref: 1, , , , , , ,Ref: 1,Ref: 1  Video: 1, , , 
Benson,Jerry,1/7/2023,V60WE,Ref: 1, , , , , ,Ref: 1, , , , , 
Benson,Jerry,1/8/2023,DV1ME,Ref: 1, , , , , , , , , , , 
Benson,Jerry,1/8/2023,U20WE,Ref: 1, , , , , , ,Ref: 1,Video: 1, , ,Video: 1
Benson,Jerry,1/9/2023,DV1WE,Ref: 1, , ,Ref: 2, ,Ref: 1,Ref: 1,Video: 1, , , , 
Benson,Jerry,2/17/2023,U17WE,Ref: 1, , , , , , , , , , , 
Benson,Jerry,2/17/2023,U20MF,Ref: 1, , , , , , , , , , , 
Benson,Jerry,2/18/2023,JTMMF, , , , , , ,Ref: 2,Ref: 1, , , , 
Benson,Jerry,2/19/2023,U17MF,Ref: 1, , , , , , , , , , , 
Benson,Jerry,2/19/2023,U20WE, , , , , ,Ref: 1, ,Video: 1, , , , 
Benson,Jerry,2/20/2023,U17ME,Ref: 2, ,Ref: 4,Ref: 2, ,Ref: 1, ,Video: 1, , , , 
Benson,Jerry,3/5/2023,Y12ME, ,, , , , , , ,Video: 1, , , 
Benson,Jerry,4/21/2023,DV1ME,Ref: 1,, , , , , , , , , , 
Benson,Jerry,4/21/2023,U19WE,Ref: 1,, ,Ref: 2, ,Ref: 1, , , , , , 
Benson,Jerry,4/22/2023,STMME, ,, , , , ,Ref: 1,Ref: 1, ,Ref: 1, , 
Benson,Jerry,4/23/2023,U19ME,Ref: 1,,Ref: 2,Ref: 1, , ,Ref: 1, , , , , 
Benson,Jerry,4/23/2023,V60WE,Ref: 1,, , , , , ,Ref: 1,Ref: 1,Video: 1, , 
Benson,Jerry,4/24/2023,V40ME,Ref: 1,, , , , ,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1, , 
Benson,Jerry,4/24/2023,V80ME, ,, , , , , , , ,Ref: 1, , 
Benson,Jerry,6/2/2023,DV2WE,Ref: 1,, , , ,Ref: 2, , , , , , 
Benson,Jerry,6/2/2023,U19ME,Ref: 1,, , , , , , , , , , 
Benson,Jerry,6/3/2023,DV2ME,Ref: 1,, , , , , , , , , , 
Benson,Jerry,6/3/2023,U19WE,Ref: 1,, ,Ref: 2, ,Ref: 2, , ,Ref: 1, , , 
Benson,Jerry,6/4/2023,U16ME,Ref: 2,, ,Ref: 4, ,Ref: 1, , , , , , 
Benson,Jerry,6/4/2023,U16WE,Ref: 1,, , , , ,Ref: 1, , , , , 
Benson,Jerry,6/30/2023,DV1ME,Ref: 1, , , ,, , , , , , , 
Benson,Jerry,7/1/2023,STMME, , , , ,,Ref: 2,Ref: 1, , , , , 
Benson,Jerry,7/5/2023,DV2ME,Ref: 1, , , ,, , , , , , , 
Benson,Jerry,7/6/2023,DV2WE,Ref: 1, , , ,, , , , , , , 
Benson,Jerry,7/6/2023,Y14ME,Ref: 1, , , ,, , , , , , , 
Benson,Jerry,7/8/2023,Y12ME,Ref: 1, , , ,, ,Ref: 1, ,Video: 1, , ,Video: 1
Bentley,Nick,10/7/2022,DV1WE,Ref: 1, , ,Ref: 2, ,Ref: 2,Ref: 1,Ref: 1, , , , 
Bentley,Nick,10/8/2022,U17ME,Ref: 1, ,Ref: 2,Ref: 2, , ,Ref: 1,Ref: 1, , , , 
Bentley,Nick,10/8/2022,Y14WE,Ref: 1, , ,Ref: 2, ,Ref: 2,Ref: 1,Ref: 1, , , , 
Bentley,Nick,10/9/2022,U17WE,Ref: 1, , , , , , , , , , , 
Bentley,Nick,10/9/2022,Y14ME,Ref: 1, , ,Ref: 5, ,Ref: 3,Ref: 1,Ref: 2, ,Ref: 1, , 
Bentley,Nick,10/10/2022,DV1ME,Ref: 1, ,Ref: 2,Ref: 3, , , , , , , , 
Bissdorf,Joan,1/6/2023,DV1MF,Ref: 1, ,Ref: 2,Ref: 2,Ref: 1,Ref: 2,Ref: 1,Ref: 1, , , , 
Bissdorf,Joan,1/7/2023,DV1WF,Ref: 1, , ,Ref: 2, ,Ref: 2, , , , , , 
Bissdorf,Joan,1/7/2023,U20MF,Ref: 1, ,Ref: 2,Ref: 2, ,Ref: 1,Ref: 1,Video: 1, ,Ref: 1, , 
Bissdorf,Joan,1/8/2023,V50MF,Ref: 1, , , , , ,Ref: 2,Ref: 2,Ref: 1  Video: 1, , , 
Bissdorf,Joan,1/8/2023,V50WF,Ref: 1, , , , , , ,Ref: 1,Video: 1, , , 
Bissdorf,Joan,1/8/2023,V60MF, , , , , , , , ,Video: 1, , , 
Bissdorf,Joan,1/9/2023,DV1WE,Ref: 1, , ,Ref: 2,Ref: 1,Ref: 1, , , , , , 
Bissdorf,Joan,3/4/2023,Y12MF, ,, ,Ref: 2, , , , , , , , 
Bissdorf,Joan,3/4/2023,Y14WF,Ref: 1,,Ref: 2,Ref: 2, ,Ref: 2,Ref: 1, ,Video: 1,Ref: 1, , 
Bissdorf,Joan,3/5/2023,Y12WF,Ref: 1,, , , , , ,Ref: 1,Video: 1,Ref: 1, ,Video: 1
Bissdorf,Joan,3/5/2023,Y14MF, ,,Ref: 4, , , , , ,Video: 1, , , 
Bissdorf,Joan,3/6/2023,U16MF, ,,Ref: 2,Ref: 3, , , , , , , , 
Bissdorf,Joan,3/6/2023,Y10WF,Ref: 1,, , , ,Ref: 3,Ref: 1, ,Video: 1, , , 
Bissdorf,Joan,6/30/2023,DV1WF,Ref: 1, , ,Ref: 1,,Ref: 2,Ref: 1,Video: 1, , , , 
Bissdorf,Joan,7/1/2023,U19MF,Ref: 1, ,Ref: 2,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Bissdorf,Joan,7/2/2023,STMMF, , , , ,, ,Ref: 1,Ref: 1, , , , 
Bissdorf,Joan,7/2/2023,U19WF,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Bissdorf,Joan,7/3/2023,DV1MF,Ref: 1, , ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Bissdorf,Joan,7/4/2023,U16MF,Ref: 1, , , ,, , , , , , , 
Bissdorf,Joan,7/4/2023,U16WF,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Bissdorf,Joan,7/4/2023,V50WF,Ref: 1, , , ,, ,Ref: 1,Ref: 1,Video: 1,Ref: 1, ,Video: 1
Borgos,Susan,10/9/2022,U17WE,Ref: 1, , , , ,Ref: 2, ,Video: 1,Ref: 1, , , 
Borgos,Susan,10/10/2022,DV1ME,Ref: 1, ,Ref: 2,Ref: 1, , , ,Video: 1, ,Video: 1, , 
Borgos,Susan,12/9/2022,DV1ME, , , , , , , , , ,Video: 1,, 
Borgos,Susan,12/10/2022,DV1WE,Ref: 1, , ,Ref: 2, ,Ref: 1, ,Video: 1, ,Ref: 1,, 
Borgos,Susan,12/11/2022,U17WE,Ref: 1, ,Ref: 1,Ref: 1, ,Ref: 1, , , ,Video: 1,, 
Borgos,Susan,12/12/2022,U20ME,Ref: 1, , , , , , ,Video: 1, , ,, 
Borgos,Susan,2/17/2023,U17WE,Ref: 1, , , , , , , ,Video: 1, , , 
Borgos,Susan,2/18/2023,U20ME,Ref: 1, ,Ref: 1,Ref: 2, , , , , , , , 
Borgos,Susan,2/19/2023,U20WE,Ref: 1, , , , , , ,Ref: 1,Video: 1, , , 
Borgos,Susan,2/20/2023,JTMWE, , , , , , ,Ref: 2,Ref: 1,Ref: 1,Ref: 1, ,Ref: 1
Borgos,Susan,3/3/2023,U16ME,Ref: 1,, , , , , ,Ref: 1  Video: 1, ,Video: 1, , 
Borgos,Susan,3/4/2023,CTMWE, ,, , , , , ,Ref: 3,Ref: 1,Ref: 1, ,Ref: 1
Borgos,Susan,3/4/2023,Y14ME, ,,Ref: 3,Ref: 2, ,Ref: 1, , , , , , 
Borgos,Susan,3/5/2023,CTMME, ,, , , , ,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Borgos,Susan,3/6/2023,Y10ME,Ref: 1,, , , , , , ,Video: 1, , , 
Borgos,Susan,4/21/2023,DV1ME,Ref: 1,, , , , , ,Video: 1,Video: 1, , , 
Borgos,Susan,4/21/2023,U19WE, ,, ,Ref: 2, ,Ref: 1, ,Video: 1,Video: 1, , ,Ref: 1
Borgos,Susan,4/22/2023,DV1WE,Ref: 1,, ,Ref: 2, ,Ref: 1,Ref: 1,Video: 1, , , , 
Borgos,Susan,4/23/2023,U19ME,Ref: 1,, ,Ref: 1, ,Ref: 2, , , , , , 
Borgos,Susan,4/23/2023,V50WE,Ref: 1,, , , , ,Ref: 4,Ref: 1,Ref: 1  Video: 1, , , 
Borgos,Susan,4/24/2023,V50ME,Ref: 1,, , , , ,Ref: 2,Ref: 1,Ref: 1, , , 
Borgos,Susan,4/24/2023,VETWE,Ref: 1,, , , , , , , , , , 
Brandt-ogman,Adlai,6/30/2023,D1AWE,Ref: 1, , ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Brandt-ogman,Adlai,7/1/2023,U19MF,Ref: 1, ,Ref: 3, ,,Ref: 1, , , , , , 
Brandt-ogman,Adlai,7/2/2023,STMMF, , , , ,, ,Ref: 1, , , , , 
Brandt-ogman,Adlai,7/2/2023,U19WF,Ref: 1, ,Ref: 1,Ref: 2,, , , , , , , 
Brandt-ogman,Adlai,7/4/2023,U16WF,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Brandt-ogman,Adlai,7/4/2023,V60WF,Ref: 1, , , ,, ,Ref: 1,Ref: 3,Ref: 1,Ref: 1, , 
Brandt-ogman,Adlai,7/5/2023,V40MF, , , , ,, ,Ref: 1, , , , , 
Brandt-ogman,Adlai,7/5/2023,V60MF,Ref: 1, , , ,, ,Ref: 3,Ref: 3,Ref: 1  Video: 1, , , 
Brandt-ogman,Adlai,7/5/2023,V80MF,Ref: 1, , , ,, , , , ,Ref: 1, ,Video: 1
Brandt-ogman,Adlai,7/6/2023,DV3MF,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Brandt-ogman,Adlai,7/6/2023,Y14WF,Ref: 1, ,Ref: 3,Ref: 3,,Ref: 1,Ref: 1, , , , , 
Brandt-ogman,Adlai,7/7/2023,DV2WF,Ref: 1, , ,Ref: 2,,Ref: 2, , , , , , 
Brandt-ogman,Adlai,7/7/2023,Y14MF,Ref: 1, ,Ref: 2,Ref: 1,, , , , , , , 
Brandt-ogman,Adlai,7/8/2023,DV2MF,Ref: 1, ,Ref: 1,Ref: 2,, , , , , , , 
Brandt-ogman,Adlai,7/8/2023,Y12MF,Ref: 1, ,Ref: 2,Ref: 1,,Ref: 1, , , , , , 
Breker,Anika,7/4/2023,U16WF,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Breker,Anika,7/4/2023,V60WF,Ref: 1, , , ,, ,Ref: 1,Ref: 1,Video: 1,Ref: 1, ,Video: 1
Breker,Anika,7/4/2023,V80WF, , , , ,, , , , , , ,Ref: 1
Breker,Anika,7/5/2023,D1AMF,Ref: 1, ,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Breker,Anika,7/5/2023,DV3WF,Ref: 1, , ,Ref: 2,,Ref: 2, ,Ref: 1, , , , 
Breker,Anika,7/6/2023,DV3MF,Ref: 1, ,Ref: 1,Ref: 2,, ,Ref: 1, ,Ref: 1,Ref: 1, , 
Breker,Anika,7/6/2023,Y14WF,Ref: 1, ,Ref: 3,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Breker,Anika,7/7/2023,Y12WE,Ref: 1, , ,Ref: 2,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Breker,Anika,7/7/2023,Y14MF,Ref: 1, ,Ref: 3,Ref: 1,,Ref: 1,Ref: 1, ,Ref: 1, , , 
Breker,Anika,7/8/2023,Y12MF,Ref: 1, ,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Breker,Anika,7/8/2023,Y12WF,Ref: 1, ,Ref: 1,Ref: 2,, ,Ref: 2, , ,Ref: 1, , 
Bresil,Randy,7/3/2023,U16ME,Ref: 1, ,Ref: 3,Ref: 2,, ,Ref: 1, , , , , 
Bresil,Randy,7/4/2023,U16WF,Ref: 1, ,Ref: 1,Ref: 1,, , , , , , , 
Bresil,Randy,7/4/2023,V60WF,Ref: 1, , , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Bresil,Randy,7/5/2023,D1AMF,Ref: 1, , ,Ref: 3,, , , , , , , 
Bresil,Randy,7/5/2023,DV3WF,Ref: 1, , ,Ref: 2,,Ref: 2, , , , , , 
Bresil,Randy,7/6/2023,DV3MF,Ref: 1, ,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Bresil,Randy,7/6/2023,Y14WF,Ref: 1, ,Ref: 3, ,, , , , , , , 
Brewer,Adam,10/7/2022,DV1MF,Ref: 1, ,Ref: 1,Ref: 2, , ,Ref: 1,Ref: 1, , , , 
Brewer,Adam,10/8/2022,DV1WS,Ref: 2, , , , , ,Ref: 1,Video: 1,Video: 1, ,Video: 1,Video: 1
Brewer,Adam,10/8/2022,U17MS,Ref: 2, , , , , , ,Video: 1, , , ,Video: 1
Brewer,Adam,10/9/2022,DV1MS,Ref: 1, ,Ref: 3,Ref: 5, ,Ref: 3,Ref: 1,Video: 2,Video: 1, , ,Ref: 1
Brewer,Adam,10/9/2022,Y14WS, , , , , ,Ref: 3,Ref: 1, ,Video: 1, , , 
Brown,Zackery,6/2/2023,U16MS,Ref: 1,, ,Ref: 4, ,Ref: 2,Ref: 1,Ref: 1, , , , 
Brown,Zackery,6/3/2023,U16MF,Ref: 1,,Ref: 1,Ref: 3, ,Ref: 1,Ref: 1,Ref: 1, , , , 
Brown,Zackery,6/3/2023,U19MS,Ref: 2,, , , , , , , , , ,Video: 1
Brown,Zackery,6/4/2023,U19MF,Ref: 2,,Ref: 4,Ref: 4, ,Ref: 2, , , , , , 
Brown,Zackery,6/30/2023,U19MS,Ref: 2, ,Ref: 6,Ref: 2,,Ref: 1,Ref: 1,Video: 2,Video: 1,Ref: 1, , 
Brown,Zackery,7/1/2023,DV1MS,Ref: 2, , ,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Video: 1, , ,Video: 1
Brown,Zackery,7/2/2023,STMWS, , , , ,, , ,Ref: 2,Ref: 1,Ref: 1, ,Ref: 1
Brown,Zackery,7/2/2023,U16MS,Ref: 2, ,Ref: 2,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,Video: 1, , ,Video: 1
Brown,Zackery,7/3/2023,DV1WS,Ref: 1, , , ,,Ref: 2, ,Video: 1, , , ,Ref: 1
Brown,Zackery,7/4/2023,V60MS,Ref: 1, , , ,,Ref: 1,Ref: 3,Ref: 1,Video: 1,Video: 1, ,Video: 1
